instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error
1730307686.49613,hc-sj-ucq,50,1730307670.638437,1.657314629258517,0.5,6,500,45,False,0,x86_64,3,0.05317287426441908,0,2,0.2009194102138281,0.20072650909423828,1.0,,0.07917933072894812,0,2,0.09782336000353098,0.09769201278686523,1.0,
1730307687.124987,hc-sj-ucq,50,1730307670.638437,1.6683366733466936,0.5,6,500,46,False,0,x86_64,3,0.053514313884079456,0,2,0.0687107052654028,0.06859445571899414,1.0,,0.05941854231059551,0,2,0.06050207372754812,0.060379743576049805,1.0,
1730307687.52851,hc-sj-ucq,50,1730307670.638437,1.6793587174348699,0.5,6,500,47,False,0,x86_64,3,0.0533000472933054,0,2,0.197308586910367,0.19719314575195312,1.0,,0.07821530755609274,0,2,0.09979032818228006,0.09966230392456055,1.0,
1730307688.107746,hc-sj-ucq,50,1730307670.638437,1.6903807615230462,0.5,6,500,49,False,0,x86_64,5,0.04399559088051319,0,3,0.3247602107003331,0.3246464729309082,1.0,,0.07412754837423563,0,3,0.12255464866757393,0.122406005859375,1.0,
1730307688.833187,hc-sj-ucq,50,1730307670.638437,1.7014028056112225,0.5,6,500,50,False,0,x86_64,6,0.05336564965546131,0,5,0.21071945037692785,0.2106025218963623,1.0,,0.08274444099515676,0,5,0.08436357788741589,0.08423018455505371,1.0,
1730307689.448058,hc-sj-ucq,50,1730307670.638437,1.7124248496993988,0.5,6,500,51,False,0,x86_64,6,0.04362380225211382,0,5,0.15321136824786663,0.15308690071105957,1.0,,0.07179823145270348,0,5,0.6318544298410416,0.6317110061645508,1.0,
1730307690.515226,hc-sj-ucq,50,1730307670.638437,1.7234468937875753,0.5,6,500,52,False,0,x86_64,6,0.043502659536898136,0,5,0.09998064395040274,0.09986257553100586,1.0,,0.05947599932551384,0,5,0.09342578239738941,0.09329891204833984,1.0,
1730307691.019194,hc-sj-ucq,50,1730307670.638437,1.7344689378757516,0.5,6,500,54,False,0,x86_64,6,0.04406603518873453,0,5,0.20600331481546164,0.20588159561157227,1.0,,0.07437205221503973,0,5,0.3360568918287754,0.3359091281890869,1.0,
1730307691.857872,hc-sj-ucq,50,1730307670.638437,1.745490981963928,0.5,6,500,55,False,0,x86_64,6,0.04374517407268286,0,5,0.4442586563527584,0.44413042068481445,1.0,,0.07131354045122862,0,5,0.09111844748258591,0.09097814559936523,1.0,
1730307692.671937,hc-sj-ucq,50,1730307670.638437,1.7565130260521042,0.5,6,500,57,False,0,x86_64,6,0.04408284276723862,0,5,0.14190185070037842,0.14178085327148438,1.0,,0.07103246171027422,0,5,0.09855856839567423,0.09840822219848633,1.0,
1730307693.197216,hc-sj-ucq,50,1730307670.638437,1.7675350701402806,0.5,6,500,58,False,0,x86_64,6,0.04384049493819475,0,5,0.08977234549820423,0.08966064453125,1.0,,0.04862098302692175,0,5,0.19005353469401598,0.18993592262268066,1.0,
1730307693.733455,hc-sj-ucq,50,1730307670.638437,1.778557114228457,0.5,6,500,60,False,0,x86_64,6,0.04479182790964842,0,5,0.10202031023800373,0.10191059112548828,1.0,,0.05579094775021076,0,5,0.07305757608264685,0.0729360580444336,1.0,
1730307694.178631,hc-sj-ucq,50,1730307670.638437,1.7895791583166334,0.5,6,500,61,False,0,x86_64,6,0.04388718493282795,0,5,0.07654324918985367,0.07643938064575195,1.0,,0.04964623600244522,0,5,0.0860326960682869,0.08591723442077637,1.0,
1730307694.58533,hc-sj-ucq,50,1730307670.638437,1.8006012024048097,0.5,6,500,63,False,0,x86_64,6,0.054012262262403965,0,5,0.08726800605654716,0.08714127540588379,1.0,,0.07411501929163933,0,5,0.07822838518768549,0.07808518409729004,1.0,
1730307695.028511,hc-sj-ucq,50,1730307670.638437,1.811623246492986,0.5,6,500,64,False,0,x86_64,6,0.04394559282809496,0,5,0.16573220398277044,0.16561031341552734,1.0,,0.06871919706463814,0,5,0.08178510423749685,0.08164691925048828,1.0,
1730307695.556169,hc-sj-ucq,50,1730307670.638437,1.8226452905811623,0.5,6,500,66,False,0,x86_64,6,0.04468969628214836,0,5,0.08579355012625456,0.0856788158416748,1.0,,0.05050990544259548,0,5,0.1658447915688157,0.16573500633239746,1.0,
1730307696.074471,hc-sj-ucq,50,1730307670.638437,1.8336673346693388,0.5,6,500,68,False,0,x86_64,6,0.044032564386725426,0,5,0.19788939505815506,0.19777536392211914,1.0,,0.0741667877882719,0,5,0.21685763075947762,0.2167034149169922,1.0,
1730307696.785569,hc-sj-ucq,50,1730307670.638437,1.8446893787575152,0.5,6,500,69,False,0,x86_64,6,0.05435394775122404,0,5,0.29115383699536324,0.29102516174316406,1.0,,0.08820552844554186,0,5,0.2579492637887597,0.25780630111694336,1.0,
