instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,ilp_results_old: witness_computation_time,ilp_results_old: number_of_witnesses,ilp_results_old: number_of_tuples,ilp_results_old: Solve Time,ilp_results_old: Solver Solution Time,ilp_results_old: GDP,ilp_results_old: error,lp_results_old: witness_computation_time,lp_results_old: number_of_witnesses,lp_results_old: number_of_tuples,lp_results_old: Solve Time,lp_results_old: Solver Solution Time,lp_results_old: GDP,lp_results_old: error
1730258822.771834,rays-5,1000,1730258795.844384,3.1122244488977957,0.5,6,500,1294,False,0,x86_64,1,0.28326027514413,2588,1294,0.15425326069816947,0.15402579307556152,-1289.0,,0.2845161482691765,2588,1294,0.14558201981708407,0.1454601287841797,-1289.0,,0.28475191816687584,2588,1294,0.1625528852455318,0.16244769096374512,-1289.0,,0.28458734694868326,2588,1294,0.19170892937108874,0.19158005714416504,-1289.0,
1730258825.054005,rays-5,1000,1730258795.844384,3.123246492985972,0.5,6,500,1328,False,0,x86_64,1,0.2915866686962545,2656,1328,0.41920333122834563,0.41905951499938965,-1323.0,,0.29348656302317977,2656,1328,0.1720869350247085,0.17193102836608887,-1323.0,,0.3033024137839675,2656,1328,0.16223392123356462,0.1621086597442627,-1323.0,,0.2933834330178797,2656,1328,0.1551789459772408,0.1550455093383789,-1323.0,
1730258827.608794,rays-5,1000,1730258795.844384,3.1342685370741483,0.5,6,500,1362,False,0,x86_64,1,0.31471752980723977,2724,1362,0.15823657996952534,0.1581275463104248,-1357.0,,0.30019179405644536,2724,1362,0.15323236444965005,0.15310144424438477,-1357.0,,0.2978213638998568,2724,1362,0.17309945821762085,0.17295622825622559,-1357.0,,0.3053785958327353,2724,1362,0.1586389346048236,0.1585073471069336,-1357.0,
1730258829.946283,rays-5,1000,1730258795.844384,3.1452905811623246,0.5,6,500,1397,False,0,x86_64,1,0.3040458830073476,2794,1397,0.16470791678875685,0.16457176208496094,-1392.0,,0.29781184811145067,2794,1397,0.14340561581775546,0.143294095993042,-1392.0,,0.30824790615588427,2794,1397,0.15272564673796296,0.15260100364685059,-1392.0,,0.2991053690202534,2794,1397,0.16696077631786466,0.16681241989135742,-1392.0,
1730258832.260892,rays-5,1000,1730258795.844384,3.156312625250501,0.5,6,500,1433,False,0,x86_64,1,0.31398216914385557,2866,1433,0.20314427698031068,0.20300054550170898,-1428.0,,0.3040057751350105,2866,1433,0.21240882109850645,0.21225976943969727,-1428.0,,0.3032203842885792,2866,1433,0.16322842799127102,0.16312813758850098,-1428.0,,0.3027064180932939,2866,1433,0.15843342524021864,0.15830588340759277,-1428.0,
1730258834.709011,rays-5,1000,1730258795.844384,3.1673346693386777,0.5,6,500,1470,False,0,x86_64,1,0.3086045482195914,2940,1470,0.17151658376678824,0.1713850498199463,-1465.0,,0.31459456821903586,2940,1470,0.156899347435683,0.1567537784576416,-1465.0,,0.3143604057841003,2940,1470,0.17449232330545783,0.17434930801391602,-1465.0,,0.3133241645991802,2940,1470,0.1950166649185121,0.19490766525268555,-1465.0,
1730258837.172795,rays-5,1000,1730258795.844384,3.178356713426854,0.5,6,500,1507,False,0,x86_64,1,0.3162035131826997,3014,1507,0.1752427383325994,0.17510652542114258,-1502.0,,0.32058884017169476,3014,1507,0.16138186817988753,0.16125082969665527,-1502.0,,0.3155918181873858,3014,1507,0.1899359580129385,0.18980097770690918,-1502.0,,0.3188814949244261,3014,1507,0.18480514688417315,0.1846632957458496,-1502.0,
1730258839.666936,rays-5,1000,1730258795.844384,3.1893787575150303,0.5,6,500,1546,False,0,x86_64,1,0.32434530882164836,3092,1546,0.19185625994578004,0.1917428970336914,-1541.0,,0.32495344104245305,3092,1546,0.19268349232152104,0.1925487518310547,-1541.0,,0.3261402230709791,3092,1546,0.1803752281703055,0.1802377700805664,-1541.0,,0.33357082307338715,3092,1546,0.18770212400704622,0.1875619888305664,-1541.0,
1730258842.285652,rays-5,1000,1730258795.844384,3.2004008016032066,0.5,6,500,1586,False,0,x86_64,1,0.3369210818782449,3172,1586,0.19999855617061257,0.19986677169799805,-1581.0,,0.3335315021686256,3172,1586,0.18306237226352096,0.18295025825500488,-1581.0,,0.33296389877796173,3172,1586,0.20243674609810114,0.20230484008789062,-1581.0,,0.3322492027655244,3172,1586,0.1900894190184772,0.18994355201721191,-1581.0,
1730258844.955527,rays-5,1000,1730258795.844384,3.211422845691383,0.5,6,500,1627,False,0,x86_64,3,0.33981005009263754,3254,1627,0.6280677979812026,0.6279308795928955,-1617.0,,0.33667483273893595,3254,1627,0.42426493810489774,0.42412829399108887,-1617.0,,0.3465371490456164,3254,1627,0.3247512560337782,0.3246347904205322,-1617.0,,0.3430825932882726,3254,1627,0.21282434510067105,0.2126784324645996,-1619.0,
1730258848.512471,rays-5,1000,1730258795.844384,3.2224448897795592,0.5,6,500,1668,False,0,x86_64,3,0.3442362709902227,3336,1668,0.19533292716369033,0.19517827033996582,-1658.0,,0.3556389254517853,3336,1668,0.1955420239828527,0.19538450241088867,-1658.0,,0.35631956439465284,3336,1668,0.21657817671075463,0.21645808219909668,-1658.0,,0.3560523637570441,3336,1668,0.20443113427609205,0.20429372787475586,-1660.0,
