instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,k (percent),lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_adp: ADP,specialized_adp: contingency set,specialized_adp: Solve Time
1730241729.710989,hc-star-3,1000,1730241695.565402,2.6743486973947896,0.5,4,500,472,False,0,x86_64,2,50,0.10370327578857541,0,465,0.11122353561222553,0.11107611656188965,0.0,,0.10521678905934095,0,465,0.10712932795286179,0.10704946517944336,0.0,,0,[],0.041141975205391645
1730241730.322917,hc-star-3,1000,1730241695.565402,2.681362725450902,0.5,4,500,480,False,0,x86_64,2,50,0.10402917070314288,0,473,0.10413372702896595,0.1040501594543457,0.0,,0.10584994731470942,0,473,0.10278296004980803,0.10269832611083984,0.0,,0,[],0.041283323895186186
1730241730.879549,hc-star-3,1000,1730241695.565402,2.688376753507014,0.5,4,500,487,False,0,x86_64,2,50,0.10432776622474194,0,480,0.16601580940186977,0.16592645645141602,0.0,,0.10629558796063066,0,480,0.23865193175151944,0.23856067657470703,0.0,,0,[],0.06819962058216333
1730241731.68301,hc-star-3,1000,1730241695.565402,2.6953907815631264,0.5,4,500,495,False,0,x86_64,2,50,0.10565467225387692,0,488,0.13607207499444485,0.13597989082336426,0.0,,0.106885917019099,0,488,0.14044943498447537,0.14036774635314941,0.0,,0,[],0.04161781305447221
1730241732.355093,hc-star-3,1000,1730241695.565402,2.7024048096192383,0.5,4,500,503,False,0,x86_64,2,50,0.10609666537493467,0,495,0.13262448087334633,0.13253140449523926,0.0,,0.10817014100030065,0,495,0.11595410713925958,0.11586761474609375,0.0,,0,[],0.04181583132594824
1730241732.980359,hc-star-3,1000,1730241695.565402,2.7094188376753507,0.5,4,500,512,False,0,x86_64,2,50,0.10707278223708272,0,504,0.10686695901677012,0.10677909851074219,0.0,,0.10859489068388939,0,504,0.1024430450052023,0.1023564338684082,0.0,,0,[],0.04193323524668813
1730241733.570658,hc-star-3,1000,1730241695.565402,2.716432865731463,0.5,4,500,520,False,0,x86_64,2,50,0.10767658986151218,0,512,0.1313644633628428,0.1312713623046875,0.0,,0.11033869488164783,0,512,0.15307408198714256,0.15296387672424316,0.0,,0,[],0.05815289122983813
1730241734.247888,hc-star-3,1000,1730241695.565402,2.723446893787575,0.5,4,500,528,False,0,x86_64,2,50,0.10859412979334593,0,520,0.09687788365408778,0.09678339958190918,0.0,,0.11051580589264631,0,520,0.11402289103716612,0.11392664909362793,0.0,,0,[],0.042974315118044615
1730241734.858105,hc-star-3,1000,1730241695.565402,2.7304609218436875,0.5,4,500,537,False,0,x86_64,2,50,0.10944001795724034,0,529,0.13308320101350546,0.13299036026000977,0.0,,0.11136368941515684,0,529,0.125862468034029,0.1257777214050293,0.0,,0,[],0.04271780839189887
1730241735.495571,hc-star-3,1000,1730241695.565402,2.7374749498997994,0.5,4,500,546,False,0,x86_64,2,50,0.11307368474081159,0,538,0.14670106396079063,0.14658141136169434,0.0,,0.11533152498304844,0,538,0.11213336000218987,0.11202192306518555,0.0,,0,[],0.04353616898879409
1730241736.160152,hc-star-3,1000,1730241695.565402,2.744488977955912,0.5,4,500,555,False,0,x86_64,2,50,0.11393056297674775,0,547,0.1806983039714396,0.18057775497436523,0.0,,0.15228371415287256,0,547,0.16340592969208956,0.16328740119934082,0.0,,0,[],0.043302932754158974
1730241736.961023,hc-star-3,1000,1730241695.565402,2.7515030060120242,0.5,4,500,564,False,0,x86_64,2,50,0.1346960961818695,0,556,0.18414594000205398,0.1840381622314453,0.0,,0.11649808986112475,0,556,0.17395939910784364,0.1738419532775879,0.0,,0,[],0.05683222506195307
