instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_swp: SWP,specialized_swp: Solve Time
1730258748.984705,rays-5,1000,1730258725.955037,3.2224448897795592,0.5,6,500,1668,False,0,x86_64,1,0.2768785300431773,3336,1668,0.36356737092137337,0.3633420467376709,-1663.0,,0.29488807602319866,3336,1668,0.18027635593898594,0.18015551567077637,-1663.0,,5,0.01880911795888096
1730258750.508043,rays-5,1000,1730258725.955037,3.2334669338677355,0.5,6,500,1711,False,0,x86_64,1,0.2762373199220747,3422,1711,0.29934665095061064,0.29919981956481934,-1706.0,,0.2826877129264176,3422,1711,0.1897619079099968,0.18963027000427246,-1706.0,,5,0.016905882977880538
1730258751.888376,rays-5,1000,1730258725.955037,3.244488977955912,0.5,6,500,1755,False,0,x86_64,1,0.24956988799385726,3510,1755,0.1828380930237472,0.18269824981689453,-1750.0,,0.253504935069941,3510,1755,0.2011601059930399,0.2010343074798584,-1750.0,,5,0.019962011952884495
1730258753.129475,rays-5,1000,1730258725.955037,3.255511022044088,0.5,6,500,1800,False,0,x86_64,2,0.2541892259614542,3600,1800,0.16617435205262154,0.16603446006774902,-1790.0,,0.25576748605817556,3600,1800,0.1605611190898344,0.16042184829711914,-1790.0,,10,0.029680875944904983
1730258754.289239,rays-5,1000,1730258725.955037,3.2665330661322645,0.5,6,500,1847,False,0,x86_64,3,0.25919862394221127,3694,1847,0.28275009093340486,0.282604455947876,-1832.0,,0.294616986066103,3694,1847,0.17101257503964007,0.1708977222442627,-1832.0,,15,0.04307210608385503
1730258755.661952,rays-5,1000,1730258725.955037,3.277555110220441,0.5,6,500,1894,False,0,x86_64,3,0.262021176982671,3788,1894,0.18704151606652886,0.18689966201782227,-1879.0,,0.27305116003844887,3788,1894,0.1800098120002076,0.17987775802612305,-1879.0,,15,0.04377926094457507
1730258756.916461,rays-5,1000,1730258725.955037,3.2885771543086175,0.5,6,500,1943,False,0,x86_64,5,0.2677315790206194,3886,1943,0.17199843598064035,0.17185354232788086,-1923.0,,0.2666035940637812,3886,1943,0.2924387449165806,0.2923164367675781,-1923.0,,20,0.058960436028428376
1730258758.327056,rays-5,1000,1730258725.955037,3.299599198396794,0.5,6,500,1993,False,0,x86_64,5,0.272542150109075,3986,1993,0.22450176405254751,0.22436165809631348,-1973.0,,0.2767438170267269,3986,1993,0.2815271229483187,0.28138279914855957,-1973.0,,20,0.06680925900582224
1730258759.80336,rays-5,1000,1730258725.955037,3.31062124248497,0.5,6,500,2044,False,0,x86_64,6,0.2771074960473925,4088,2044,0.19831593497656286,0.1981797218322754,-2019.0,,0.3017902889987454,4088,2044,0.17259219894185662,0.17247462272644043,-2019.0,,25,0.07392167195212096
1730258761.138983,rays-5,1000,1730258725.955037,3.3216432865731464,0.5,6,500,2097,False,0,x86_64,8,0.28262276598252356,4194,2097,0.16841556504368782,0.16827702522277832,-2067.0,,0.28650508006103337,4194,2097,0.1626675819279626,0.16252875328063965,-2067.0,,30,0.08959458698518574
1730258762.465162,rays-5,1000,1730258725.955037,3.3326653306613228,0.5,6,500,2151,False,0,x86_64,8,0.2868523219367489,4302,2151,0.1825085689779371,0.18238425254821777,-2121.0,,0.28996754402760416,4302,2151,0.17671554500702769,0.17657828330993652,-2121.0,,30,0.09134879091288894
1730258763.832528,rays-5,1000,1730258725.955037,3.343687374749499,0.5,6,500,2206,False,0,x86_64,8,0.292239596019499,4412,2206,0.180198714020662,0.1800520420074463,-2176.0,,0.29475574498064816,4412,2206,0.17998478608205914,0.17986536026000977,-2176.0,,30,0.092646096018143
1730258765.222096,rays-5,1000,1730258725.955037,3.3547094188376754,0.5,6,500,2263,False,0,x86_64,8,0.29765737301204354,4526,2263,0.1925589720485732,0.19242310523986816,-2233.0,,0.30046355491504073,4526,2263,0.1948011169442907,0.1946547031402588,-2233.0,,30,0.09450897492934018
1730258766.638957,rays-5,1000,1730258725.955037,3.3657314629258517,0.5,6,500,2321,False,0,x86_64,9,0.2998767589451745,4642,2321,0.18806218798272312,0.1879405975341797,-2286.0,,0.3057978419819847,4642,2321,0.18771828396711498,0.18758201599121094,-2286.0,,35,0.1107534549664706
1730258768.098549,rays-5,1000,1730258725.955037,3.3767535070140284,0.5,6,500,2380,False,0,x86_64,19,0.3110700120450929,4760,2380,0.19757047505117953,0.19742631912231445,-2335.0,,0.3118485619779676,4760,2380,0.19395586499013007,0.19383549690246582,-2335.0,,45,0.14359880704432726
1730258769.628152,rays-5,1000,1730258725.955037,3.3877755511022047,0.5,6,500,2442,False,0,x86_64,25,0.3176269830437377,4884,2442,0.2114281189860776,0.21128463745117188,-2382.0,,0.3198994860285893,4884,2442,0.2116849230369553,0.21155047416687012,-2382.0,,60,0.1950676500564441
1730258771.241431,rays-5,1000,1730258725.955037,3.398797595190381,0.5,6,500,2504,False,0,x86_64,28,0.3268292769789696,5008,2504,0.24790167808532715,0.24779605865478516,-2439.0,,0.3291711159981787,5008,2504,0.212157913018018,0.2120349407196045,-2439.0,,65,0.21444435697048903
1730258772.95209,rays-5,1000,1730258725.955037,3.4098196392785574,0.5,6,500,2569,False,0,x86_64,34,0.329371988074854,5138,2569,0.2071727899601683,0.20703387260437012,-2499.0,,0.3309814330423251,5138,2569,0.1996284199412912,0.19951677322387695,-2499.0,,70,0.23439774301368743
1730258774.64077,rays-5,1000,1730258725.955037,3.4208416833667337,0.5,6,500,2635,False,0,x86_64,47,0.33657012903131545,5270,2635,0.20671746006701142,0.20658111572265625,-2560.0,,0.3373244779650122,5270,2635,0.20433368801604956,0.2042219638824463,-2560.0,,75,0.25438875099644065
1730258776.373084,rays-5,1000,1730258725.955037,3.43186372745491,0.5,6,500,2703,False,0,x86_64,56,0.34226031496655196,5406,2703,0.2145323569420725,0.21439862251281738,-2618.0,,0.34480805206112564,5406,2703,0.20887452992610633,0.20874524116516113,-2618.0,,85,0.29383437999058515
1730258778.15892,rays-5,1000,1730258725.955037,3.4428857715430863,0.5,6,500,2772,False,0,x86_64,60,0.3513879419770092,5544,2772,0.21728244004771113,0.21716976165771484,-2687.0,,0.3532225249800831,5544,2772,0.23366709297988564,0.23353242874145508,-2687.0,,85,0.2991923779482022
1730258780.089596,rays-5,1000,1730258725.955037,3.4539078156312626,0.5,6,500,2843,False,0,x86_64,71,0.3630098990397528,5686,2843,0.2406817349838093,0.24056005477905273,-2748.0,,0.35965261701494455,5686,2843,0.2229109730105847,0.22278571128845215,-2748.0,,95,0.33928493002895266
1730258782.082074,rays-5,1000,1730258725.955037,3.464929859719439,0.5,6,500,2916,False,0,x86_64,80,0.365172742982395,5832,2916,0.24115831893868744,0.24103045463562012,-2811.0,,0.38805855193641037,5832,2916,0.2322669019922614,0.23215246200561523,-2811.0,,105,0.38202920102048665
1730258784.095143,rays-5,1000,1730258725.955037,3.475951903807615,0.5,6,500,2991,False,0,x86_64,81,0.37288632907439023,5982,2991,0.2589820269495249,0.2588462829589844,-2881.0,,0.3755092730280012,5982,2991,0.2375361310550943,0.23742103576660156,-2881.0,,110,0.40568551304750144
1730258786.189081,rays-5,1000,1730258725.955037,3.486973947895792,0.5,6,500,3068,False,0,x86_64,99,0.3856178999412805,6136,3068,0.2534579740604386,0.25331735610961914,-2953.0,,0.3929559449898079,6136,3068,0.2504085269756615,0.2503039836883545,-2953.0,,115,0.43763935298193246
1730258788.370207,rays-5,1000,1730258725.955037,3.4979959919839683,0.5,6,500,3147,False,0,x86_64,111,0.3939158651046455,6294,3147,0.26432452304288745,0.2641901969909668,-3032.0,,0.3965076330350712,6294,3147,0.25857373094186187,0.2584495544433594,-3032.0,,115,0.4444791459245607
1730258790.594601,rays-5,1000,1730258725.955037,3.5090180360721446,0.5,6,500,3228,False,0,x86_64,116,0.40211939404252917,6456,3228,0.26443805696908385,0.26430368423461914,-3103.0,,0.40553282597102225,6456,3228,0.29226355999708176,0.292142391204834,-3103.0,,125,0.493347984040156
1730258792.949447,rays-5,1000,1730258725.955037,3.520040080160321,0.5,6,500,3311,False,0,x86_64,125,0.41010768490377814,6622,3311,0.3352238821098581,0.3350799083709717,-3176.0,,0.42651169293094426,6622,3311,0.2747045459691435,0.27458667755126953,-3176.0,,135,0.5433090690057725
1730258795.433625,rays-5,1000,1730258725.955037,3.531062124248497,0.5,6,500,3396,False,0,x86_64,163,0.432319620042108,6792,3396,0.3064196689520031,0.3062870502471924,-3241.0,,0.4294650339288637,6792,3396,0.315377751016058,0.3152468204498291,-3241.0,,155,0.6415809650206938
