instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_dpvs: Solve Time,specialized_dpvs: contingency set,specialized_dpvs: dp-vs
1730256610.708806,rays-3,1000,1730256602.101892,2.120240480961924,0.5,6,500,131,False,0,x86_64,2,0.07359546609222889,0,131,0.14003942906856537,0.13982558250427246,1.0,,0.07883051969110966,0,131,0.09867051057517529,0.09853792190551758,1.0,,0.004595741629600525,"      x    b
17  757  868",1
1730256611.195131,rays-3,1000,1730256602.101892,2.1312625250501003,0.5,6,500,135,False,0,x86_64,2,0.07579262368381023,0,135,0.07848081924021244,0.07836389541625977,1.0,,0.07603967934846878,0,135,0.09133790619671345,0.09119963645935059,1.0,,0.0042932648211717606,"      x    b
19  757  868",1
1730256611.624309,rays-3,1000,1730256602.101892,2.1422845691382766,0.5,6,500,138,False,0,x86_64,2,0.08514810912311077,0,138,0.07302594929933548,0.0728907585144043,1.0,,0.0751138124614954,0,138,0.08277365006506443,0.08262825012207031,1.0,,0.005402460694313049,"      x    b
20  757  868",1
1730256612.034723,rays-3,1000,1730256602.101892,2.153306613226453,0.5,6,500,142,False,0,x86_64,2,0.07557969726622105,0,142,0.07759679295122623,0.07746267318725586,1.0,,0.07513751834630966,0,142,0.07996834069490433,0.07982015609741211,1.0,,0.004320608451962471,"      x    b
20  757  868",1
1730256612.429613,rays-3,1000,1730256602.101892,2.1643286573146296,0.5,6,500,145,False,0,x86_64,2,0.07737031765282154,0,145,0.08678511716425419,0.08664369583129883,1.0,,0.07932731881737709,0,145,0.14663941599428654,0.14649200439453125,1.0,,0.0072493478655815125,"      x    b
21  757  868",1
1730256612.936135,rays-3,1000,1730256602.101892,2.175350701402806,0.5,6,500,149,False,0,x86_64,2,0.0848035104572773,0,149,0.07548374123871326,0.07534337043762207,1.0,,0.0779473353177309,0,149,0.09732220880687237,0.09717416763305664,1.0,,0.00633954256772995,"      x    b
21  757  868",1
1730256613.373573,rays-3,1000,1730256602.101892,2.1863727454909823,0.5,6,500,153,False,0,x86_64,2,0.07841844670474529,0,153,0.11599256843328476,0.11586546897888184,1.0,,0.09744317643344402,0,153,0.2290596067905426,0.22890377044677734,1.0,,0.0076673999428749084,"      x    b
21  757  868",1
1730256614.00092,rays-3,1000,1730256602.101892,2.1973947895791586,0.5,6,500,157,False,0,x86_64,2,0.08903429843485355,0,157,0.10792756266891956,0.10779929161071777,1.0,,0.08032319881021976,0,157,0.08250811323523521,0.08237028121948242,1.0,,0.004414904862642288,"      x    b
21  757  868",1
1730256614.466194,rays-3,1000,1730256602.101892,2.208416833667335,0.5,6,500,161,False,0,x86_64,2,0.07925612479448318,0,161,0.08949875086545944,0.08936429023742676,1.0,,0.09534930437803268,0,161,0.09642484411597252,0.09627842903137207,1.0,,0.005164347589015961,"      x    b
21  757  868",1
1730256614.943632,rays-3,1000,1730256602.101892,2.219438877755511,0.5,6,500,165,False,0,x86_64,2,0.08895592205226421,0,165,0.09843628294765949,0.0982975959777832,1.0,,0.09713609144091606,0,165,0.08771742880344391,0.08756637573242188,1.0,,0.005220290273427963,"      x    b
21  757  868",1
1730256615.432628,rays-3,1000,1730256602.101892,2.2304609218436875,0.5,6,500,170,False,0,x86_64,2,0.07591990381479263,0,170,0.17977208457887173,0.17963242530822754,1.0,,0.11245218105614185,0,170,0.09305361099541187,0.09289836883544922,1.0,,0.004934871569275856,"      x    b
21  757  868",1
1730256615.992328,rays-3,1000,1730256602.101892,2.241482965931864,0.5,6,500,174,False,0,x86_64,2,0.07599345035851002,0,174,0.08974301069974899,0.08960747718811035,1.0,,0.08169814758002758,0,174,0.07152810133993626,0.07137846946716309,1.0,,0.004662534222006798,"      x    b
21  757  868",1
1730256616.396224,rays-3,1000,1730256602.101892,2.25250501002004,0.5,6,500,178,False,0,x86_64,2,0.07635760307312012,0,178,0.0821880716830492,0.08205604553222656,1.0,,0.07993151620030403,0,178,0.08790216781198978,0.08776211738586426,1.0,,0.005318932235240936,"      x    b
22  757  868",1
1730256616.809405,rays-3,1000,1730256602.101892,2.2635270541082164,0.5,6,500,183,False,0,x86_64,2,0.08895917981863022,0,183,0.0886094905436039,0.08850288391113281,1.0,,0.08133536763489246,0,183,0.11097553931176662,0.11082029342651367,1.0,,0.008599136024713516,"      x    b
22  757  868",1
1730256617.321081,rays-3,1000,1730256602.101892,2.2745490981963927,0.5,6,500,188,False,0,x86_64,2,0.091536745429039,0,188,0.08778948523104191,0.0876610279083252,1.0,,0.08022378571331501,0,188,0.09874629601836205,0.09860062599182129,1.0,,0.005159622058272362,"      x    b
22  757  868",1
1730256617.799995,rays-3,1000,1730256602.101892,2.285571142284569,0.5,6,500,193,False,0,x86_64,2,0.07765854336321354,0,193,0.11348997987806797,0.11335396766662598,1.0,,0.08935855515301228,0,193,0.25731347501277924,0.2571604251861572,1.0,,0.007518017664551735,"      x    b
23  757  868",1
1730256618.442964,rays-3,1000,1730256602.101892,2.2965931863727453,0.5,6,500,197,False,0,x86_64,2,0.09365529008209705,0,197,0.1343933492898941,0.13424944877624512,1.0,,0.09636938385665417,0,197,0.12613569758832455,0.12599515914916992,1.0,,0.005870407447218895,"      x    b
23  757  868",1
1730256619.025225,rays-3,1000,1730256602.101892,2.3076152304609217,0.5,6,500,203,False,0,x86_64,2,0.0871046744287014,0,203,0.1407430451363325,0.1406080722808838,1.0,,0.10284439288079739,0,203,0.33860245905816555,0.3384420871734619,1.0,,0.008160620927810669,"      x    b
23  757  868",1
1730256619.829173,rays-3,1000,1730256602.101892,2.3186372745490984,0.5,6,500,208,False,0,x86_64,2,0.09514463692903519,0,208,0.09775911644101143,0.09762239456176758,1.0,,0.08475005999207497,0,208,0.2785333078354597,0.2783854007720947,1.0,,0.008695080876350403,"      x    b
24  757  868",1
1730256620.528598,rays-3,1000,1730256602.101892,2.3296593186372747,0.5,6,500,213,False,0,x86_64,2,0.09312695451080799,0,213,0.17043056897819042,0.17029356956481934,1.0,,0.10914775915443897,0,213,0.11810177564620972,0.11794543266296387,1.0,,0.005934916436672211,"      x    b
24  757  868",1
1730256621.155285,rays-3,1000,1730256602.101892,2.340681362725451,0.5,6,500,219,False,0,x86_64,2,0.09146393649280071,0,219,0.2712073028087616,0.2710568904876709,1.0,,0.11502028815448284,0,219,0.22972778230905533,0.22957253456115723,1.0,,0.008403213694691658,"      x    b
25  757  868",1
1730256621.999349,rays-3,1000,1730256602.101892,2.3517034068136273,0.5,6,500,224,False,0,x86_64,2,0.096538620069623,0,224,0.14672724716365337,0.14658856391906738,1.0,,0.11003507673740387,0,224,0.12975853867828846,0.129608154296875,1.0,,0.007436925545334816,"      x    b
26  757  868",1
1730256622.623162,rays-3,1000,1730256602.101892,2.3627254509018036,0.5,6,500,230,False,0,x86_64,2,0.09673821181058884,0,230,0.122835548594594,0.12270998954772949,1.0,,0.09212267398834229,0,230,0.1210237368941307,0.12087368965148926,1.0,,0.007029028609395027,"      x    b
26  757  868",1
1730256623.203516,rays-3,1000,1730256602.101892,2.3737474949899804,0.5,6,500,236,False,0,x86_64,2,0.0896736178547144,0,236,0.24135629832744598,0.24121499061584473,1.0,,0.12066624127328396,0,236,0.1429341770708561,0.1427779197692871,1.0,,0.008573610335588455,"      x    b
26  757  868",1
