instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,adpk,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error
1730278346.501123,hc-sj-ucq,50,1730278283.804208,2.61623246492986,0.5,6,500,413,False,0,x86_64,94,4,0.20312763191759586,0,413,0.08092169091105461,0.08079791069030762,2.0,,0.1835839319974184,0,413,0.09274782985448837,0.09260678291320801,2.0,
1730278347.235749,hc-sj-ucq,50,1730278283.804208,2.6272545090180364,0.5,6,500,423,False,0,x86_64,97,4,0.1845913752913475,0,423,0.07597500830888748,0.07583427429199219,2.0,,0.1875746212899685,0,423,0.07963472232222557,0.0794990062713623,2.0,
1730278347.943253,hc-sj-ucq,50,1730278283.804208,2.6382765531062127,0.5,6,500,434,False,0,x86_64,100,4,0.18852388858795166,0,434,0.0846931878477335,0.08455061912536621,2.0,,0.18978752382099628,0,434,0.08488521352410316,0.08474111557006836,2.0,
1730278348.672424,hc-sj-ucq,50,1730278283.804208,2.649298597194389,0.5,6,500,445,False,0,x86_64,106,4,0.190689442679286,0,445,0.08296218514442444,0.08281803131103516,2.0,,0.1931845135986805,0,445,0.08710861019790173,0.08696770668029785,2.0,
1730278349.416057,hc-sj-ucq,50,1730278283.804208,2.6603206412825653,0.5,6,500,457,False,0,x86_64,111,4,0.19522836059331894,0,457,0.08206397481262684,0.08192038536071777,2.0,,0.1971514541655779,0,457,0.08875548839569092,0.08860898017883301,2.0,
1730278350.165389,hc-sj-ucq,50,1730278283.804208,2.6713426853707416,0.5,6,500,469,False,0,x86_64,115,4,0.1988474689424038,0,469,0.08960448019206524,0.08946561813354492,2.0,,0.2005994487553835,0,469,0.09278498031198978,0.09264206886291504,2.0,
1730278350.934163,hc-sj-ucq,50,1730278283.804208,2.682364729458918,0.5,6,500,481,False,0,x86_64,118,4,0.2027650736272335,0,481,0.11015931516885757,0.11000561714172363,2.0,,0.20395917259156704,0,481,0.10695996880531311,0.10680389404296875,2.0,
1730278351.759321,hc-sj-ucq,50,1730278283.804208,2.693386773547094,0.5,6,500,493,False,0,x86_64,125,4,0.2065059132874012,0,493,0.12331529334187508,0.12318110466003418,2.0,,0.20801066048443317,0,493,0.10059941746294498,0.1004629135131836,2.0,
1730278352.626554,hc-sj-ucq,50,1730278283.804208,2.7044088176352705,0.5,6,500,506,False,0,x86_64,126,4,0.2093179952353239,0,506,0.13054364547133446,0.13039350509643555,2.0,,0.21146415546536446,0,506,0.1326147522777319,0.13246798515319824,2.0,
1730278353.531194,hc-sj-ucq,50,1730278283.804208,2.715430861723447,0.5,6,500,519,False,0,x86_64,134,4,0.2138951439410448,0,519,0.1353969555348158,0.1352529525756836,2.0,,0.2156478799879551,0,519,0.15775972418487072,0.15761160850524902,2.0,
1730278354.483323,hc-sj-ucq,50,1730278283.804208,2.7264529058116236,0.5,6,500,532,False,0,x86_64,141,4,0.21917533315718174,0,532,0.17740602977573872,0.17725467681884766,2.0,,0.2211085520684719,0,532,0.20215260796248913,0.20200085639953613,2.0,
1730278355.568834,hc-sj-ucq,50,1730278283.804208,2.7374749498998,0.5,6,500,546,False,0,x86_64,145,4,0.2222404796630144,0,546,0.3383563030511141,0.33820176124572754,2.0,,0.22441216185688972,0,546,0.2621331475675106,0.2619893550872803,2.0,
1730278356.868183,hc-sj-ucq,50,1730278283.804208,2.748496993987976,0.5,6,500,560,False,0,x86_64,151,4,0.22662878036499023,0,560,0.1571846827864647,0.15703606605529785,2.0,,0.22963065654039383,0,560,0.3290432393550873,0.32889366149902344,2.0,
1730278358.074893,hc-sj-ucq,50,1730278283.804208,2.7595190380761525,0.5,6,500,574,False,0,x86_64,154,4,0.23005752637982368,0,574,0.15855054557323456,0.1584184169769287,2.0,,0.23254953883588314,0,574,0.14909965358674526,0.1489579677581787,2.0,
1730278359.151015,hc-sj-ucq,50,1730278283.804208,2.770541082164329,0.5,6,500,589,False,0,x86_64,164,4,0.23495522886514664,0,589,0.22086770087480545,0.22072887420654297,2.0,,0.23829370737075806,0,589,0.1809635292738676,0.18082332611083984,2.0,
1730278360.297138,hc-sj-ucq,50,1730278283.804208,2.781563126252505,0.5,6,500,604,False,0,x86_64,176,4,0.24105679616332054,0,603,0.13638722710311413,0.13623523712158203,3.0,,0.24325988814234734,0,603,0.1728791445493698,0.1727299690246582,3.0,
1730278361.355197,hc-sj-ucq,50,1730278283.804208,2.7925851703406814,0.5,6,500,620,False,0,x86_64,184,4,0.24626303277909756,0,619,0.14333928748965263,0.1431896686553955,2.0,,0.2487670835107565,0,619,0.13863430730998516,0.13849139213562012,2.0,
1730278362.390979,hc-sj-ucq,50,1730278283.804208,2.8036072144288577,0.5,6,500,636,False,0,x86_64,195,4,0.2514521051198244,0,635,0.1427524909377098,0.1426100730895996,2.0,,0.25370051711797714,0,635,0.15811322629451752,0.1579594612121582,2.0,
1730278363.462054,hc-sj-ucq,50,1730278283.804208,2.814629258517034,0.5,6,500,652,False,0,x86_64,201,4,0.2568822540342808,0,651,0.13141628541052341,0.1312716007232666,2.0,,0.2805798761546612,0,651,0.32425829768180847,0.3241398334503174,2.0,
1730278364.786051,hc-sj-ucq,50,1730278283.804208,2.8256513026052104,0.5,6,500,669,False,0,x86_64,207,4,0.2610785961151123,0,668,0.5048835836350918,0.5047314167022705,3.0,,0.26448447071015835,0,668,0.3194683827459812,0.31931328773498535,3.0,
1730278366.578544,hc-sj-ucq,50,1730278283.804208,2.836673346693387,0.5,6,500,686,False,0,x86_64,222,4,0.26810756511986256,0,684,0.30579338036477566,0.30563902854919434,3.0,,0.2705662176012993,0,684,0.4732002839446068,0.4730503559112549,3.0,
1730278368.261572,hc-sj-ucq,50,1730278283.804208,2.8476953907815634,0.5,6,500,704,False,0,x86_64,231,4,0.2711731232702732,0,701,0.1696949563920498,0.16954803466796875,3.0,,0.2757206577807665,0,701,0.22009559534490108,0.21994614601135254,3.0,
1730278369.480228,hc-sj-ucq,50,1730278283.804208,2.8587174348697397,0.5,6,500,722,False,0,x86_64,249,4,0.2801808398216963,0,719,0.12432153150439262,0.1241617202758789,3.0,,0.28294425643980503,0,719,0.1233996357768774,0.12324237823486328,3.0,
1730278370.58505,hc-sj-ucq,50,1730278283.804208,2.869739478957916,0.5,6,500,740,False,0,x86_64,261,4,0.3074351195245981,0,737,0.12151128426194191,0.12137985229492188,3.0,,0.28914739564061165,0,737,0.12229062803089619,0.12214207649230957,3.0,
1730278371.698364,hc-sj-ucq,50,1730278283.804208,2.8807615230460923,0.5,6,500,759,False,0,x86_64,274,4,0.2936750575900078,0,756,0.11868202313780785,0.11853718757629395,3.0,,0.29617237485945225,0,756,0.12496975809335709,0.12481355667114258,3.0,
1730278372.803844,hc-sj-ucq,50,1730278283.804208,2.8917835671342687,0.5,6,500,779,False,0,x86_64,281,4,0.30063770711421967,0,776,0.1533511932939291,0.15320372581481934,3.0,,0.30143796652555466,0,776,0.1293591447174549,0.12920904159545898,3.0,
1730278373.972776,hc-sj-ucq,50,1730278283.804208,2.902805611222445,0.5,6,500,799,False,0,x86_64,295,4,0.3070513289421797,0,796,0.16461573727428913,0.16448211669921875,3.0,,0.31054100953042507,0,796,0.23099028877913952,0.23087191581726074,3.0,
1730278375.297615,hc-sj-ucq,50,1730278283.804208,2.9138276553106213,0.5,6,500,820,False,0,x86_64,307,4,0.3141302838921547,0,817,0.38054003939032555,0.3803882598876953,4.0,,0.3155183382332325,0,817,0.3124164454638958,0.31227660179138184,4.0,
1730278376.974334,hc-sj-ucq,50,1730278283.804208,2.9248496993987976,0.5,6,500,841,False,0,x86_64,326,4,0.32129797525703907,0,838,0.6757625825703144,0.6756086349487305,4.0,,0.3254672884941101,0,838,0.39005110412836075,0.389904260635376,4.0,
1730278379.089235,hc-sj-ucq,50,1730278283.804208,2.935871743486974,0.5,6,500,862,False,0,x86_64,340,5,0.3304537683725357,0,859,0.17053904384374619,0.17038249969482422,5.0,,0.32765013352036476,0,859,0.44245753437280655,0.4422914981842041,5.0,
1730278380.766603,hc-sj-ucq,50,1730278283.804208,2.9468937875751506,0.5,6,500,884,False,0,x86_64,355,5,0.3368034288287163,0,881,0.17670462280511856,0.17656803131103516,5.0,,0.33974274806678295,0,881,0.3074676562100649,0.3073122501373291,5.0,
1730278382.370542,hc-sj-ucq,50,1730278283.804208,2.957915831663327,0.5,6,500,907,False,0,x86_64,374,5,0.345886018127203,0,904,0.1747312918305397,0.17457151412963867,5.0,,0.3441022001206875,0,904,0.18759472109377384,0.1874251365661621,5.0,
1730278383.766771,hc-sj-ucq,50,1730278283.804208,2.9689378757515033,0.5,6,500,930,False,0,x86_64,392,5,0.35671946220099926,0,927,0.153765719383955,0.15361881256103516,5.0,,0.35616316832602024,0,927,0.17001772299408913,0.16986799240112305,5.0,
1730278385.145059,hc-sj-ucq,50,1730278283.804208,2.9799599198396796,0.5,6,500,954,False,0,x86_64,410,5,0.3636656627058983,0,951,0.16330937668681145,0.1631767749786377,5.0,,0.3655736241489649,0,951,0.14246715232729912,0.1423184871673584,5.0,
1730278386.53609,hc-sj-ucq,50,1730278283.804208,2.990981963927856,0.5,6,500,979,False,0,x86_64,430,5,0.3722365628927946,0,976,0.16934087127447128,0.16919755935668945,5.0,,0.3742834199219942,0,976,0.16248666122555733,0.16232538223266602,5.0,
1730278387.965003,hc-sj-ucq,50,1730278283.804208,3.002004008016032,0.5,6,500,1004,False,0,x86_64,441,5,0.38042357563972473,0,1001,0.15257305279374123,0.15242576599121094,5.0,,0.3834874238818884,0,1001,0.15576530620455742,0.15561199188232422,5.0,
1730278389.385028,hc-sj-ucq,50,1730278283.804208,3.0130260521042085,0.5,6,500,1030,False,0,x86_64,466,5,0.39181733690202236,0,1027,0.1637435257434845,0.16361594200134277,5.0,,0.39174008928239346,0,1027,0.16609005071222782,0.16594219207763672,5.0,
1730278390.876064,hc-sj-ucq,50,1730278283.804208,3.024048096192385,0.5,6,500,1056,False,0,x86_64,499,5,0.4018493201583624,0,1053,0.1937774308025837,0.1936190128326416,5.0,,0.404925137758255,0,1053,0.18338419683277607,0.18323111534118652,5.0,
1730278392.450489,hc-sj-ucq,50,1730278283.804208,3.035070140280561,0.5,6,500,1084,False,0,x86_64,531,5,0.4157259203493595,0,1081,0.1974241267889738,0.19726920127868652,5.0,,0.4173942282795906,0,1081,0.21309715323150158,0.212965726852417,5.0,
1730278394.146437,hc-sj-ucq,50,1730278283.804208,3.0460921843687374,0.5,6,500,1111,False,0,x86_64,559,5,0.42607102543115616,0,1107,0.18547357991337776,0.1853041648864746,5.0,,0.4283867422491312,0,1107,0.16764441318809986,0.1674957275390625,5.0,
1730278395.828747,hc-sj-ucq,50,1730278283.804208,3.057114228456914,0.5,6,500,1140,False,0,x86_64,575,5,0.4363091718405485,0,1135,0.20734276436269283,0.20718145370483398,5.0,,0.43734557181596756,0,1135,0.17946769297122955,0.1793065071105957,5.0,
1730278397.483231,hc-sj-ucq,50,1730278283.804208,3.0681362725450905,0.5,6,500,1169,False,0,x86_64,605,5,0.4478210508823395,0,1164,0.19235310330986977,0.19221830368041992,5.0,,0.44970851205289364,0,1164,0.18022343888878822,0.1800682544708252,5.0,
1730278399.180463,hc-sj-ucq,50,1730278283.804208,3.079158316633267,0.5,6,500,1199,False,0,x86_64,637,5,0.45993036963045597,0,1194,0.1985128428786993,0.19835591316223145,5.0,,0.4624372534453869,0,1194,0.19065021723508835,0.19051027297973633,5.0,
1730278400.908796,hc-sj-ucq,50,1730278283.804208,3.090180360721443,0.5,6,500,1230,False,0,x86_64,665,5,0.47198682464659214,0,1225,0.20375030487775803,0.20360970497131348,5.0,,0.49671925604343414,0,1225,0.2023408655077219,0.2022080421447754,5.0,
1730278402.712033,hc-sj-ucq,50,1730278283.804208,3.1012024048096194,0.5,6,500,1262,False,0,x86_64,694,5,0.48193089105188847,0,1257,0.19537507556378841,0.19523215293884277,5.0,,0.4834703207015991,0,1257,0.21149043180048466,0.21134114265441895,5.0,
1730278404.516366,hc-sj-ucq,50,1730278283.804208,3.1122244488977957,0.5,6,500,1294,False,0,x86_64,728,5,0.49362482130527496,0,1289,0.22735999152064323,0.22721266746520996,5.0,,0.49634200148284435,0,1289,0.5071618799120188,0.5070357322692871,5.0,
1730278406.900935,hc-sj-ucq,50,1730278283.804208,3.123246492985972,0.5,6,500,1328,False,0,x86_64,765,5,0.5099600162357092,0,1323,0.7901501096785069,0.7900044918060303,5.0,,0.5094756539911032,0,1323,0.26840098574757576,0.26825714111328125,5.0,
1730278409.699175,hc-sj-ucq,50,1730278283.804208,3.1342685370741483,0.5,6,500,1362,False,0,x86_64,812,5,0.527860976755619,0,1356,0.2355408575385809,0.23539209365844727,5.0,,0.5302370116114616,0,1356,0.2889795918017626,0.28885602951049805,5.0,
1730278411.796287,hc-sj-ucq,50,1730278283.804208,3.1452905811623246,0.5,6,500,1397,False,0,x86_64,842,5,0.5418767556548119,0,1390,0.29280304722487926,0.292651891708374,5.0,,0.5429210513830185,0,1390,0.24296186305582523,0.24281787872314453,5.0,
1730278413.930678,hc-sj-ucq,50,1730278283.804208,3.156312625250501,0.5,6,500,1433,False,0,x86_64,882,5,0.5566237308084965,0,1425,0.2632024958729744,0.2630739212036133,5.0,,0.5587640181183815,0,1425,0.24705244041979313,0.24690604209899902,5.0,
1730278416.103309,hc-sj-ucq,50,1730278283.804208,3.1673346693386777,0.5,6,500,1470,False,0,x86_64,924,5,0.573157612234354,0,1462,0.2502056863158941,0.25005674362182617,5.0,,0.5750257112085819,0,1462,0.265852902084589,0.2656993865966797,5.0,
1730278418.292441,hc-sj-ucq,50,1730278283.804208,3.178356713426854,0.5,6,500,1507,False,0,x86_64,977,5,0.5904479306191206,0,1498,0.3842089381068945,0.38407230377197266,5.0,,0.5876507721841335,0,1498,0.29082639515399933,0.29067063331604004,5.0,
1730278420.695604,hc-sj-ucq,50,1730278283.804208,3.1893787575150303,0.5,6,500,1546,False,0,x86_64,1025,5,0.6068647876381874,0,1536,0.2463221698999405,0.24617528915405273,5.0,,0.6100701354444027,0,1536,0.2417321428656578,0.24161481857299805,5.0,
1730278422.973462,hc-sj-ucq,50,1730278283.804208,3.2004008016032066,0.5,6,500,1586,False,0,x86_64,1065,5,0.6222683042287827,0,1575,0.252894626930356,0.25259876251220703,5.0,,0.6254116799682379,0,1575,0.24278675578534603,0.24262189865112305,5.0,
1730278425.279405,hc-sj-ucq,50,1730278283.804208,3.211422845691383,0.5,6,500,1627,False,0,x86_64,1133,5,0.6437519434839487,0,1615,0.2668271530419588,0.2667105197906494,5.0,,0.6473002824932337,0,1615,0.2672236431390047,0.2670857906341553,5.0,
1730278427.717959,hc-sj-ucq,50,1730278283.804208,3.2224448897795592,0.5,6,500,1668,False,0,x86_64,1178,5,0.6616485398262739,0,1655,0.264210719615221,0.26406359672546387,5.0,,0.661960307508707,0,1655,0.2831426504999399,0.283022403717041,5.0,
1730278430.202577,hc-sj-ucq,50,1730278283.804208,3.2334669338677355,0.5,6,500,1711,False,0,x86_64,1231,5,0.6765223275870085,0,1697,0.28209979087114334,0.2819631099700928,5.0,,0.6816115509718657,0,1697,0.3169304523617029,0.31677842140197754,5.0,
1730278432.758226,hc-sj-ucq,50,1730278283.804208,3.244488977955912,0.5,6,500,1755,False,0,x86_64,1289,5,0.6977496985346079,0,1741,0.2810246478766203,0.28090786933898926,5.0,,0.7017372362315655,0,1741,0.28929598443210125,0.2891566753387451,5.0,
1730278435.360435,hc-sj-ucq,50,1730278283.804208,3.255511022044088,0.5,6,500,1800,False,0,x86_64,1359,5,0.7106860280036926,0,1785,0.3007345627993345,0.3006002902984619,5.0,,0.7200047224760056,0,1785,0.3175393957644701,0.3173835277557373,5.0,
1730278438.068046,hc-sj-ucq,50,1730278283.804208,3.2665330661322645,0.5,6,500,1847,False,0,x86_64,1420,5,0.7455078028142452,0,1831,0.3059974294155836,0.30585694313049316,5.0,,0.7482434250414371,0,1831,0.29809650406241417,0.29794740676879883,5.0,
1730278440.841444,hc-sj-ucq,50,1730278283.804208,3.277555110220441,0.5,6,500,1894,False,0,x86_64,1501,5,0.7733409591019154,0,1875,0.41658506728708744,0.4164433479309082,5.0,,0.7601940035820007,0,1875,0.32135843485593796,0.32122206687927246,5.0,
1730278443.811071,hc-sj-ucq,50,1730278283.804208,3.2885771543086175,0.5,6,500,1943,False,0,x86_64,1584,5,0.7775906678289175,0,1923,0.3661161754280329,0.36594080924987793,5.0,,0.7852885723114014,0,1923,0.33124488592147827,0.3310725688934326,5.0,
1730278446.758926,hc-sj-ucq,50,1730278283.804208,3.299599198396794,0.5,6,500,1993,False,0,x86_64,1660,5,0.8046323489397764,0,1973,0.3551465757191181,0.3549995422363281,5.0,,0.8098037000745535,0,1973,0.34610557556152344,0.3459279537200928,5.0,
1730278449.818496,hc-sj-ucq,50,1730278283.804208,3.31062124248497,0.5,6,500,2044,False,0,x86_64,1741,5,0.8243256751447916,0,2021,0.4085773341357708,0.4084508419036865,5.0,,0.8319136034697294,0,2021,0.3542724922299385,0.35411834716796875,5.0,
1730278452.995105,hc-sj-ucq,50,1730278283.804208,3.3216432865731464,0.5,6,500,2097,False,0,x86_64,1828,5,0.8568873684853315,0,2073,0.3956545926630497,0.395510196685791,5.0,,0.8564332835376263,0,2073,0.44617082737386227,0.4460151195526123,5.0,
1730278456.330013,hc-sj-ucq,50,1730278283.804208,3.3326653306613228,0.5,6,500,2151,False,0,x86_64,1929,5,0.8820679895579815,0,2127,0.419410590082407,0.4192819595336914,5.0,,0.884428221732378,0,2127,0.37510028667747974,0.374955415725708,5.0,
1730278459.708281,hc-sj-ucq,50,1730278283.804208,3.343687374749499,0.5,6,500,2206,False,0,x86_64,2027,5,0.9140665270388126,0,2182,0.3812914453446865,0.38116979598999023,5.0,,0.9158823676407337,0,2182,0.40933757834136486,0.40918779373168945,5.0,
1730278463.151565,hc-sj-ucq,50,1730278283.804208,3.3547094188376754,0.5,6,500,2263,False,0,x86_64,2120,5,0.9430567547678947,0,2238,0.43494677543640137,0.43480420112609863,5.0,,0.9423348419368267,0,2238,1.0197500325739384,1.0196070671081543,5.0,
1730278467.479127,hc-sj-ucq,50,1730278283.804208,3.3657314629258517,0.5,6,500,2321,False,0,x86_64,2240,5,0.9773400072008371,0,2295,0.7786659318953753,0.7785344123840332,5.0,,0.9791947081685066,0,2295,0.41237429343163967,0.41222357749938965,5.0,
1730278471.705351,hc-sj-ucq,50,1730278283.804208,3.3767535070140284,0.5,6,500,2380,False,0,x86_64,2347,5,1.0065215155482292,0,2351,0.4220832381397486,0.42195796966552734,5.0,,1.013248648494482,0,2351,0.4363784547895193,0.4362308979034424,5.0,
1730278475.467836,hc-sj-ucq,50,1730278283.804208,3.3877755511022047,0.5,6,500,2442,False,0,x86_64,2468,5,1.0637674126774073,0,2412,0.4500174783170223,0.449892520904541,5.0,,1.0452379696071148,0,2412,0.4777109958231449,0.47754931449890137,5.0,
1730278479.381429,hc-sj-ucq,50,1730278283.804208,3.398797595190381,0.5,6,500,2504,False,0,x86_64,2602,5,1.0746373422443867,0,2474,0.4568476006388664,0.45673298835754395,5.0,,1.0810455232858658,0,2474,0.4759195316582918,0.4757697582244873,5.0,
1730278483.432859,hc-sj-ucq,50,1730278283.804208,3.4098196392785574,0.5,6,500,2569,False,0,x86_64,2751,5,1.1168888472020626,0,2537,0.48903012834489346,0.4888875484466553,5.0,,1.1413283422589302,0,2537,0.48079470731317997,0.4806704521179199,5.0,
1730278487.61435,hc-sj-ucq,50,1730278283.804208,3.4208416833667337,0.5,6,500,2635,False,0,x86_64,2894,5,1.1579426936805248,0,2603,0.4848196990787983,0.4846961498260498,5.0,,1.1599476393312216,0,2603,0.5053262617439032,0.5051891803741455,5.0,
1730278491.923081,hc-sj-ucq,50,1730278283.804208,3.43186372745491,0.5,6,500,2703,False,0,x86_64,3068,5,1.2008667401969433,0,2671,0.5377154033631086,0.537600040435791,5.0,,1.2056920249015093,0,2671,0.5250047910958529,0.5248794555664062,5.0,
1730278496.458584,hc-sj-ucq,50,1730278283.804208,3.4428857715430863,0.5,6,500,2772,False,0,x86_64,3221,5,1.273151433095336,0,2739,0.5355835575610399,0.5354344844818115,5.0,,1.3151989448815584,0,2739,0.5532948970794678,0.5531806945800781,5.0,
1730278501.197201,hc-sj-ucq,50,1730278283.804208,3.4539078156312626,0.5,6,500,2843,False,0,x86_64,3352,5,1.3114330619573593,0,2806,0.56655109860003,0.5664191246032715,5.0,,1.3164729233831167,0,2806,1.3047662824392319,1.304642915725708,5.0,
1730278506.858006,hc-sj-ucq,50,1730278283.804208,3.464929859719439,0.5,6,500,2916,False,0,x86_64,3523,5,1.359226606786251,0,2876,0.6927684005349874,0.6926286220550537,5.0,,1.3896283376961946,0,2876,0.7288497537374496,0.7287235260009766,5.0,
1730278512.236907,hc-sj-ucq,50,1730278283.804208,3.475951903807615,0.5,6,500,2991,False,0,x86_64,3690,5,1.4071943275630474,0,2951,0.6645288877189159,0.6643993854522705,5.0,,1.4097524341195822,0,2951,0.6124083045870066,0.6122713088989258,5.0,
1730278517.600963,hc-sj-ucq,50,1730278283.804208,3.486973947895792,0.5,6,500,3068,False,0,x86_64,3885,5,1.4571176059544086,0,3026,0.7064294219017029,0.7063088417053223,5.0,,1.462751490995288,0,3026,0.6927074156701565,0.6925430297851562,5.0,
1730278523.168015,hc-sj-ucq,50,1730278283.804208,3.4979959919839683,0.5,6,500,3147,False,0,x86_64,4124,5,1.5503065418452024,0,3105,0.7238284088671207,0.7237024307250977,5.0,,1.52376071177423,0,3105,0.7291964516043663,0.729072093963623,5.0,
1730278529.006167,hc-sj-ucq,50,1730278283.804208,3.5090180360721446,0.5,6,500,3228,False,0,x86_64,4357,5,1.5843579042702913,0,3185,0.7338482290506363,0.7337255477905273,5.0,,1.5808549653738737,0,3185,0.726548109203577,0.7264316082000732,5.0,
1730278535.01104,hc-sj-ucq,50,1730278283.804208,3.520040080160321,0.5,6,500,3311,False,0,x86_64,4589,5,1.6400044281035662,0,3267,0.7288543730974197,0.7287371158599854,5.0,,1.6465078126639128,0,3267,0.8221199531108141,0.8219914436340332,5.0,
1730278541.262199,hc-sj-ucq,50,1730278283.804208,3.531062124248497,0.5,6,500,3396,False,0,x86_64,4845,5,1.7044559121131897,0,3350,1.0304776411503553,1.030336856842041,5.0,,1.7056138087064028,0,3350,0.7964337971061468,0.7963037490844727,5.0,
1730278547.966223,hc-sj-ucq,50,1730278283.804208,3.5420841683366735,0.5,6,500,3484,False,0,x86_64,5075,5,1.7691093608736992,0,3435,0.9771130904555321,0.9769876003265381,5.0,,1.7732266243547201,0,3435,0.7925717402249575,0.7924463748931885,5.0,
1730278554.804012,hc-sj-ucq,50,1730278283.804208,3.55310621242485,0.5,6,500,3573,False,0,x86_64,5348,5,1.8337752856314182,0,3524,0.9825566671788692,0.982428789138794,5.0,,1.8409049082547426,0,3524,0.842873714864254,0.842749834060669,5.0,
1730278561.876929,hc-sj-ucq,50,1730278283.804208,3.564128256513026,0.5,6,500,3665,False,0,x86_64,5614,5,1.9016943406313658,0,3613,1.2493334002792835,1.2492196559906006,5.0,,1.893780816346407,0,3613,0.8618230894207954,0.8616724014282227,5.0,
1730278569.383308,hc-sj-ucq,50,1730278283.804208,3.5751503006012024,0.5,6,500,3759,False,0,x86_64,5902,5,1.9701489713042974,0,3704,1.0641441848129034,1.0640192031860352,5.0,,1.9827569648623466,0,3704,0.904174167662859,0.9040377140045166,5.0,
1730278576.972421,hc-sj-ucq,50,1730278283.804208,3.5861723446893787,0.5,6,500,3856,False,0,x86_64,6242,5,2.0636693611741066,0,3797,0.945822037756443,0.9456994533538818,5.0,,2.086914611980319,0,3797,0.9371795728802681,0.9370381832122803,5.0,
1730278584.696761,hc-sj-ucq,50,1730278283.804208,3.5971943887775555,0.5,6,500,3955,False,0,x86_64,6542,5,2.1262473929673433,0,3891,0.9833685047924519,0.9832468032836914,5.0,,2.148399781435728,0,3891,1.0296951904892921,1.0295546054840088,5.0,
1730278592.802483,hc-sj-ucq,50,1730278283.804208,3.608216432865732,0.5,6,500,4057,False,0,x86_64,6868,5,2.2138880956918,0,3987,1.0003431886434555,1.00022292137146,5.0,,2.212619371712208,0,3987,1.0542223565280437,1.0541019439697266,5.0,
1730278601.150948,hc-sj-ucq,50,1730278283.804208,3.619238476953908,0.5,6,500,4161,False,0,x86_64,7207,5,2.321153961122036,0,4089,1.0235989466309547,1.0234699249267578,5.0,,2.2981668822467327,0,4089,1.0587998554110527,1.0586705207824707,5.0,
1730278609.773534,hc-sj-ucq,50,1730278283.804208,3.6302605210420844,0.5,6,500,4268,False,0,x86_64,7576,5,2.385456405580044,0,4192,1.084282161667943,1.0841641426086426,5.0,,2.4173419512808323,0,4192,1.1002286169677973,1.1001088619232178,5.0,
1730278618.728168,hc-sj-ucq,50,1730278283.804208,3.6412825651302607,0.5,6,500,4378,False,0,x86_64,7976,5,2.4783106725662947,0,4298,1.3378648404031992,1.3377325534820557,5.0,,2.4777556527405977,0,4298,1.137569423764944,1.1374311447143555,5.0,
1730278628.188792,hc-sj-ucq,50,1730278283.804208,3.652304609218437,0.5,6,500,4490,False,0,x86_64,8443,5,2.5864813160151243,0,4407,1.1772069279104471,1.1770896911621094,5.0,,2.5857578814029694,0,4407,1.2002877611666918,1.2001628875732422,5.0,
1730278637.869187,hc-sj-ucq,50,1730278283.804208,3.6633266533066133,0.5,6,500,4606,False,0,x86_64,8859,5,2.6812432445585728,0,4519,1.5389308631420135,1.5388059616088867,6.0,,2.6861973386257887,0,4519,1.2394300308078527,1.2393012046813965,6.0,
1730278648.259072,hc-sj-ucq,50,1730278283.804208,3.6743486973947896,0.5,6,500,4724,False,0,x86_64,9277,5,2.7701118886470795,0,4632,1.5894508361816406,1.5893371105194092,5.0,,2.7852931562811136,0,4632,1.2845676112920046,1.2844452857971191,5.0,
1730278659.013791,hc-sj-ucq,50,1730278283.804208,3.685370741482966,0.5,6,500,4845,False,0,x86_64,9731,5,2.8809068091213703,0,4750,1.6547119356691837,1.6545805931091309,5.0,,2.912733692675829,0,4750,1.3432149030268192,1.3430883884429932,5.0,
1730278670.1231,hc-sj-ucq,50,1730278283.804208,3.6963927855711423,0.5,6,500,4970,False,0,x86_64,10228,5,2.98984108120203,0,4872,1.7031019814312458,1.702986240386963,5.0,,3.009018547832966,0,4872,1.6063625942915678,1.606248140335083,5.0,
1730278681.896122,hc-sj-ucq,50,1730278283.804208,3.707414829659319,0.5,6,500,5098,False,0,x86_64,10767,5,3.172667533159256,0,4995,1.640034155920148,1.6399104595184326,5.0,,3.139142505824566,0,4995,1.5417733453214169,1.5416579246520996,5.0,
1730278694.007269,hc-sj-ucq,50,1730278283.804208,3.7184368737474953,0.5,6,500,5229,False,0,x86_64,11298,5,3.2421902995556593,0,5120,1.6211215760558844,1.6210026741027832,5.0,,3.2139460761100054,0,5120,1.8676474131643772,1.867525577545166,5.0,
1730278706.743315,hc-sj-ucq,50,1730278283.804208,3.7294589178356716,0.5,6,500,5363,False,0,x86_64,11859,5,3.325480630621314,0,5249,1.9276584796607494,1.9275212287902832,5.0,,3.3578651063144207,0,5249,1.5798802841454744,1.579740285873413,5.0,
1730278719.700319,hc-sj-ucq,50,1730278283.804208,3.740480961923848,0.5,6,500,5501,False,0,x86_64,12466,5,3.4783909115940332,0,5382,1.9503698758780956,1.9502546787261963,5.0,,3.495544822886586,0,5382,1.662285203114152,1.6621627807617188,5.0,
