instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,adpk,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error
1730278298.234816,hc-sj-ucq,50,1730278283.804208,1.624248496993988,0.5,6,500,42,False,0,x86_64,3,0,0.07692791521549225,0,42,0.07298661209642887,0.07285332679748535,0.0,,0.0786132887005806,0,42,0.06393885985016823,0.06380963325500488,0.0,
1730278298.631521,hc-sj-ucq,50,1730278283.804208,1.6352705410821644,0.5,6,500,43,False,0,x86_64,3,0,0.07814374007284641,0,43,0.063153225928545,0.06302452087402344,0.0,,0.08030767366290092,0,43,0.06030338443815708,0.06017565727233887,0.0,
1730278299.013114,hc-sj-ucq,50,1730278283.804208,1.6462925851703407,0.5,6,500,44,False,0,x86_64,3,0,0.07758232392370701,0,44,0.0775123480707407,0.07738637924194336,0.0,,0.07927843183279037,0,44,0.08942257612943649,0.08929872512817383,0.0,
1730278299.430131,hc-sj-ucq,50,1730278283.804208,1.657314629258517,0.5,6,500,45,False,0,x86_64,3,0,0.0780579000711441,0,45,0.07812932319939137,0.07798433303833008,0.0,,0.08003743179142475,0,45,0.06511043943464756,0.0649728775024414,0.0,
1730278299.811552,hc-sj-ucq,50,1730278283.804208,1.6683366733466936,0.5,6,500,46,False,0,x86_64,3,0,0.07852449268102646,0,46,0.06187176890671253,0.06173849105834961,0.0,,0.08095182292163372,0,46,0.05761847458779812,0.057492733001708984,0.0,
1730278300.186561,hc-sj-ucq,50,1730278283.804208,1.6793587174348699,0.5,6,500,47,False,0,x86_64,3,0,0.07805761322379112,0,47,0.06897871568799019,0.06884241104125977,0.0,,0.08087738044559956,0,47,0.07201685570180416,0.07188963890075684,0.0,
1730278300.58443,hc-sj-ucq,50,1730278283.804208,1.6903807615230462,0.5,6,500,49,False,0,x86_64,3,0,0.0787831973284483,0,49,0.07244087383151054,0.07230162620544434,0.0,,0.08103230223059654,0,49,0.06603396497666836,0.06589937210083008,0.0,
1730278300.977783,hc-sj-ucq,50,1730278283.804208,1.7014028056112225,0.5,6,500,50,False,0,x86_64,3,0,0.07795538753271103,0,50,0.0872217733412981,0.08709168434143066,0.0,,0.08203810453414917,0,50,0.09603254869580269,0.09589862823486328,0.0,
1730278301.412737,hc-sj-ucq,50,1730278283.804208,1.7124248496993988,0.5,6,500,51,False,0,x86_64,3,0,0.07889064028859138,0,51,0.07561696320772171,0.07547831535339355,0.0,,0.08167912065982819,0,51,0.07723121903836727,0.07709860801696777,0.0,
1730278301.830301,hc-sj-ucq,50,1730278283.804208,1.7234468937875753,0.5,6,500,52,False,0,x86_64,3,0,0.07865982130169868,0,52,0.05508393794298172,0.054959774017333984,0.0,,0.08268415182828903,0,52,0.06813912652432919,0.06800365447998047,0.0,
1730278302.202944,hc-sj-ucq,50,1730278283.804208,1.7344689378757516,0.5,6,500,54,False,0,x86_64,3,0,0.07980882003903389,0,54,0.04685016721487045,0.046712636947631836,0.0,,0.08253753930330276,0,54,0.05779166333377361,0.05766582489013672,0.0,
1730278302.559798,hc-sj-ucq,50,1730278283.804208,1.745490981963928,0.5,6,500,55,False,0,x86_64,3,0,0.07982219383120537,0,55,0.05028896406292915,0.050156354904174805,0.0,,0.08209297433495522,0,55,0.06957907788455486,0.06945037841796875,0.0,
1730278302.936958,hc-sj-ucq,50,1730278283.804208,1.7565130260521042,0.5,6,500,57,False,0,x86_64,3,0,0.07911491952836514,0,57,0.08613787405192852,0.08600616455078125,0.0,,0.08199561573565006,0,57,0.06724104844033718,0.06711769104003906,0.0,
1730278303.352129,hc-sj-ucq,50,1730278283.804208,1.7675350701402806,0.5,6,500,58,False,0,x86_64,3,0,0.08129409700632095,0,58,0.08657137677073479,0.08641958236694336,0.0,,0.08238359540700912,0,58,0.07754337228834629,0.07741475105285645,0.0,
1730278303.764963,hc-sj-ucq,50,1730278283.804208,1.778557114228457,0.5,6,500,60,False,0,x86_64,4,0,0.08162037283182144,0,60,0.08387693949043751,0.08372378349304199,0.0,,0.08405388332903385,0,60,0.06363389268517494,0.06350064277648926,0.0,
1730278304.167936,hc-sj-ucq,50,1730278283.804208,1.7895791583166334,0.5,6,500,61,False,0,x86_64,4,0,0.0818629153072834,0,61,0.09502073377370834,0.09488701820373535,0.0,,0.08349513076245785,0,61,0.05696890316903591,0.056850433349609375,0.0,
1730278304.572281,hc-sj-ucq,50,1730278283.804208,1.8006012024048097,0.5,6,500,63,False,0,x86_64,4,0,0.08354444056749344,0,63,0.0739608183503151,0.07381510734558105,0.0,,0.08569145388901234,0,63,0.05922996066510677,0.05908966064453125,0.0,
1730278304.965945,hc-sj-ucq,50,1730278283.804208,1.811623246492986,0.5,6,500,64,False,0,x86_64,4,0,0.08337937295436859,0,64,0.06017631106078625,0.06003928184509277,0.0,,0.0857952106744051,0,64,0.07681357301771641,0.07668280601501465,0.0,
1730278305.360884,hc-sj-ucq,50,1730278283.804208,1.8226452905811623,0.5,6,500,66,False,0,x86_64,4,0,0.08431155607104301,0,66,0.06075995974242687,0.06061267852783203,0.0,,0.08383352309465408,0,66,0.05612991191446781,0.055999040603637695,0.0,
1730278305.737424,hc-sj-ucq,50,1730278283.804208,1.8336673346693388,0.5,6,500,68,False,0,x86_64,4,0,0.0844457857310772,0,68,0.05824660323560238,0.05809974670410156,0.0,,0.08677126094698906,0,68,0.06180904246866703,0.061675071716308594,0.0,
1730278306.137554,hc-sj-ucq,50,1730278283.804208,1.8446893787575152,0.5,6,500,69,False,0,x86_64,4,0,0.08339175581932068,0,69,0.059574320912361145,0.05943799018859863,0.0,,0.08628368005156517,0,69,0.06718670949339867,0.0670309066772461,0.0,
1730278306.534569,hc-sj-ucq,50,1730278283.804208,1.8557114228456915,0.5,6,500,71,False,0,x86_64,4,0,0.08429107442498207,0,71,0.1029506791383028,0.10280466079711914,0.0,,0.0864659957587719,0,71,0.07723450101912022,0.07710003852844238,0.0,
1730278306.99514,hc-sj-ucq,50,1730278283.804208,1.8667334669338678,0.5,6,500,73,False,0,x86_64,4,0,0.08489634282886982,0,73,0.0991259329020977,0.09898757934570312,0.0,,0.0869925506412983,0,73,0.09532694704830647,0.09518170356750488,0.0,
1730278307.493812,hc-sj-ucq,50,1730278283.804208,1.877755511022044,0.5,6,500,75,False,0,x86_64,4,0,0.08570131286978722,0,75,0.08232478238642216,0.08219170570373535,0.0,,0.08905405178666115,0,75,0.09851119667291641,0.09837865829467773,0.0,
1730278307.953079,hc-sj-ucq,50,1730278283.804208,1.8887775551102206,0.5,6,500,77,False,0,x86_64,4,0,0.08549236133694649,0,77,0.07353740371763706,0.0734095573425293,0.0,,0.08819021470844746,0,77,0.056592538952827454,0.05645751953125,0.0,
1730278308.361565,hc-sj-ucq,50,1730278283.804208,1.899799599198397,0.5,6,500,79,False,0,x86_64,5,0,0.08639683201909065,0,79,0.07101470418274403,0.07088017463684082,0.0,,0.0895785540342331,0,79,0.08159186132252216,0.08146047592163086,0.0,
1730278308.794846,hc-sj-ucq,50,1730278283.804208,1.9108216432865732,0.5,6,500,81,False,0,x86_64,5,0,0.08649791218340397,0,81,0.07530110888183117,0.07515716552734375,0.0,,0.08850550837814808,0,81,0.07454834505915642,0.07441234588623047,0.0,
1730278309.218245,hc-sj-ucq,50,1730278283.804208,1.9218436873747495,0.5,6,500,83,False,0,x86_64,5,0,0.08709627948701382,0,83,0.07691003195941448,0.07677435874938965,0.0,,0.09057549200952053,0,83,0.07249341160058975,0.07236385345458984,0.0,
1730278309.654722,hc-sj-ucq,50,1730278283.804208,1.9328657314629258,0.5,6,500,85,False,0,x86_64,5,0,0.08850469999015331,0,85,0.077792102470994,0.07765698432922363,0.0,,0.09041675552725792,0,85,0.07322733290493488,0.07308363914489746,0.0,
1730278310.101715,hc-sj-ucq,50,1730278283.804208,1.9438877755511024,0.5,6,500,87,False,0,x86_64,5,0,0.08696343190968037,0,87,0.11159774661064148,0.11147069931030273,0.0,,0.09086714871227741,0,87,0.10216847620904446,0.10202646255493164,0.0,
1730278310.63319,hc-sj-ucq,50,1730278283.804208,1.9549098196392787,0.5,6,500,90,False,0,x86_64,5,0,0.08904414810240269,0,90,0.1056353896856308,0.10549139976501465,0.0,,0.09128627553582191,0,90,0.0728890672326088,0.0727531909942627,0.0,
1730278311.097028,hc-sj-ucq,50,1730278283.804208,1.965931863727455,0.5,6,500,92,False,0,x86_64,5,0,0.08963394351303577,0,92,0.069010179489851,0.06887507438659668,0.0,,0.0923867765814066,0,92,0.08479560911655426,0.08466053009033203,0.0,
1730278311.532194,hc-sj-ucq,50,1730278283.804208,1.9769539078156313,0.5,6,500,94,False,0,x86_64,6,0,0.09000510349869728,0,94,0.08967369981110096,0.0895376205444336,0.0,,0.09223921410739422,0,94,0.07534992322325706,0.07521748542785645,0.0,
1730278312.0137,hc-sj-ucq,50,1730278283.804208,1.9879759519038076,0.5,6,500,97,False,0,x86_64,7,0,0.09077252633869648,0,97,0.08404486440122128,0.08389830589294434,0.0,,0.09312514029443264,0,97,0.06844516843557358,0.06829714775085449,0.0,
1730278312.472917,hc-sj-ucq,50,1730278283.804208,1.9989979959919841,0.5,6,500,99,False,0,x86_64,7,0,0.08958466537296772,0,99,0.08218922093510628,0.08205294609069824,0.0,,0.09267764911055565,0,99,0.05764337256550789,0.0575103759765625,0.0,
1730278312.906578,hc-sj-ucq,50,1730278283.804208,2.0100200400801604,0.5,6,500,102,False,0,x86_64,7,0,0.09221215732395649,0,102,0.061794597655534744,0.06165790557861328,0.0,,0.094705143943429,0,102,0.06515302695333958,0.06499958038330078,0.0,
1730278313.327578,hc-sj-ucq,50,1730278283.804208,2.0210420841683367,0.5,6,500,104,False,0,x86_64,7,0,0.09295519441366196,0,104,0.05069551803171635,0.050560712814331055,0.0,,0.09488210827112198,0,104,0.06601401977241039,0.06587576866149902,0.0,
1730278313.730009,hc-sj-ucq,50,1730278283.804208,2.032064128256513,0.5,6,500,107,False,0,x86_64,7,0,0.0941019169986248,0,107,0.06530808471143246,0.06516361236572266,0.0,,0.09536859206855297,0,107,0.07062379829585552,0.07048535346984863,0.0,
1730278314.156825,hc-sj-ucq,50,1730278283.804208,2.0430861723446894,0.5,6,500,110,False,0,x86_64,7,0,0.09554648958146572,0,110,0.06267720088362694,0.06254148483276367,0.0,,0.09648030810058117,0,110,0.07073509693145752,0.07060074806213379,0.0,
1730278314.582927,hc-sj-ucq,50,1730278283.804208,2.0541082164328657,0.5,6,500,113,False,0,x86_64,7,0,0.09570549428462982,0,113,0.06219836138188839,0.062058210372924805,0.0,,0.09694106318056583,0,113,0.06228509917855263,0.062161922454833984,0.0,
1730278314.996011,hc-sj-ucq,50,1730278283.804208,2.065130260521042,0.5,6,500,116,False,0,x86_64,7,0,0.0955435037612915,0,116,0.06268296763300896,0.06253767013549805,0.0,,0.09735113941133022,0,116,0.05618602782487869,0.05605578422546387,0.0,
1730278315.418385,hc-sj-ucq,50,1730278283.804208,2.0761523046092183,0.5,6,500,119,False,0,x86_64,7,0,0.0966517087072134,0,119,0.057713087648153305,0.057570695877075195,0.0,,0.09855872765183449,0,119,0.05075899511575699,0.05062413215637207,0.0,
1730278315.829438,hc-sj-ucq,50,1730278283.804208,2.0871743486973946,0.5,6,500,122,False,0,x86_64,7,0,0.09843691252171993,0,122,0.05668729729950428,0.05655241012573242,0.0,,0.10008224472403526,0,122,0.07198914885520935,0.07185983657836914,0.0,
1730278316.259702,hc-sj-ucq,50,1730278283.804208,2.098196392785571,0.5,6,500,125,False,0,x86_64,7,0,0.09748701192438602,0,125,0.06409217230975628,0.06395721435546875,0.0,,0.10001417249441147,0,125,0.07540539838373661,0.07526612281799316,0.0,
1730278316.727976,hc-sj-ucq,50,1730278283.804208,2.1092184368737477,0.5,6,500,128,False,0,x86_64,10,0,0.09973669610917568,0,128,0.07199186831712723,0.07186412811279297,0.0,,0.10193104855716228,0,128,0.057105548679828644,0.05697441101074219,0.0,
1730278317.178542,hc-sj-ucq,50,1730278283.804208,2.120240480961924,0.5,6,500,131,False,0,x86_64,11,0,0.10013415105640888,0,131,0.057807084172964096,0.057665348052978516,0.0,,0.1020723208785057,0,131,0.061293208971619606,0.06114363670349121,0.0,
1730278317.598622,hc-sj-ucq,50,1730278283.804208,2.1312625250501003,0.5,6,500,135,False,0,x86_64,11,0,0.1010654903948307,0,135,0.1256604641675949,0.12552428245544434,0.0,,0.10369732603430748,0,135,0.06127847544848919,0.06113004684448242,0.0,
1730278318.092823,hc-sj-ucq,50,1730278283.804208,2.1422845691382766,0.5,6,500,138,False,0,x86_64,11,0,0.10154329985380173,0,138,0.0770129282027483,0.07687234878540039,0.0,,0.10395451076328754,0,138,0.05382991209626198,0.05369305610656738,0.0,
1730278318.53092,hc-sj-ucq,50,1730278283.804208,2.153306613226453,0.5,6,500,142,False,0,x86_64,11,0,0.10230059362947941,0,142,0.07522792182862759,0.07507658004760742,0.0,,0.10511408187448978,0,142,0.05943157710134983,0.0592958927154541,0.0,
1730278318.986959,hc-sj-ucq,50,1730278283.804208,2.1643286573146296,0.5,6,500,145,False,0,x86_64,11,0,0.10324900038540363,0,145,0.06630470789968967,0.06617236137390137,0.0,,0.10630333423614502,0,145,0.06988746300339699,0.06975364685058594,0.0,
1730278319.448053,hc-sj-ucq,50,1730278283.804208,2.175350701402806,0.5,6,500,149,False,0,x86_64,12,1,0.10443146340548992,0,149,0.06292454712092876,0.0627896785736084,0.5,,0.10655127838253975,0,149,0.08704471029341221,0.08690690994262695,1.0,
1730278319.928152,hc-sj-ucq,50,1730278283.804208,2.1863727454909823,0.5,6,500,153,False,0,x86_64,13,1,0.10522348061203957,0,153,0.1248884666711092,0.12474179267883301,0.5,,0.10795723460614681,0,153,0.07849368639290333,0.07834482192993164,1.0,
1730278320.461482,hc-sj-ucq,50,1730278283.804208,2.1973947895791586,0.5,6,500,157,False,0,x86_64,13,1,0.10700278542935848,0,157,0.12142145447432995,0.1212770938873291,0.5,,0.10932851023972034,0,157,0.10915591195225716,0.10902094841003418,1.0,
1730278321.033053,hc-sj-ucq,50,1730278283.804208,2.208416833667335,0.5,6,500,161,False,0,x86_64,16,1,0.10704332962632179,0,161,0.09999461472034454,0.09985041618347168,0.5,,0.11051738634705544,0,161,0.08649262227118015,0.08634805679321289,1.0,
1730278321.576192,hc-sj-ucq,50,1730278283.804208,2.219438877755511,0.5,6,500,165,False,0,x86_64,18,1,0.10975511558353901,0,165,0.08258443139493465,0.08244442939758301,0.5,,0.11280051991343498,0,165,0.07962937839329243,0.07949018478393555,1.0,
1730278322.099695,hc-sj-ucq,50,1730278283.804208,2.2304609218436875,0.5,6,500,170,False,0,x86_64,19,1,0.11136370338499546,0,170,0.11317276023328304,0.11302685737609863,0.5,,0.11380769684910774,0,170,0.1216089278459549,0.12145853042602539,1.0,
1730278322.712476,hc-sj-ucq,50,1730278283.804208,2.241482965931864,0.5,6,500,174,False,0,x86_64,19,1,0.1126808151602745,0,174,0.1419067233800888,0.14174842834472656,0.5,,0.11549180001020432,0,174,0.2709668967872858,0.27081775665283203,1.0,
1730278323.58253,hc-sj-ucq,50,1730278283.804208,2.25250501002004,0.5,6,500,178,False,0,x86_64,21,1,0.11406620591878891,0,178,0.4049417208880186,0.40478944778442383,0.5,,0.11591629311442375,0,178,0.5727939866483212,0.5726535320281982,1.0,
1730278325.170802,hc-sj-ucq,50,1730278283.804208,2.2635270541082164,0.5,6,500,183,False,0,x86_64,22,1,0.11462265998125076,0,183,0.5709027275443077,0.5707602500915527,0.5,,0.11554759740829468,0,183,0.4306686036288738,0.43051648139953613,1.0,
1730278326.698585,hc-sj-ucq,50,1730278283.804208,2.2745490981963927,0.5,6,500,188,False,0,x86_64,23,1,0.11551412753760815,0,188,0.09916194342076778,0.09901690483093262,0.5,,0.11745719611644745,0,188,0.09856609813869,0.09842371940612793,1.0,
1730278327.284984,hc-sj-ucq,50,1730278283.804208,2.285571142284569,0.5,6,500,193,False,0,x86_64,23,1,0.11658305674791336,0,193,0.12211646884679794,0.12196731567382812,0.5,,0.11875633522868156,0,193,0.15686924755573273,0.15672612190246582,1.0,
1730278327.954299,hc-sj-ucq,50,1730278283.804208,2.2965931863727453,0.5,6,500,197,False,0,x86_64,23,1,0.11786752380430698,0,197,0.28143815509974957,0.28127074241638184,0.5,,0.12097369506955147,0,197,0.36251755617558956,0.3623795509338379,1.0,
1730278329.095776,hc-sj-ucq,50,1730278283.804208,2.3076152304609217,0.5,6,500,203,False,0,x86_64,26,1,0.12033689767122269,0,203,0.08683886379003525,0.0866847038269043,0.5,,0.12268979288637638,0,203,0.08638988249003887,0.0862572193145752,1.0,
1730278329.717319,hc-sj-ucq,50,1730278283.804208,2.3186372745490984,0.5,6,500,208,False,0,x86_64,26,1,0.12106652371585369,0,208,0.09301000274717808,0.09285616874694824,0.5,,0.1244540773332119,0,208,0.08966220915317535,0.08950519561767578,1.0,
1730278330.2895,hc-sj-ucq,50,1730278283.804208,2.3296593186372747,0.5,6,500,213,False,0,x86_64,26,1,0.12208079546689987,0,213,0.08510357141494751,0.08495163917541504,0.5,,0.12298032641410828,0,213,0.10211687907576561,0.10196495056152344,1.0,
1730278330.868613,hc-sj-ucq,50,1730278283.804208,2.340681362725451,0.5,6,500,219,False,0,x86_64,26,1,0.12383504398167133,0,219,0.08906980790197849,0.08892631530761719,0.5,,0.12709777802228928,0,219,0.12116196379065514,0.1210169792175293,1.0,
1730278331.463166,hc-sj-ucq,50,1730278283.804208,2.3517034068136273,0.5,6,500,224,False,0,x86_64,28,2,0.12497339956462383,0,224,0.12837507389485836,0.12823033332824707,1.0,,0.12786250188946724,0,224,0.11262903548777103,0.11249065399169922,1.0,
1730278332.113686,hc-sj-ucq,50,1730278283.804208,2.3627254509018036,0.5,6,500,230,False,0,x86_64,30,2,0.12637017108500004,0,230,0.07308140955865383,0.07294130325317383,1.0,,0.1306231077760458,0,230,0.08672921918332577,0.08658599853515625,1.0,
1730278332.685503,hc-sj-ucq,50,1730278283.804208,2.3737474949899804,0.5,6,500,236,False,0,x86_64,30,2,0.12669159099459648,0,236,0.07638620212674141,0.07627105712890625,1.0,,0.13124611228704453,0,236,0.06849778071045876,0.06835484504699707,1.0,
1730278333.248155,hc-sj-ucq,50,1730278283.804208,2.3847695390781567,0.5,6,500,242,False,0,x86_64,32,2,0.13104800693690777,0,242,0.059702303260564804,0.05955958366394043,1.0,,0.13324211724102497,0,242,0.10788248293101788,0.10772395133972168,1.0,
1730278333.811486,hc-sj-ucq,50,1730278283.804208,2.395791583166333,0.5,6,500,248,False,0,x86_64,34,2,0.13292772881686687,0,248,0.07797767594456673,0.07782411575317383,1.0,,0.1354417074471712,0,248,0.10489671863615513,0.10475373268127441,1.0,
1730278334.413771,hc-sj-ucq,50,1730278283.804208,2.4068136272545093,0.5,6,500,255,False,0,x86_64,36,2,0.1347951404750347,0,255,0.08081413060426712,0.08066225051879883,1.0,,0.1354062780737877,0,255,0.06462827138602734,0.0644841194152832,1.0,
1730278334.972965,hc-sj-ucq,50,1730278283.804208,2.4178356713426856,0.5,6,500,261,False,0,x86_64,38,2,0.1365401018410921,0,261,0.06895849667489529,0.06880569458007812,1.0,,0.13882560841739178,0,261,0.07446585781872272,0.07431626319885254,1.0,
1730278335.529767,hc-sj-ucq,50,1730278283.804208,2.428857715430862,0.5,6,500,268,False,0,x86_64,38,2,0.13698795437812805,0,268,0.07185324467718601,0.07170796394348145,1.0,,0.13991403952240944,0,268,0.0820301454514265,0.08187556266784668,1.0,
1730278336.094575,hc-sj-ucq,50,1730278283.804208,2.4398797595190382,0.5,6,500,275,False,0,x86_64,39,2,0.13914773799479008,0,275,0.08082317933440208,0.08066987991333008,1.0,,0.14208407700061798,0,275,0.08178415521979332,0.08164262771606445,1.0,
1730278336.676507,hc-sj-ucq,50,1730278283.804208,2.4509018036072145,0.5,6,500,282,False,0,x86_64,40,2,0.14151211827993393,0,282,0.0757584199309349,0.0756068229675293,1.0,,0.14298139698803425,0,282,0.07049295492470264,0.07034564018249512,1.0,
1730278337.244316,hc-sj-ucq,50,1730278283.804208,2.461923847695391,0.5,6,500,289,False,0,x86_64,40,2,0.14284535311162472,0,289,0.08249210938811302,0.08234310150146484,1.0,,0.14533979445695877,0,289,0.08851293660700321,0.08836483955383301,1.0,
1730278337.848105,hc-sj-ucq,50,1730278283.804208,2.472945891783567,0.5,6,500,297,False,0,x86_64,42,2,0.14483344368636608,0,297,0.07879448123276234,0.07864642143249512,1.0,,0.1456292513757944,0,297,0.0994852390140295,0.09934568405151367,1.0,
1730278338.475687,hc-sj-ucq,50,1730278283.804208,2.4839679358717435,0.5,6,500,304,False,0,x86_64,44,2,0.14707786962389946,0,304,0.09604102373123169,0.09588265419006348,1.0,,0.14896874129772186,0,304,0.0892228689044714,0.08908224105834961,1.0,
1730278339.115747,hc-sj-ucq,50,1730278283.804208,2.49498997995992,0.5,6,500,312,False,0,x86_64,48,2,0.14957322552800179,0,312,0.08690362051129341,0.08675813674926758,1.0,,0.15215339325368404,0,312,0.08793712221086025,0.08778667449951172,1.0,
1730278339.750878,hc-sj-ucq,50,1730278283.804208,2.506012024048096,0.5,6,500,320,False,0,x86_64,52,2,0.15312455594539642,0,320,0.10402591153979301,0.1038827896118164,1.0,,0.15375200659036636,0,320,0.09362389147281647,0.09350132942199707,1.0,
1730278340.436241,hc-sj-ucq,50,1730278283.804208,2.517034068136273,0.5,6,500,328,False,0,x86_64,56,3,0.15452874638140202,0,328,0.08017072640359402,0.08003067970275879,1.5,,0.15656812489032745,0,328,0.0879850834608078,0.08784246444702148,2.0,
1730278341.071196,hc-sj-ucq,50,1730278283.804208,2.528056112224449,0.5,6,500,337,False,0,x86_64,58,3,0.1565533597022295,0,337,0.07112808339297771,0.0709829330444336,1.5,,0.15937546640634537,0,337,0.07719894871115685,0.07705473899841309,2.0,
1730278341.69677,hc-sj-ucq,50,1730278283.804208,2.5390781563126255,0.5,6,500,346,False,0,x86_64,63,3,0.16048602387309074,0,346,0.09733828157186508,0.09719228744506836,1.5,,0.1626910548657179,0,346,0.08385400287806988,0.08371114730834961,2.0,
1730278342.362502,hc-sj-ucq,50,1730278283.804208,2.5501002004008018,0.5,6,500,354,False,0,x86_64,68,3,0.16237457282841206,0,354,0.07796458527445793,0.07781720161437988,1.5,,0.16566739045083523,0,354,0.0809225719422102,0.08075189590454102,2.0,
1730278343.019175,hc-sj-ucq,50,1730278283.804208,2.561122244488978,0.5,6,500,364,False,0,x86_64,73,3,0.16493631154298782,0,364,0.07173395901918411,0.07158613204956055,1.5,,0.1691948138177395,0,364,0.07821407169103622,0.07806253433227539,2.0,
1730278343.677847,hc-sj-ucq,50,1730278283.804208,2.5721442885771544,0.5,6,500,373,False,0,x86_64,79,3,0.16883598268032074,0,373,0.07824079506099224,0.07808375358581543,1.5,,0.1719597764313221,0,373,0.07853982411324978,0.07839655876159668,2.0,
1730278344.338715,hc-sj-ucq,50,1730278283.804208,2.5831663326653307,0.5,6,500,382,False,0,x86_64,83,3,0.17235560715198517,0,382,0.08426917903125286,0.08412289619445801,1.5,,0.1743351723998785,0,382,0.07560423947870731,0.07544994354248047,2.0,
1730278345.015073,hc-sj-ucq,50,1730278283.804208,2.594188376753507,0.5,6,500,392,False,0,x86_64,88,3,0.1750565841794014,0,392,0.07721425034105778,0.07706809043884277,1.5,,0.1784016229212284,0,392,0.07914389297366142,0.07899951934814453,2.0,
1730278345.693204,hc-sj-ucq,50,1730278283.804208,2.6052104208416833,0.5,6,500,402,False,0,x86_64,93,4,0.1792332548648119,0,402,0.1961953118443489,0.1960458755493164,2.0,,0.18203368224203587,0,402,0.07920285500586033,0.07905721664428711,2.0,
