instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_dpvs: Solve Time,specialized_dpvs: contingency set,specialized_dpvs: dp-vs
1730231304.034703,rsa,500,1730231286.959587,2.1863727454909823,0.5,6,500,153,False,0,x86_64,1,0.08955399878323078,0,152,0.24653617478907108,0.246307373046875,1.0,,0.11255114711821079,0,152,0.19296752475202084,0.19280004501342773,1.0,,0.008238561451435089,"      x   y
15  110  53",1
1730231305.003365,rsa,500,1730231286.959587,2.1973947895791586,0.5,6,500,157,False,0,x86_64,1,0.08855906873941422,0,156,0.2706130798906088,0.27046680450439453,1.0,,0.10650169849395752,0,156,0.22992423735558987,0.22974419593811035,1.0,,0.007913928478956223,"      x   y
15  110  53",1
1730231305.906641,rsa,500,1730231286.959587,2.208416833667335,0.5,6,500,161,False,0,x86_64,1,0.08504307456314564,0,160,0.1578835491091013,0.15773606300354004,1.0,,0.10474642738699913,0,160,0.20403983630239964,0.20387506484985352,1.0,,0.007932204753160477,"      x   y
15  110  53",1
1730231306.68084,rsa,500,1730231286.959587,2.219438877755511,0.5,6,500,165,False,0,x86_64,1,0.09013710916042328,0,164,0.24823976308107376,0.2481064796447754,1.0,,0.10814548656344414,0,164,0.2623432632535696,0.2621879577636719,1.0,,0.0073915813118219376,"      x   y
15  110  53",1
1730231307.571864,rsa,500,1730231286.959587,2.2304609218436875,0.5,6,500,170,False,0,x86_64,1,0.09058942086994648,0,169,0.2085986752063036,0.20844578742980957,1.0,,0.10867914743721485,0,169,0.21528342738747597,0.21511602401733398,1.0,,0.008266447111964226,"      x   y
17  110  53",1
1730231308.389237,rsa,500,1730231286.959587,2.241482965931864,0.5,6,500,174,False,0,x86_64,1,0.08980127982795238,0,173,0.2376618403941393,0.23752689361572266,1.0,,0.1076266523450613,0,173,0.24001125246286392,0.23985624313354492,1.0,,0.007727319374680519,"      x   y
18  110  53",1
1730231309.235493,rsa,500,1730231286.959587,2.25250501002004,0.5,6,500,178,False,0,x86_64,1,0.09024504013359547,0,177,0.3880320228636265,0.38788771629333496,1.0,,0.10844101384282112,0,177,0.31322991102933884,0.3130650520324707,1.0,,0.008640885353088379,"      x   y
19  110  53",1
1730231310.339878,rsa,500,1730231286.959587,2.2635270541082164,0.5,6,500,183,False,0,x86_64,1,0.09173349477350712,0,181,0.3242894932627678,0.3241281509399414,1.0,,0.11539408192038536,0,181,0.2585101071745157,0.25835704803466797,1.0,,0.008104981854557991,"      x   y
19  110  53",1
1730231311.316746,rsa,500,1730231286.959587,2.2745490981963927,0.5,6,500,188,False,0,x86_64,1,0.08939934708178043,0,186,0.29489627107977867,0.29474854469299316,1.0,,0.11574692465364933,0,186,0.17177210003137589,0.17160797119140625,1.0,,0.006989963352680206,"      x   y
20  110  53",1
1730231312.147316,rsa,500,1730231286.959587,2.285571142284569,0.5,6,500,193,False,0,x86_64,1,0.09030479937791824,0,191,0.17104985006153584,0.17090344429016113,1.0,,0.11325164884328842,0,191,0.2494808081537485,0.24930334091186523,1.0,,0.007355049252510071,"      x   y
21  110  53",1
