instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,k (percent),lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_adp: ADP,specialized_adp: Solve Time
1730302723.611991,rays-3,1000,1730302696.669129,2.561122244488978,0.5,6,500,364,False,0,x86_64,2,50,0.11928573809564114,0,364,0.10919531062245369,0.10905766487121582,1.0,,0.12254124507308006,0,364,0.22436889447271824,0.22422194480895996,1.0,,1.0,0.14329608157277107
1730302724.447556,rays-3,1000,1730302696.669129,2.5721442885771544,0.5,6,500,373,False,0,x86_64,2,50,0.12042107991874218,0,373,0.0810752585530281,0.08093833923339844,1.0,,0.1259419173002243,0,373,0.10355392470955849,0.1034092903137207,1.0,,1.0,0.12934614717960358
1730302725.116922,rays-3,1000,1730302696.669129,2.5831663326653307,0.5,6,500,382,False,0,x86_64,2,50,0.12362466938793659,0,382,0.1086282879114151,0.10848307609558105,1.0,,0.12547669559717178,0,382,0.09905689209699631,0.09892129898071289,1.0,,1.0,0.12180023826658726
1730302725.810564,rays-3,1000,1730302696.669129,2.594188376753507,0.5,6,500,392,False,0,x86_64,3,50,0.12277849949896336,0,392,0.07245081663131714,0.07231378555297852,1.0,,0.12619607150554657,0,392,0.09929298423230648,0.09915876388549805,1.0,,1.0,0.12294013239443302
1730302726.473804,rays-3,1000,1730302696.669129,2.6052104208416833,0.5,6,500,402,False,0,x86_64,3,50,0.1265934444963932,0,402,0.08776943199336529,0.08762192726135254,1.0,,0.12860672362148762,0,402,0.08649901300668716,0.0863645076751709,1.0,,1.0,0.11324131116271019
1730302727.143159,rays-3,1000,1730302696.669129,2.61623246492986,0.5,6,500,413,False,0,x86_64,5,50,0.12694391049444675,0,413,0.09427858702838421,0.09413719177246094,2.0,,0.130123782902956,0,413,0.11705480702221394,0.11690783500671387,2.0,,2.0,0.6749927699565887
1730302728.405718,rays-3,1000,1730302696.669129,2.6272545090180364,0.5,6,500,423,False,0,x86_64,5,50,0.13151182420551777,0,423,0.0883357934653759,0.08818364143371582,2.0,,0.13326272182166576,0,423,0.13742766343057156,0.1373000144958496,2.0,,2.0,0.5935865323990583
1730302729.640863,rays-3,1000,1730302696.669129,2.6382765531062127,0.5,6,500,434,False,0,x86_64,6,50,0.1299896389245987,0,434,0.08356917463243008,0.08343172073364258,2.0,,0.1331986654549837,0,434,0.13550532422959805,0.13536643981933594,2.0,,2.0,0.6980300843715668
1730302730.95041,rays-3,1000,1730302696.669129,2.649298597194389,0.5,6,500,445,False,0,x86_64,6,50,0.13286251574754715,0,445,0.1040876992046833,0.10395097732543945,2.0,,0.1336197927594185,0,445,0.10912648029625416,0.10898041725158691,2.0,,2.0,0.8357608020305634
1730302732.399315,rays-3,1000,1730302696.669129,2.6603206412825653,0.5,6,500,457,False,0,x86_64,6,50,0.1364456806331873,0,457,0.14394615590572357,0.14380955696105957,2.0,,0.13796261884272099,0,457,0.10580423288047314,0.1056661605834961,2.0,,2.0,0.7138711679726839
1730302733.774638,rays-3,1000,1730302696.669129,2.6713426853707416,0.5,6,500,469,False,0,x86_64,6,50,0.13708986900746822,0,469,0.10313377529382706,0.10299491882324219,2.0,,0.14019073359668255,0,469,0.09744610451161861,0.09729862213134766,2.0,,2.0,0.5306162647902966
1730302734.934043,rays-3,1000,1730302696.669129,2.682364729458918,0.5,6,500,481,False,0,x86_64,7,50,0.13720336742699146,0,481,0.1477438136935234,0.14761710166931152,2.0,,0.13892065547406673,0,481,0.14948654174804688,0.14935708045959473,2.0,,2.0,0.5684093199670315
1730302736.223198,rays-3,1000,1730302696.669129,2.693386773547094,0.5,6,500,493,False,0,x86_64,8,50,0.1361592598259449,0,493,0.11142710782587528,0.11129641532897949,3.0,,0.14292841590940952,0,493,0.09687915816903114,0.09674072265625,3.0,,3.0,1.0977783240377903
1730302737.948009,rays-3,1000,1730302696.669129,2.7044088176352705,0.5,6,500,506,False,0,x86_64,8,50,0.13976250402629375,0,506,0.0971284843981266,0.09699130058288574,3.0,,0.1428738683462143,0,506,0.11687513440847397,0.11674308776855469,3.0,,3.0,1.0288690030574799
1730302739.609109,rays-3,1000,1730302696.669129,2.715430861723447,0.5,6,500,519,False,0,x86_64,8,50,0.14162268489599228,0,519,0.10869657248258591,0.10856270790100098,3.0,,0.14352197758853436,0,519,0.08841437101364136,0.08829832077026367,3.0,,3.0,1.1512725781649351
1730302741.41877,rays-3,1000,1730302696.669129,2.7264529058116236,0.5,6,500,532,False,0,x86_64,8,50,0.14274034462869167,0,532,0.11438324674963951,0.11424493789672852,3.0,,0.1458726581186056,0,532,0.08386639691889286,0.08373045921325684,3.0,,3.0,0.9255356919020414
1730302742.981584,rays-3,1000,1730302696.669129,2.7374749498998,0.5,6,500,546,False,0,x86_64,8,50,0.14623530767858028,0,546,0.14616600424051285,0.1460278034210205,3.0,,0.14640111289918423,0,546,0.11214358359575272,0.11201143264770508,3.0,,3.0,1.2217325903475285
1730302744.920772,rays-3,1000,1730302696.669129,2.748496993987976,0.5,6,500,560,False,0,x86_64,9,50,0.14743114076554775,0,560,0.2594334129244089,0.2592928409576416,3.0,,0.1495374906808138,0,560,0.32005698792636395,0.31992387771606445,3.0,,3.0,5.42295572720468
1730302751.392328,rays-3,1000,1730302696.669129,2.7595190380761525,0.5,6,500,574,False,0,x86_64,9,50,0.14625691249966621,0,574,0.1151617020368576,0.11503171920776367,3.0,,0.15023369528353214,0,574,0.11467551626265049,0.11453914642333984,3.0,,3.0,1.275260390713811
1730302753.358741,rays-3,1000,1730302696.669129,2.770541082164329,0.5,6,500,589,False,0,x86_64,9,50,0.15191789343953133,0,589,0.11947327107191086,0.11932659149169922,3.0,,0.1541205234825611,0,589,0.12131350487470627,0.12116122245788574,3.0,,3.0,1.350984113290906
1730302755.427765,rays-3,1000,1730302696.669129,2.781563126252505,0.5,6,500,604,False,0,x86_64,10,50,0.15245158784091473,0,604,0.11249051988124847,0.11235260963439941,4.0,,0.15418293327093124,0,604,0.09544306620955467,0.0953059196472168,4.0,,4.0,2.1370711140334606
1730302758.233247,rays-3,1000,1730302696.669129,2.7925851703406814,0.5,6,500,620,False,0,x86_64,10,50,0.1547594927251339,0,620,0.49704463593661785,0.49692416191101074,4.0,,0.15691723860800266,0,620,0.5116235315799713,0.5114774703979492,4.0,,4.0,6.789846705272794
1730302766.54073,rays-3,1000,1730302696.669129,2.8036072144288577,0.5,6,500,636,False,0,x86_64,11,50,0.15784301608800888,0,636,0.11667363531887531,0.11652970314025879,4.0,,0.15988650172948837,0,636,0.09689305163919926,0.09675478935241699,4.0,,4.0,2.1872537340968847
1730302769.424083,rays-3,1000,1730302696.669129,2.814629258517034,0.5,6,500,652,False,0,x86_64,14,50,0.16378540731966496,0,652,0.15291090309619904,0.1527712345123291,5.0,,0.1619708314538002,0,652,0.13248834758996964,0.13234829902648926,5.0,,5.0,5.215293567627668
1730302775.448377,rays-3,1000,1730302696.669129,2.8256513026052104,0.5,6,500,669,False,0,x86_64,15,50,0.16255364753305912,0,669,0.32335448637604713,0.3232276439666748,5.0,,0.16438110917806625,0,669,0.5480668917298317,0.54793381690979,5.0,,5.0,5.5645072646439075
1730302782.406068,rays-3,1000,1730302696.669129,2.836673346693387,0.5,6,500,686,False,0,x86_64,16,50,0.17005538754165173,0,686,0.10631358437240124,0.10617256164550781,5.0,,0.1713256686925888,0,686,0.10438081994652748,0.10425376892089844,5.0,,5.0,3.7445982303470373
1730302786.871317,rays-3,1000,1730302696.669129,2.8476953907815634,0.5,6,500,704,False,0,x86_64,17,50,0.16904430091381073,0,704,0.10011686943471432,0.09998679161071777,6.0,,0.17094210162758827,0,704,0.08741218596696854,0.08729767799377441,6.0,,6.0,8.422942938283086
1730302796.017843,rays-3,1000,1730302696.669129,2.8587174348697397,0.5,6,500,722,False,0,x86_64,17,50,0.1717002186924219,0,722,0.12824824638664722,0.1280958652496338,6.0,,0.17351731099188328,0,722,0.11682504042983055,0.11668825149536133,6.0,,6.0,6.162838209420443
1730302802.95576,rays-3,1000,1730302696.669129,2.869739478957916,0.5,6,500,740,False,0,x86_64,18,50,0.1753789484500885,0,740,0.14784217439591885,0.1477060317993164,6.0,,0.17632542923092842,0,740,0.11755669489502907,0.11741065979003906,6.0,,6.0,6.04716463200748
1730302809.799403,rays-3,1000,1730302696.669129,2.8807615230460923,0.5,6,500,759,False,0,x86_64,18,50,0.17700088769197464,0,759,0.12092974968254566,0.12079095840454102,6.0,,0.17891503870487213,0,759,0.12214759550988674,0.12201118469238281,6.0,,6.0,5.655689286068082
1730302816.241825,rays-3,1000,1730302696.669129,2.8917835671342687,0.5,6,500,779,False,0,x86_64,19,50,0.17969188652932644,0,779,0.1275275256484747,0.12739181518554688,6.0,,0.18166540004312992,0,779,0.13894115202128887,0.13880109786987305,6.0,,6.0,7.593110527843237
1730302824.643382,rays-3,1000,1730302696.669129,2.902805611222445,0.5,6,500,799,False,0,x86_64,20,50,0.18243913538753986,0,799,0.1391161810606718,0.13898038864135742,7.0,,0.18306496739387512,0,799,0.12230223044753075,0.12218403816223145,7.0,,7.0,10.497445177286863
1730302835.989848,rays-3,1000,1730302696.669129,2.9138276553106213,0.5,6,500,820,False,0,x86_64,21,50,0.186312947422266,0,820,0.1153689082711935,0.11522507667541504,7.0,,0.18524981662631035,0,820,0.10715814679861069,0.10702252388000488,7.0,,7.0,9.421839063987136
1730302846.200388,rays-3,1000,1730302696.669129,2.9248496993987976,0.5,6,500,841,False,0,x86_64,22,50,0.1905488595366478,0,841,0.1300175730139017,0.12987494468688965,8.0,,0.19313262216746807,0,841,0.11958246678113937,0.11944365501403809,8.0,,8.0,10.533973155543208
1730302857.572586,rays-3,1000,1730302696.669129,2.935871743486974,0.5,6,500,862,False,0,x86_64,24,50,0.19225257262587547,0,862,0.12971038557589054,0.12957763671875,8.0,,0.19492940790951252,0,862,0.12118332460522652,0.12087750434875488,8.0,,8.0,11.240392055362463
1730302869.656207,rays-3,1000,1730302696.669129,2.9468937875751506,0.5,6,500,884,False,0,x86_64,25,50,0.19382619485259056,0,884,0.15770940855145454,0.15756988525390625,8.0,,0.1982091199606657,0,884,0.11555036529898643,0.11540627479553223,8.0,,8.0,11.142559388652444
1730302881.6743,rays-3,1000,1730302696.669129,2.957915831663327,0.5,6,500,907,False,0,x86_64,28,50,0.19976967945694923,0,907,0.1345349047333002,0.13440513610839844,9.0,,0.20154585503041744,0,907,0.12020203843712807,0.12007021903991699,9.0,,9.0,14.456351514905691
1730302897.029753,rays-3,1000,1730302696.669129,2.9689378757515033,0.5,6,500,930,False,0,x86_64,30,50,0.20372421108186245,0,930,0.28616962023079395,0.2860393524169922,10.0,,0.20557770691812038,0,930,0.13198272325098515,0.13184475898742676,10.0,,10.0,23.743624908849597
1730302921.851431,rays-3,1000,1730302696.669129,2.9799599198396796,0.5,6,500,954,False,0,x86_64,31,50,0.20668965950608253,0,954,0.16580364666879177,0.16566157341003418,10.0,,0.20896819420158863,0,954,0.18235709331929684,0.18220162391662598,10.0,,10.0,17.614306395873427
1730302940.455315,rays-3,1000,1730302696.669129,2.990981963927856,0.5,6,500,979,False,0,x86_64,34,50,0.21063078567385674,0,979,0.14548334293067455,0.14534616470336914,11.0,,0.21291673742234707,0,979,0.19616719521582127,0.19604921340942383,11.0,,11.0,20.72632485255599
1730302962.202651,rays-3,1000,1730302696.669129,3.002004008016032,0.5,6,500,1004,False,0,x86_64,37,50,0.21546868048608303,0,1004,0.14839237928390503,0.14824986457824707,12.0,,0.21805972419679165,0,1004,0.15842870995402336,0.15827155113220215,12.0,,12.0,26.457923404872417
1730302989.64661,rays-3,1000,1730302696.669129,3.0130260521042085,0.5,6,500,1030,False,0,x86_64,39,50,0.2193273101001978,0,1030,0.13093344867229462,0.1307971477508545,12.0,,0.22127550840377808,0,1030,0.13115439377725124,0.13101959228515625,12.0,,12.0,27.936389653012156
1730303018.520419,rays-3,1000,1730302696.669129,3.024048096192385,0.5,6,500,1056,False,0,x86_64,40,50,0.21992217376828194,0,1056,0.14645898342132568,0.14632034301757812,13.0,,0.22513475455343723,0,1056,0.13481072336435318,0.13466095924377441,13.0,,13.0,28.625575561076403
1730303048.124547,rays-3,1000,1730302696.669129,3.035070140280561,0.5,6,500,1084,False,0,x86_64,41,50,0.22894024848937988,0,1084,0.17034470103681087,0.17023658752441406,13.0,,0.2305472269654274,0,1084,0.12720905616879463,0.12706804275512695,13.0,,13.0,30.206711381673813
1730303079.395557,rays-3,1000,1730302696.669129,3.0460921843687374,0.5,6,500,1111,False,0,x86_64,44,50,0.23211204260587692,0,1111,0.1529882475733757,0.1528470516204834,14.0,,0.23466618359088898,0,1111,0.13416633568704128,0.13400864601135254,14.0,,14.0,32.989238591864705
1730303113.386065,rays-3,1000,1730302696.669129,3.057114228456914,0.5,6,500,1140,False,0,x86_64,54,50,0.23891995660960674,0,1140,0.1575923878699541,0.15746283531188965,16.0,,0.24066070280969143,0,1140,0.1614238116890192,0.16128921508789062,16.0,,16.0,46.842323277145624
1730303161.301259,rays-3,1000,1730302696.669129,3.0681362725450905,0.5,6,500,1169,False,0,x86_64,58,50,0.24424323253333569,0,1169,0.2041238322854042,0.20398211479187012,17.0,,0.24580870755016804,0,1169,0.15347882732748985,0.1533493995666504,17.0,,17.0,47.18836277537048
1730303209.594051,rays-3,1000,1730302696.669129,3.079158316633267,0.5,6,500,1199,False,0,x86_64,61,50,0.24827042035758495,0,1199,0.15758704766631126,0.15744376182556152,17.0,,0.2508147116750479,0,1199,0.1360257025808096,0.13590741157531738,17.0,,17.0,52.980159593746066
1730303263.650411,rays-3,1000,1730302696.669129,3.090180360721443,0.5,6,500,1230,False,0,x86_64,70,50,0.25343033485114574,0,1230,0.17275668308138847,0.17261123657226562,20.0,,0.25639201886951923,0,1230,0.2122933641076088,0.21215605735778809,20.0,,20.0,77.1998939551413
1730303342.009615,rays-3,1000,1730302696.669129,3.1012024048096194,0.5,6,500,1262,False,0,x86_64,78,50,0.26479031704366207,0,1262,0.1563062034547329,0.15617632865905762,21.0,,0.26470763236284256,0,1262,0.16681070812046528,0.16667938232421875,21.0,,21.0,83.68507171981037
1730303426.857277,rays-3,1000,1730302696.669129,3.1122244488977957,0.5,6,500,1294,False,0,x86_64,86,50,0.2719228621572256,0,1294,0.22331134229898453,0.2231760025024414,22.0,,0.26898324117064476,0,1294,0.17400435358285904,0.17388439178466797,22.0,,22.0,91.7011977955699
1730303519.817855,rays-3,1000,1730302696.669129,3.123246492985972,0.5,6,500,1328,False,0,x86_64,100,50,0.27640003710985184,0,1328,0.16720204055309296,0.16707277297973633,25.0,,0.2797721792012453,0,1328,0.15875963680446148,0.15861940383911133,25.0,,25.0,137.75214601494372
1730303658.747808,rays-3,1000,1730302696.669129,3.1342685370741483,0.5,6,500,1362,False,0,x86_64,104,50,0.28005361929535866,0,1362,0.16546861454844475,0.16534972190856934,26.0,,0.2835687194019556,0,1362,0.16220522858202457,0.16204190254211426,26.0,,26.0,126.56258983723819
1730303786.52586,rays-3,1000,1730302696.669129,3.1452905811623246,0.5,6,500,1397,False,0,x86_64,117,50,0.2823296841233969,0,1397,0.1749049760401249,0.17477202415466309,28.0,,0.2884810995310545,0,1397,0.17321089655160904,0.17308855056762695,28.0,,28.0,172.46197574399412
1730303960.289025,rays-3,1000,1730302696.669129,3.156312625250501,0.5,6,500,1433,False,0,x86_64,148,50,0.2949744202196598,0,1433,0.3885964844375849,0.38847875595092773,32.0,,0.29863470420241356,0,1433,0.17953132279217243,0.17940163612365723,32.0,,32.0,212.3635547030717
1730304174.213212,rays-3,1000,1730302696.669129,3.1673346693386777,0.5,6,500,1470,False,0,x86_64,163,50,0.3045581951737404,0,1470,0.18542630039155483,0.18531060218811035,34.0,,0.305179912596941,0,1470,0.2215296234935522,0.22138071060180664,34.0,,34.0,234.58884991705418
1730304410.163568,rays-3,1000,1730302696.669129,3.178356713426854,0.5,6,500,1507,False,0,x86_64,175,50,0.3145675528794527,0,1507,0.1852018292993307,0.18505573272705078,36.0,,0.3166454751044512,0,1507,0.18699313886463642,0.18684101104736328,36.0,,36.0,268.1450003590435
1730304679.638032,rays-3,1000,1730302696.669129,3.1893787575150303,0.5,6,500,1546,False,0,x86_64,184,50,0.31985018588602543,0,1546,0.21870885230600834,0.21856164932250977,38.0,,0.3242891598492861,0,1546,0.24378889426589012,0.24364781379699707,38.0,,38.0,498.9335822686553
1730305180.025044,rays-3,1000,1730302696.669129,3.2004008016032066,0.5,6,500,1586,False,0,x86_64,202,50,0.3314006794244051,0,1586,0.22981019876897335,0.22967100143432617,40.0,,0.3317878507077694,0,1586,0.214878361672163,0.21474361419677734,40.0,,40.0,515.8216740954667
1730305697.338097,rays-3,1000,1730302696.669129,3.211422845691383,0.5,6,500,1627,False,0,x86_64,210,50,0.338235754519701,0,1627,0.21274431608617306,0.21257972717285156,42.0,,0.3405662998557091,0,1627,0.2997883874922991,0.2996678352355957,42.0,,42.0,403.7122532594949
1730306102.65412,rays-3,1000,1730302696.669129,3.2224448897795592,0.5,6,500,1668,False,0,x86_64,221,50,0.3431131634861231,0,1668,0.20589998550713062,0.20576047897338867,43.0,,0.37371667474508286,0,1668,0.3261781632900238,0.32605957984924316,43.0,,43.0,498.08354874514043
1730306602.362921,rays-3,1000,1730302696.669129,3.2334669338677355,0.5,6,500,1711,False,0,x86_64,238,50,0.35466071031987667,0,1711,0.23464693874120712,0.23449063301086426,46.0,,0.35540745593607426,0,1711,0.22192106395959854,0.22179341316223145,46.0,,46.0,515.1371049452573
1730307671.006958,rays-3,1000,1730307655.671249,2.4509018036072145,0.5,6,500,282,False,0,x86_64,2,50,0.10681601986289024,0,282,0.2510931082069874,0.2447669506072998,1.0,,0.12738508731126785,0,282,0.11142868548631668,0.1112663745880127,1.0,,1.0,0.16799251176416874
1730307671.940022,rays-3,1000,1730307655.671249,2.461923847695391,0.5,6,500,289,False,0,x86_64,2,50,0.10558303631842136,0,289,0.07169325090944767,0.07152748107910156,1.0,,0.09652119502425194,0,289,0.07433012127876282,0.07414865493774414,1.0,,1.0,0.2229418233036995
1730307672.671877,rays-3,1000,1730307655.671249,2.472945891783567,0.5,6,500,297,False,0,x86_64,2,50,0.09652401693165302,0,297,0.22346990928053856,0.22330713272094727,1.0,,0.09720723703503609,0,297,0.3308121934533119,0.33063602447509766,1.0,,1.0,0.3293185420334339
1730307673.848448,rays-3,1000,1730307655.671249,2.4839679358717435,0.5,6,500,304,False,0,x86_64,2,50,0.10339537635445595,0,304,0.3918929360806942,0.39174628257751465,1.0,,0.12560176476836205,0,304,0.1820574477314949,0.18188977241516113,1.0,,1.0,0.2745914440602064
1730307675.103502,rays-3,1000,1730307655.671249,2.49498997995992,0.5,6,500,312,False,0,x86_64,2,50,0.09543038718402386,0,312,0.08448245748877525,0.08432650566101074,1.0,,0.09783134423196316,0,312,0.09700688906013966,0.0968470573425293,1.0,,1.0,0.14136400073766708
