instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,ilp_results_old: witness_computation_time,ilp_results_old: number_of_witnesses,ilp_results_old: number_of_tuples,ilp_results_old: Solve Time,ilp_results_old: Solver Solution Time,ilp_results_old: GDP,ilp_results_old: error,lp_results_old: witness_computation_time,lp_results_old: number_of_witnesses,lp_results_old: number_of_tuples,lp_results_old: Solve Time,lp_results_old: Solver Solution Time,lp_results_old: GDP,lp_results_old: error
1730257256.27087,rays-3,1000,1730257245.451552,2.2635270541082164,0.5,6,500,183,False,0,x86_64,1,0.08698303811252117,364,182,0.07979453075677156,0.07959175109863281,-179.0,,0.08816958591341972,364,182,0.1336759738624096,0.1335453987121582,-179.0,,0.08820748887956142,364,182,0.09820326836779714,0.09807610511779785,-179.0,,0.08795629441738129,364,182,0.09877146407961845,0.09864377975463867,-179.0,
1730257257.141673,rays-3,1000,1730257245.451552,2.2745490981963927,0.5,6,500,188,False,0,x86_64,1,0.08614099398255348,374,187,0.07323957700282335,0.07311844825744629,-184.0,,0.08875200198963284,374,187,0.08389208978042006,0.08376646041870117,-184.0,,0.08896942296996713,374,187,0.06555208982899785,0.06542539596557617,-184.0,,0.08935195580124855,374,187,0.0731123173609376,0.07298755645751953,-184.0,
1730257257.891993,rays-3,1000,1730257245.451552,2.285571142284569,0.5,6,500,193,False,0,x86_64,1,0.08735436806455255,384,192,0.08242901880294085,0.08230447769165039,-189.0,,0.08966768579557538,384,192,0.08571851486340165,0.08560013771057129,-189.0,,0.0894905412569642,384,192,0.07899044500663877,0.0788736343383789,-189.0,,0.08937092171981931,384,192,0.07464693207293749,0.07451963424682617,-189.0,
1730257258.688046,rays-3,1000,1730257245.451552,2.2965931863727453,0.5,6,500,197,False,0,x86_64,1,0.0872951541095972,392,196,0.0662885969504714,0.06614923477172852,-193.0,,0.08996009407564998,392,196,0.07950552878901362,0.07938504219055176,-193.0,,0.09022058919072151,392,196,0.06392897898331285,0.06381106376647949,-193.0,,0.08979493379592896,392,196,0.05677425395697355,0.05664396286010742,-193.0,
1730257259.416805,rays-3,1000,1730257245.451552,2.3076152304609217,0.5,6,500,203,False,0,x86_64,1,0.08833617996424437,404,202,0.06950005888938904,0.06938338279724121,-199.0,,0.09075277484953403,404,202,0.05911923386156559,0.05899500846862793,-199.0,,0.09183765109628439,404,202,0.060687119141221046,0.0605466365814209,-199.0,,0.09123826585710049,404,202,0.06482028122991323,0.06469273567199707,-199.0,
1730257260.132376,rays-3,1000,1730257245.451552,2.3186372745490984,0.5,6,500,208,False,0,x86_64,1,0.08872254099696875,414,207,0.0717652509920299,0.07164216041564941,-204.0,,0.09155507618561387,414,207,0.16599632613360882,0.1658799648284912,-204.0,,0.09179583238437772,414,207,0.08900190098211169,0.0888679027557373,-204.0,,0.09185335924848914,414,207,0.07405151193961501,0.07389378547668457,-204.0,
1730257261.036314,rays-3,1000,1730257245.451552,2.3296593186372747,0.5,6,500,213,False,0,x86_64,1,0.08995291916653514,424,212,0.15860938094556332,0.1584787368774414,-209.0,,0.09236372588202357,424,212,0.11503568384796381,0.11491227149963379,-209.0,,0.0923315561376512,424,212,0.07584229577332735,0.07571101188659668,-209.0,,0.09546829992905259,424,212,0.08126049814745784,0.08111834526062012,-209.0,
1730257261.960968,rays-3,1000,1730257245.451552,2.340681362725451,0.5,6,500,219,False,0,x86_64,1,0.09363231575116515,436,218,0.0843275273218751,0.08421659469604492,-215.0,,0.0943737393245101,436,218,0.10617226362228394,0.10603570938110352,-215.0,,0.09474335703998804,436,218,0.09294669283553958,0.09282517433166504,-215.0,,0.09554314520210028,436,218,0.11126324208453298,0.11095929145812988,-215.0,
1730257262.848373,rays-3,1000,1730257245.451552,2.3517034068136273,0.5,6,500,224,False,0,x86_64,1,0.09401619620621204,446,223,0.14501306787133217,0.1448960304260254,-220.0,,0.0979272392578423,446,223,0.14232217986136675,0.1421828269958496,-220.0,,0.09372896794229746,446,223,0.0643756790086627,0.06424546241760254,-220.0,,0.09470359468832612,446,223,0.0577777000144124,0.05765843391418457,-220.0,
1730257263.749373,rays-3,1000,1730257245.451552,2.3627254509018036,0.5,6,500,230,False,0,x86_64,1,0.09241199865937233,458,229,0.05587668716907501,0.05575966835021973,-226.0,,0.09534943336620927,458,229,0.133736414834857,0.13359928131103516,-226.0,,0.09511987585574389,458,229,0.06625219993293285,0.06612801551818848,-226.0,,0.09749783296138048,458,229,0.09196811309084296,0.09184765815734863,-226.0,
