instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_swp: SWP,specialized_swp: Solve Time
1730231415.922136,hc-star-5,500,1730231339.510587,3.2334669338677355,0.5,6,500,1711,False,0,x86_64,2,0.2985834125429392,3268,1634,0.569152070209384,0.5689411163330078,-1628.0,,0.3187174052000046,3268,1634,0.8141064811497927,0.813988208770752,-1628.0,,6,0.022718748077750206
1730231418.423398,hc-star-5,500,1730231339.510587,3.244488977955912,0.5,6,500,1755,False,0,x86_64,6,0.3035983871668577,3352,1676,0.5079454947263002,0.5078186988830566,-1664.0,,0.32504591532051563,3352,1676,0.7614665366709232,0.7613358497619629,-1664.0,,12,0.03829662688076496
1730231420.812784,hc-star-5,500,1730231339.510587,3.255511022044088,0.5,6,500,1800,False,0,x86_64,10,0.3068876937031746,3438,1719,0.39665415324270725,0.39650702476501465,-1701.0,,0.33305259980261326,3438,1719,0.34989579394459724,0.3497600555419922,-1701.0,,18,0.053194694221019745
1730231422.777419,hc-star-5,500,1730231339.510587,3.2665330661322645,0.5,6,500,1847,False,0,x86_64,16,0.33400864712893963,3526,1763,0.7663524057716131,0.7662467956542969,-1739.0,,0.3294612914323807,3526,1763,0.8197855949401855,0.8196597099304199,-1739.0,,24,0.06828434392809868
1730231425.56767,hc-star-5,500,1730231339.510587,3.277555110220441,0.5,6,500,1894,False,0,x86_64,16,0.31607325933873653,3612,1806,0.5899771321564913,0.5898463726043701,-1782.0,,0.3384164124727249,3612,1806,0.8635599110275507,0.8634309768676758,-1782.0,,24,0.0693634394556284
1730231428.196859,hc-star-5,500,1730231339.510587,3.2885771543086175,0.5,6,500,1943,False,0,x86_64,16,0.34494284726679325,3706,1853,0.9792711120098829,0.9791648387908936,-1829.0,,0.3447064235806465,3706,1853,-1,-1,-1,PuLP: Error while trying to execute gurobi_cl,24,0.07209303043782711
1730231431.183865,hc-star-5,500,1730231339.510587,3.299599198396794,0.5,6,500,1993,False,0,x86_64,18,0.32874966226518154,3802,1901,1.132223991677165,1.1320836544036865,-1871.0,,0.3500157259404659,3802,1901,0.6036719232797623,0.6035363674163818,-1871.0,,30,0.08791021257638931
1730231434.172307,hc-star-5,500,1730231339.510587,3.31062124248497,0.5,6,500,2044,False,0,x86_64,34,0.3342400435358286,3892,1946,0.8488813042640686,0.8487637042999268,-1904.0,,0.3616532403975725,3892,1946,0.6897122487425804,0.689579963684082,-1904.0,,42,0.12081610038876534
1730231437.047218,hc-star-5,500,1730231339.510587,3.3216432865731464,0.5,6,500,2097,False,0,x86_64,34,0.34266327135264874,3984,1992,1.3911716807633638,1.391042947769165,-1950.0,,0.3600862883031368,3984,1992,0.6005710754543543,0.6004552841186523,-1950.0,,42,0.12258419580757618
1730231440.372245,hc-star-5,500,1730231339.510587,3.3326653306613228,0.5,6,500,2151,False,0,x86_64,65,0.3555755037814379,4082,2041,0.531737457960844,0.5316011905670166,-1987.0,,0.37241867929697037,4082,2041,1.0402217376977205,1.0400950908660889,-1987.0,,54,0.15842715464532375
1730231443.349027,hc-star-5,500,1730231339.510587,3.343687374749499,0.5,6,500,2206,False,0,x86_64,82,0.35902784392237663,4184,2092,0.6257380079478025,0.6256124973297119,-2032.0,,0.3811953831464052,4184,2092,0.9694606624543667,0.9693248271942139,-2032.0,,60,0.1776205375790596
1730231446.391653,hc-star-5,500,1730231339.510587,3.3547094188376754,0.5,6,500,2263,False,0,x86_64,93,0.36762700602412224,4288,2144,0.8528693839907646,0.8527357578277588,-2078.0,,0.38680495508015156,4288,2144,0.689048808068037,0.6889133453369141,-2078.0,,66,0.19719452783465385
1730231449.402104,hc-star-5,500,1730231339.510587,3.3657314629258517,0.5,6,500,2321,False,0,x86_64,102,0.3613673411309719,4398,2199,1.321526639163494,1.3214149475097656,-2133.0,,0.3966803811490536,4398,2199,0.7974828835576773,0.7973494529724121,-2133.0,,66,0.20000572130084038
1730231452.993067,hc-star-5,500,1730231339.510587,3.3767535070140284,0.5,6,500,2380,False,0,x86_64,104,0.3713251017034054,4506,2253,0.6609429735690355,0.6608145236968994,-2187.0,,0.4042155295610428,4506,2253,0.7843460664153099,0.7842333316802979,-2187.0,,66,0.2046390101313591
1730231455.93469,hc-star-5,500,1730231339.510587,3.3877755511022047,0.5,6,500,2442,False,0,x86_64,112,0.3905465044081211,4614,2307,1.0890471655875444,1.0889134407043457,-2235.0,,0.41245424933731556,4614,2307,2.5567182395607233,2.5565855503082275,-2235.0,,72,0.22542861849069595
