instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,k (percent),lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_adp: ADP,specialized_adp: contingency set,specialized_adp: Solve Time
1730241767.72474,rsa,1000,1730241764.759449,2.3286573146292584,2.0,6,500,213,False,0,x86_64,1,50,0.07179346308112144,0,212,0.1931637842208147,0.19296765327453613,0.0,,0.09846221655607224,0,212,0.09606855176389217,0.09593796730041504,0.0,,0,[],0.03472067974507809
1730241768.299309,rsa,1000,1730241764.759449,2.3366733466933867,2.0,6,500,217,False,0,x86_64,1,50,0.07313350960612297,0,216,0.09937966428697109,0.0992584228515625,0.0,,0.07800798304378986,0,216,0.10786177590489388,0.10773134231567383,0.0,,0,[],0.0361773706972599
1730241768.773441,rsa,1000,1730241764.759449,2.344689378757515,2.0,6,500,221,False,0,x86_64,1,50,0.07834075950086117,0,220,0.11483334563672543,0.11469483375549316,0.0,,0.0988970622420311,0,220,0.09312305226922035,0.09299588203430176,0.0,,0,[],0.035621294751763344
1730241769.286756,rsa,1000,1730241764.759449,2.352705410821643,2.0,6,500,225,False,0,x86_64,1,50,0.0761503241956234,0,224,0.09444615989923477,0.09432053565979004,0.0,,0.08683455549180508,0,224,0.0838336180895567,0.08370852470397949,0.0,,0,[],0.035966092720627785
1730241769.748287,rsa,1000,1730241764.759449,2.3607214428857715,2.0,6,500,229,False,0,x86_64,1,50,0.07474559545516968,0,228,0.0963229238986969,0.0961911678314209,0.0,,0.08010658249258995,0,228,0.09868182428181171,0.0985555648803711,0.0,,0,[],0.03596428222954273
1730241770.21452,rsa,1000,1730241764.759449,2.3687374749498997,2.0,6,500,233,False,0,x86_64,1,50,0.07608754374086857,0,232,0.12503599002957344,0.12490558624267578,0.0,,0.08574983477592468,0,232,0.07929779961705208,0.07915949821472168,0.0,,0,[],0.038218166679143906
1730241770.713677,rsa,1000,1730241764.759449,2.376753507014028,2.0,6,500,238,False,0,x86_64,1,50,0.08092529326677322,0,237,0.14101634174585342,0.14088678359985352,0.0,,0.092171186581254,0,237,0.1349859368056059,0.13484668731689453,0.0,,0,[],0.05203353054821491
1730241771.301844,rsa,1000,1730241764.759449,2.3847695390781563,2.0,6,500,242,False,0,x86_64,1,50,0.08576285094022751,0,241,0.13155855797231197,0.13142180442810059,0.0,,0.08523513190448284,0,241,0.11955836042761803,0.11943221092224121,0.0,,0,[],0.037090493366122246
1730241771.86838,rsa,1000,1730241764.759449,2.3927855711422845,2.0,6,500,247,False,0,x86_64,1,50,0.0772536601871252,0,246,0.08551168255507946,0.08540511131286621,0.0,,0.08352003619074821,0,246,0.09566541574895382,0.09553670883178711,0.0,,0,[],0.043391574174165726
1730241772.371955,rsa,1000,1730241764.759449,2.400801603206413,2.0,6,500,251,False,0,x86_64,1,50,0.08400344662368298,0,250,0.08428726345300674,0.08416342735290527,0.0,,0.08026762306690216,0,250,0.08819722011685371,0.08807015419006348,0.0,,0,[],0.041037874296307564
1730241772.849181,rsa,1000,1730241764.759449,2.408817635270541,2.0,6,500,256,False,0,x86_64,1,50,0.07718377560377121,0,255,0.09848921559751034,0.09834694862365723,0.0,,0.08484451100230217,0,255,0.08325475640594959,0.08312201499938965,0.0,,0,[],0.04155567288398743
