instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_swp: SWP,specialized_swp: Solve Time
1730231294.823624,rsa,500,1730231283.407227,2.285571142284569,0.5,6,500,193,False,0,x86_64,1,0.07339001260697842,368,184,0.0894321110099554,0.08924126625061035,-181.0,,0.08146519400179386,368,184,0.0863167867064476,0.08619928359985352,-181.0,,3,0.006376834586262703
1730231295.269809,rsa,500,1730231283.407227,2.2965931863727453,0.5,6,500,197,False,0,x86_64,1,0.07242664135992527,376,188,0.07567362301051617,0.07554745674133301,-185.0,,0.07802100852131844,376,188,0.08696693554520607,0.08684229850769043,-185.0,,3,0.006403299048542976
1730231295.684947,rsa,500,1730231283.407227,2.3076152304609217,0.5,6,500,203,False,0,x86_64,1,0.07342808321118355,388,194,0.10040224902331829,0.10027194023132324,-191.0,,0.09301567636430264,388,194,0.14429379254579544,0.14416241645812988,-191.0,,3,0.009137377142906189
1730231296.232299,rsa,500,1730231283.407227,2.3186372745490984,0.5,6,500,208,False,0,x86_64,1,0.07913784869015217,398,199,0.28459134697914124,0.284454345703125,-196.0,,0.1055079810321331,398,199,0.1761106364428997,0.1759662628173828,-196.0,,3,0.00946049578487873
1730231297.013229,rsa,500,1730231283.407227,2.3296593186372747,0.5,6,500,213,False,0,x86_64,1,0.08834159001708031,404,202,0.08980488777160645,0.08968377113342285,-199.0,,0.08603105694055557,404,202,0.20243953727185726,0.20230650901794434,-199.0,,3,0.00849735364317894
1730231297.623601,rsa,500,1730231283.407227,2.340681362725451,0.5,6,500,219,False,0,x86_64,1,0.08575309626758099,414,207,0.06667684763669968,0.06656169891357422,-204.0,,0.07804658822715282,414,207,0.07669050805270672,0.07656192779541016,-204.0,,3,0.006529251113533974
1730231298.046077,rsa,500,1730231283.407227,2.3517034068136273,0.5,6,500,224,False,0,x86_64,1,0.09049864858388901,424,212,0.10900752991437912,0.1088719367980957,-209.0,,0.10316031612455845,424,212,0.08887209556996822,0.08874082565307617,-209.0,,3,0.007154559716582298
1730231298.601925,rsa,500,1730231283.407227,2.3627254509018036,0.5,6,500,230,False,0,x86_64,1,0.0745148304849863,434,217,0.08666738867759705,0.08653688430786133,-214.0,,0.0803011879324913,434,217,0.06816951371729374,0.06805205345153809,-214.0,,3,0.006484240293502808
1730231299.015794,rsa,500,1730231283.407227,2.3737474949899804,0.5,6,500,236,False,0,x86_64,1,0.0753416121006012,446,223,0.0864952802658081,0.08637380599975586,-220.0,,0.08156269416213036,446,223,0.12777231261134148,0.12763190269470215,-220.0,,3,0.009268663823604584
1730231299.520707,rsa,500,1730231283.407227,2.3847695390781567,0.5,6,500,242,False,0,x86_64,1,0.08781306073069572,458,229,0.11108100786805153,0.11094045639038086,-226.0,,0.10131499171257019,458,229,0.07359088398516178,0.07346773147583008,-226.0,,3,0.006748553365468979
1730231300.056894,rsa,500,1730231283.407227,2.395791583166333,0.5,6,500,248,False,0,x86_64,1,0.0782130341976881,468,234,0.08127660490572453,0.08114981651306152,-231.0,,0.08030618913471699,468,234,0.091799670830369,0.09167003631591797,-231.0,,3,0.007852261886000633
1730231300.508246,rsa,500,1730231283.407227,2.4068136272545093,0.5,6,500,255,False,0,x86_64,1,0.08600137755274773,480,240,0.08408632501959801,0.08392047882080078,-237.0,,0.09983913414180279,480,240,0.09448439255356789,0.09435105323791504,-237.0,,3,0.008173907175660133
1730231301.010275,rsa,500,1730231283.407227,2.4178356713426856,0.5,6,500,261,False,0,x86_64,1,0.08737847581505775,492,246,0.08623596467077732,0.08611106872558594,-243.0,,0.08342495560646057,492,246,0.08654678426682949,0.08642053604125977,-243.0,,3,0.006730286404490471
1730231301.474998,rsa,500,1730231283.407227,2.428857715430862,0.5,6,500,268,False,0,x86_64,1,0.07869541272521019,506,253,0.11713944189250469,0.11700296401977539,-250.0,,0.10255550593137741,506,253,0.09336661547422409,0.09322476387023926,-250.0,,3,0.0069441720843315125
1730231301.974099,rsa,500,1730231283.407227,2.4398797595190382,0.5,6,500,275,False,0,x86_64,1,0.07877749018371105,512,256,0.07427248172461987,0.07415008544921875,-253.0,,0.08162064291536808,512,256,0.06847799755632877,0.06835460662841797,-253.0,,3,0.006742425262928009
1730231302.389998,rsa,500,1730231283.407227,2.4509018036072145,0.5,6,500,282,False,0,x86_64,1,0.07927819341421127,526,263,0.10857881046831608,0.10844802856445312,-260.0,,0.0873040184378624,526,263,0.1158174630254507,0.11568140983581543,-260.0,,3,0.00719439797103405
1730231302.892643,rsa,500,1730231283.407227,2.461923847695391,0.5,6,500,289,False,0,x86_64,1,0.07994233071804047,538,269,0.10640237107872963,0.1062631607055664,-266.0,,0.08711754903197289,538,269,0.0963859111070633,0.09625697135925293,-266.0,,3,0.008930923417210579
1730231303.396991,rsa,500,1730231283.407227,2.472945891783567,0.5,6,500,297,False,0,x86_64,1,0.08531695604324341,552,276,0.1074312124401331,0.1072988510131836,-273.0,,0.08272752352058887,552,276,0.3086841683834791,0.30855250358581543,-273.0,,3,0.010065464302897453
1730231304.123615,rsa,500,1730231283.407227,2.4839679358717435,0.5,6,500,304,False,0,x86_64,1,0.09178533777594566,566,283,0.26733656600117683,0.26718974113464355,-280.0,,0.10993285849690437,566,283,0.15841372311115265,0.15828275680541992,-280.0,,3,0.009049901738762856
