instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,k (percent),lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP lp approximation,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_adp: ADP,specialized_adp: Solve Time
1730302712.264802,rays-5,1000,1730302694.994502,3.079158316633267,0.5,6,500,1199,False,0,x86_64,2,50,0.20084669580683112,0,1199,0.15856947377324104,0.1583859920501709,1.0,,0.2045732052065432,0,1199,0.1356788920238614,0.13556456565856934,1.0,,1.0,0.1536497320048511
1730302713.327707,rays-5,1000,1730302694.994502,3.090180360721443,0.5,6,500,1230,False,0,x86_64,2,50,0.20260962285101414,0,1230,0.1427552946843207,0.14266324043273926,1.0,,0.20578100206330419,0,1230,0.13857309380546212,0.13845014572143555,1.0,,1.0,0.15361397387459874
1730302714.400336,rays-5,1000,1730302694.994502,3.1012024048096194,0.5,6,500,1262,False,0,x86_64,2,50,0.20736282877624035,0,1262,0.13905054237693548,0.1389317512512207,1.0,,0.20878711994737387,0,1262,0.2593388049863279,0.25921082496643066,1.0,,1.0,0.21017489582300186
1730302715.633818,rays-5,1000,1730302694.994502,3.1122244488977957,0.5,6,500,1294,False,0,x86_64,2,50,0.20799683313816786,0,1294,0.1600517281331122,0.15993189811706543,1.0,,0.2116300198249519,0,1294,0.14374198438599706,0.14361929893493652,1.0,,1.0,0.13891331711784005
1730302716.705065,rays-5,1000,1730302694.994502,3.123246492985972,0.5,6,500,1328,False,0,x86_64,2,50,0.21500502480193973,0,1328,0.1451712897978723,0.14507126808166504,1.0,,0.2176581509411335,0,1328,0.15628054970875382,0.15615463256835938,1.0,,1.0,0.33073734072968364
1730302718.018725,rays-5,1000,1730302694.994502,3.1342685370741483,0.5,6,500,1362,False,0,x86_64,2,50,0.2144895801320672,0,1362,0.25532785104587674,0.2551915645599365,1.0,,0.2559741069562733,0,1362,0.22819710709154606,0.22807025909423828,1.0,,1.0,0.19358372688293457
1730302719.423909,rays-5,1000,1730302694.994502,3.1452905811623246,0.5,6,500,1397,False,0,x86_64,2,50,0.22508992813527584,0,1397,0.16979111172258854,0.16966867446899414,1.0,,0.22296688798815012,0,1397,0.16178703913465142,0.1616835594177246,1.0,,1.0,0.1696883891709149
1730302720.732018,rays-5,1000,1730302694.994502,3.156312625250501,0.5,6,500,1433,False,0,x86_64,2,50,0.22464415710419416,0,1433,0.16455181827768683,0.16442632675170898,1.0,,0.22730127116665244,0,1433,0.1660867822356522,0.16595029830932617,1.0,,1.0,0.18266352778300643
1730302721.954533,rays-5,1000,1730302694.994502,3.1673346693386777,0.5,6,500,1470,False,0,x86_64,2,50,0.22788149025291204,0,1470,0.1754666860215366,0.17534899711608887,1.0,,0.2294829860329628,0,1470,0.1468166750855744,0.14668583869934082,1.0,,1.0,0.15549373300746083
1730302723.13565,rays-5,1000,1730302694.994502,3.178356713426854,0.5,6,500,1507,False,0,x86_64,2,50,0.23283663298934698,0,1507,0.1861301544122398,0.18603801727294922,1.0,,0.23466699896380305,0,1507,0.18764618691056967,0.18751168251037598,1.0,,1.0,0.1479808879084885
