instance timestamp,query,domain size,run id,itr exponent,itr start,itr end,itr num,tuples added,bag semantics,max bag size,processor,number_of_witnesses,lp_results: witness_computation_time,lp_results: number_of_witnesses,lp_results: number_of_tuples,lp_results: Solve Time,lp_results: Solver Solution Time,lp_results: GDP,lp_results: error,ilp_results: witness_computation_time,ilp_results: number_of_witnesses,ilp_results: number_of_tuples,ilp_results: Solve Time,ilp_results: Solver Solution Time,ilp_results: GDP,ilp_results: error,specialized_dpvs: Solve Time,specialized_dpvs: contingency set,specialized_dpvs: dp-vs
1730231406.658603,hc-star-5,1000,1730231339.516056,3.2665330661322645,0.5,6,500,1847,False,0,x86_64,3,0.3119318764656782,0,1814,0.7995780352503061,0.7993745803833008,1.0,,0.32991768419742584,0,1814,0.8467667177319527,0.8466627597808838,1.0,,0.0245783980935812,"     x
6  493",1
1730231409.613482,hc-star-5,1000,1730231339.516056,3.277555110220441,0.5,6,500,1894,False,0,x86_64,3,0.3152186255902052,0,1859,0.5713158529251814,0.5711977481842041,1.0,,0.3379978537559509,0,1859,0.4351161438971758,0.43498659133911133,1.0,,0.025360243394970894,"     x
7  493",1
1730231411.790711,hc-star-5,1000,1730231339.516056,3.2885771543086175,0.5,6,500,1943,False,0,x86_64,3,0.3256002049893141,0,1906,0.3697866443544626,0.3696715831756592,1.0,,0.340373907238245,0,1906,0.32302415184676647,0.32291579246520996,1.0,,0.02453642152249813,"     x
7  493",1
1730231413.649143,hc-star-5,1000,1730231339.516056,3.299599198396794,0.5,6,500,1993,False,0,x86_64,3,0.3281486853957176,0,1955,0.4902965985238552,0.49018049240112305,1.0,,0.3534655310213566,0,1955,0.5484291519969702,0.5482997894287109,1.0,,0.024930397048592567,"     x
7  493",1
1730231415.88316,hc-star-5,1000,1730231339.516056,3.31062124248497,0.5,6,500,2044,False,0,x86_64,3,0.33633568324148655,0,2004,0.5376924593001604,0.5375747680664062,1.0,,0.3796818498522043,0,2004,1.0651345383375883,1.06502103805542,1.0,,0.024121558293700218,"     x
7  493",1
1730231418.664509,hc-star-5,1000,1730231339.516056,3.3216432865731464,0.5,6,500,2097,False,0,x86_64,4,0.34278862178325653,0,2057,0.7375345174223185,0.7374141216278076,1.0,,0.3626253344118595,0,2057,0.6458461862057447,0.6457195281982422,1.0,,0.025865409523248672,"       x
222  731",1
1730231421.240139,hc-star-5,1000,1730231339.516056,3.3326653306613228,0.5,6,500,2151,False,0,x86_64,4,0.3485098369419575,0,2107,0.3755450751632452,0.37544941902160645,1.0,,0.3621779642999172,0,2107,0.7613829672336578,0.7612528800964355,1.0,,0.025798486545681953,"       x
223  731",1
1730231423.574196,hc-star-5,1000,1730231339.516056,3.343687374749499,0.5,6,500,2206,False,0,x86_64,4,0.3427948672324419,0,2161,0.9328774884343147,0.9327654838562012,1.0,,0.37173568457365036,0,2161,0.9098910186439753,0.909785270690918,1.0,,0.025534341111779213,"       x
233  731",1
1730231426.678609,hc-star-5,1000,1730231339.516056,3.3547094188376754,0.5,6,500,2263,False,0,x86_64,4,0.3591572903096676,0,2215,0.903495941311121,0.9033811092376709,1.0,,0.3771155644208193,0,2215,0.9932843968272209,0.9931526184082031,1.0,,0.027143875136971474,"       x
236  493",1
1730231429.825165,hc-star-5,1000,1730231339.516056,3.3657314629258517,0.5,6,500,2321,False,0,x86_64,4,0.36323570646345615,0,2270,0.9444385133683681,0.9443237781524658,1.0,,0.40315335988998413,0,2270,1.1539716478437185,1.153865098953247,1.0,,0.026869339868426323,"       x
240  493",1
1730231433.203391,hc-star-5,1000,1730231339.516056,3.3767535070140284,0.5,6,500,2380,False,0,x86_64,4,0.36775161884725094,0,2325,0.8946896884590387,0.8945662975311279,1.0,,0.3902167472988367,0,2325,0.9932140037417412,0.9930858612060547,1.0,,0.02665926329791546,"       x
132  731",1
1730231436.382076,hc-star-5,1000,1730231339.516056,3.3877755511022047,0.5,6,500,2442,False,0,x86_64,4,0.3967750184237957,0,2383,0.6871398873627186,0.6870372295379639,1.0,,0.39566326700150967,0,2383,1.0017510615289211,1.0016241073608398,1.0,,0.028221724554896355,"       x
136  731",1
1730231439.378342,hc-star-5,1000,1730231339.516056,3.398797595190381,0.5,6,500,2504,False,0,x86_64,4,0.38365031220018864,0,2439,1.0482242032885551,1.0480947494506836,1.0,,0.4301826488226652,0,2439,1.2457743864506483,1.24566650390625,1.0,,0.025995969772338867,"       x
252  493",1
1730231443.115659,hc-star-5,1000,1730231339.516056,3.4098196392785574,0.5,6,500,2569,False,0,x86_64,7,0.3891388587653637,0,2498,0.796145860105753,0.7960290908813477,1.0,,0.4037361294031143,0,2498,1.0212468951940536,1.0211408138275146,1.0,,0.028019720688462257,"       x
141  731",1
1730231446.277208,hc-star-5,1000,1730231339.516056,3.4208416833667337,0.5,6,500,2635,False,0,x86_64,7,0.3949720598757267,0,2559,0.9071335829794407,0.9070148468017578,1.0,,0.4117918089032173,0,2559,0.8147516790777445,0.8146200180053711,1.0,,0.028245752677321434,"       x
146  731",1
1730231449.318691,hc-star-5,1000,1730231339.516056,3.43186372745491,0.5,6,500,2703,False,0,x86_64,7,0.39330288767814636,0,2620,1.2741676457226276,1.2740652561187744,1.0,,0.4235275872051716,0,2620,0.7787198051810265,0.7785866260528564,1.0,,0.02703244425356388,"       x
266  493",1
1730231452.758572,hc-star-5,1000,1730231339.516056,3.4428857715430863,0.5,6,500,2772,False,0,x86_64,11,0.4066246896982193,0,2687,0.7440712917596102,0.7439570426940918,1.0,,0.4549569357186556,0,2687,0.8079304751008749,0.8078205585479736,1.0,,0.026395268738269806,"       x
271  493",1
1730231455.680056,hc-star-5,1000,1730231339.516056,3.4539078156312626,0.5,6,500,2843,False,0,x86_64,11,0.4169851988554001,0,2755,1.1690630670636892,1.1689438819885254,1.0,,0.44155373238027096,0,2755,2.614453047513962,2.6143391132354736,1.0,,0.027511131018400192,"       x
156  731",1
1730231460.914614,hc-star-5,1000,1730231339.516056,3.464929859719439,0.5,6,500,2916,False,0,x86_64,13,0.42481663078069687,0,2820,0.6482559554278851,0.6481356620788574,1.0,,0.44362818636000156,0,2820,0.8543850239366293,0.8542492389678955,1.0,,0.029492832720279694,"       x
336  352",1
1730231463.885757,hc-star-5,1000,1730231339.516056,3.475951903807615,0.5,6,500,2991,False,0,x86_64,13,0.45126597583293915,0,2887,0.6324045285582542,0.6323015689849854,1.0,,0.45165218599140644,0,2887,0.5531493201851845,0.553020715713501,1.0,,0.029496021568775177,"       x
289  493",1
1730231466.559897,hc-star-5,1000,1730231339.516056,3.486973947895792,0.5,6,500,3068,False,0,x86_64,16,0.4404611010104418,0,2961,0.9002170022577047,0.9001142978668213,1.0,,0.45565094612538815,0,2961,0.9310958161950111,0.9309649467468262,1.0,,0.03059927187860012,"      x
137  76",1
1730231469.933382,hc-star-5,1000,1730231339.516056,3.4979959919839683,0.5,6,500,3147,False,0,x86_64,16,0.4499109871685505,0,3036,0.47633120603859425,0.47623515129089355,1.0,,0.4589438233524561,0,3036,0.6651359386742115,0.6650078296661377,1.0,,0.03030935302376747,"       x
172  731",1
1730231472.601166,hc-star-5,1000,1730231339.516056,3.5090180360721446,0.5,6,500,3228,False,0,x86_64,16,0.4594569932669401,0,3107,0.43728870898485184,0.43719005584716797,1.0,,0.46538709104061127,0,3107,0.7424490433186293,0.7423155307769775,1.0,,0.03154626861214638,"      x
143  76",1
1730231475.292677,hc-star-5,1000,1730231339.516056,3.520040080160321,0.5,6,500,3311,False,0,x86_64,16,0.46215968020260334,0,3184,1.076907854527235,1.076808214187622,1.0,,0.47186419554054737,0,3184,0.9328859392553568,0.9327571392059326,1.0,,0.03147185780107975,"       x
181  731",1
