OP_CARRIER,ORIGIN,DEST,COST,IS_POPULAR
OO,STL,SAN,1,0
OO,SJC,SNA,1,0
OO,SBP,SEA,1,0
OO,SEA,DAL,1,0
OO,DAL,PDX,1,0
OO,SEA,SMF,1,0
OO,SJC,SAN,1,0
OO,SFO,SNA,1,0
OO,SAN,SLC,1,0
OO,SEA,RNO,1,0
OO,RNO,SEA,1,0
OO,DAL,SEA,1,0
OO,SNA,SFO,1,0
OO,MRY,SAN,1,0
OO,SAN,MRY,1,0
OO,ICT,SEA,1,0
OO,SLC,SAN,1,0
OO,FAT,SAN,1,0
OO,PDX,RNO,1,0
OO,DAL,SFO,1,0
OO,SLC,BOI,1,0
OO,SFO,DAL,1,0
OO,BOI,SJC,1,0
OO,SNA,SJC,1,0
OO,RNO,SJC,1,0
OO,BOI,SLC,1,0
OO,SAN,FAT,1,0
OO,DAL,SAN,1,0
OO,SEA,ICT,1,0
OO,MCI,SFO,1,0
OO,SFO,MCI,1,0
OO,SJC,SEA,1,0
OO,RNO,PDX,1,0
OO,SEA,SJC,1,0
OO,SAN,STS,1,0
OO,AUS,SAN,1,0
OO,FAT,PDX,1,0
OO,PDX,FAT,1,0
OO,SJC,BOI,1,0
OO,SAN,DAL,1,0
OO,SAN,STL,1,0
OO,PDX,MCI,1,0
OO,SLC,SFO,1,0
OO,SFO,SLC,1,0
OO,MCI,SAN,1,0
OO,SAN,MCI,1,0
OO,SAN,BOI,1,0
OO,BOI,SAN,1,0
OO,SJC,RNO,1,0
OO,FAT,SEA,1,0
OO,SEA,FAT,1,0
OO,GEG,SAN,1,0
OO,SAN,GEG,1,0
OO,SBN,ATL,1,0
OO,ATL,RST,1,0
OO,RST,ATL,1,0
OO,ATL,GNV,1,0
OO,GNV,ATL,1,0
OO,ATL,MSN,1,0
OO,MSN,ATL,1,0
OO,DEN,SLC,1,0
OO,SLC,DEN,1,0
OO,MOB,ATL,1,0
OO,ATL,XNA,1,0
OO,ATL,VLD,1,0
OO,XNA,ATL,1,0
OO,VLD,ATL,1,0
OO,DTW,SDF,1,0
OO,SLC,STL,1,0
OO,STL,SLC,1,0
OO,BUF,LGA,1,0
OO,BNA,MSP,1,0
OO,RAP,SLC,1,0
OO,MOT,MSP,1,0
OO,MKE,MSP,1,0
OO,DTW,PHL,1,0
OO,GRB,MSP,1,0
OO,MSP,GRB,1,0
OO,ROC,LGA,1,0
OO,ATL,MGM,1,0
OO,MGM,ATL,1,0
OO,MSP,ASE,1,0
OO,AZO,MSP,1,0
OO,LGA,BNA,1,0
OO,MSP,LNK,1,0
OO,BOI,MSP,1,0
OO,MSP,BOI,1,0
OO,DTW,MBS,1,0
OO,FSD,MSP,1,0
OO,MSP,FSD,1,0
OO,DTW,LAN,1,0
OO,LAN,DTW,1,0
OO,FWA,ATL,1,0
OO,SLC,HLN,1,0
OO,DTW,OKC,1,0
OO,DTW,MKE,1,0
OO,MSP,PHL,1,0
OO,SLC,ABQ,1,0
OO,CID,MSP,1,0
OO,MSP,CID,1,0
OO,ATL,LFT,1,0
OO,LFT,ATL,1,0
OO,ONT,SLC,1,0
OO,SLC,ONT,1,0
OO,DTW,AUS,1,0
OO,BWI,DTW,1,0
OO,MSP,ICT,1,0
OO,SEA,MCI,1,0
OO,LGA,CHS,1,0
OO,MSP,IAH,1,0
OO,FAR,MSP,1,0
OO,ABQ,SLC,1,0
OO,PSP,SLC,1,0
OO,SLC,PSP,1,0
OO,BIL,SLC,1,0
OO,LGA,CLE,1,0
OO,MSP,FWA,1,0
OO,RDM,SLC,1,0
OO,MBS,DTW,1,0
OO,SUN,LAX,1,0
OO,BZN,MSP,1,0
OO,MSP,BZN,1,0
OO,MKE,DTW,1,0
OO,IAH,MSP,1,0
OO,BNA,LGA,1,0
OO,BMI,ATL,1,0
OO,ATL,SBN,1,0
OO,AUS,DTW,1,0
OO,DSM,SLC,1,0
OO,OAK,SLC,1,0
OO,SLC,OAK,1,0
OO,BNA,DTW,1,0
OO,DTW,BNA,1,0
OO,SLC,ASE,1,0
OO,RNO,SLC,1,0
OO,SLC,RNO,1,0
OO,CHA,ATL,1,0
OO,PSC,SLC,1,0
OO,ATW,MSP,1,0
OO,MSP,ATW,1,0
OO,MSP,IAD,1,0
OO,SDF,DTW,1,0
OO,LAS,SNA,1,0
OO,SHV,ATL,1,0
OO,LGB,SLC,1,0
OO,PHL,BOS,1,0
OO,BZN,SEA,1,0
OO,SEA,BZN,1,0
OO,LGA,STL,1,0
OO,SLC,MFR,1,0
OO,SLC,MKE,1,0
OO,ATL,MLI,1,0
OO,MLI,ATL,1,0
OO,BUR,SLC,1,0
OO,LGA,RDU,1,0
OO,DTW,BWI,1,0
OO,EUG,SLC,1,0
OO,SLC,EUG,1,0
OO,EWR,MSP,1,0
OO,MSP,EWR,1,0
OO,SYR,LGA,1,0
OO,ATL,FAY,1,0
OO,FAY,ATL,1,0
OO,ATL,MLU,1,0
OO,MSP,MOT,1,0
OO,ATL,FAR,1,0
OO,ATL,IAH,1,0
OO,SUN,SLC,1,0
OO,FAT,SLC,1,0
OO,SLC,FAT,1,0
OO,STL,LGA,1,0
OO,FCA,SLC,1,0
OO,SLC,FCA,1,0
OO,FWA,MSP,1,0
OO,DTW,SBN,1,0
OO,BUF,JFK,1,0
OO,ORD,JFK,1,0
OO,DTW,GRR,1,0
OO,GRR,DTW,1,0
OO,JFK,ORD,1,0
OO,MKE,LGA,1,0
OO,MSP,GFK,1,0
OO,GSP,LGA,1,0
OO,ORD,MSP,1,0
OO,JAC,SEA,1,0
OO,SEA,JAC,1,0
OO,GFK,MSP,1,0
OO,RDU,DCA,1,0
OO,LGA,MSN,1,0
OO,ATL,FNT,1,0
OO,FNT,ATL,1,0
OO,DTW,HPN,1,0
OO,SLC,BUR,1,0
OO,BNA,JFK,1,0
OO,DLH,MSP,1,0
OO,BIS,MSP,1,0
OO,MSP,BIS,1,0
OO,PHL,MSP,1,0
OO,ERI,DTW,1,0
OO,LGA,BHM,1,0
OO,RAP,MSP,1,0
OO,LGA,SYR,1,0
OO,MSP,LAN,1,0
OO,PSC,MSP,1,0
OO,CHS,LGA,1,0
OO,HPN,DTW,1,0
OO,MFR,SLC,1,0
OO,ATL,DHN,1,0
OO,DHN,ATL,1,0
OO,LAN,MSP,1,0
OO,MCI,SLC,1,0
OO,SLC,MCI,1,0
OO,CHS,JFK,1,0
OO,DFW,SLC,1,0
OO,GEG,SLC,1,0
OO,SLC,GEG,1,0
OO,MTJ,SLC,1,0
OO,SLC,MTJ,1,0
OO,JFK,CHS,1,0
OO,ABY,ATL,1,0
OO,RDU,LGA,1,0
OO,FCA,MSP,1,0
OO,MSP,FCA,1,0
OO,LAX,SUN,1,0
OO,SLC,PSC,1,0
OO,ATL,ABY,1,0
OO,DTW,ERI,1,0
OO,LGA,GSP,1,0
OO,JFK,BUF,1,0
OO,IAH,LGA,1,0
OO,BHM,LGA,1,0
OO,DTW,ALB,1,0
OO,DCA,RDU,1,0
OO,ATL,CHA,1,0
OO,MSP,FAR,1,0
OO,SLC,LAS,1,0
OO,MSP,DFW,1,0
OO,BQK,ATL,1,0
OO,DFW,MSP,1,0
OO,ATL,GSP,1,0
OO,ALB,DTW,1,0
OO,DTW,LEX,1,0
OO,OKC,MSP,1,0
OO,CLE,LGA,1,0
OO,TRI,ATL,1,0
OO,MSN,MSP,1,0
OO,MSP,MSN,1,0
OO,LGA,MKE,1,0
OO,MSP,DAY,1,0
OO,MDW,MSP,1,0
OO,SLC,DSM,1,0
OO,MSP,OKC,1,0
OO,ATL,GSO,1,0
OO,GSO,ATL,1,0
OO,MSP,OMA,1,0
OO,ATL,LEX,1,0
OO,ATL,MOB,1,0
OO,OMA,DTW,1,0
OO,DTW,DFW,1,0
OO,IAH,ATL,1,0
OO,LGA,RIC,1,0
OO,GSP,ATL,1,0
OO,MSN,LGA,1,0
OO,LGA,DFW,1,0
OO,ATL,BQK,1,0
OO,SLC,BIL,1,0
OO,TUS,SLC,1,0
OO,DFW,LGA,1,0
OO,RIC,LGA,1,0
OO,LGA,ROC,1,0
OO,ATL,AVL,1,0
OO,AVL,ATL,1,0
OO,SLC,DFW,1,0
OO,SLC,ELP,1,0
OO,LGA,ORD,1,0
OO,ORD,LGA,1,0
OO,LGA,IAH,1,0
OO,MSP,RAP,1,0
OO,ATL,BTR,1,0
OO,BTR,ATL,1,0
OO,SLC,RDM,1,0
OO,LGA,SAV,1,0
OO,CLT,LGA,1,0
OO,JFK,BNA,1,0
OO,DAY,MSP,1,0
OO,BOS,JFK,1,0
OO,LGA,CLT,1,0
OO,DTW,FWA,1,0
OO,DTW,IMT,1,0
OO,GTF,SLC,1,0
OO,SLC,GTF,1,0
OO,LSE,MSP,1,0
OO,MSP,LSE,1,0
OO,DTW,ESC,1,0
OO,ESC,DTW,1,0
OO,COS,SLC,1,0
OO,SLC,COS,1,0
OO,SLC,GJT,1,0
OO,CPR,SLC,1,0
OO,DTW,SWF,1,0
OO,SWF,DTW,1,0
OO,FWA,DTW,1,0
OO,DTW,MLI,1,0
OO,MSP,MLI,1,0
OO,ABE,DTW,1,0
OO,DTW,ABE,1,0
OO,DTW,SCE,1,0
OO,SCE,DTW,1,0
OO,MLI,DTW,1,0
OO,ASE,SLC,1,0
OO,MSP,DLH,1,0
OO,IDA,SLC,1,0
OO,MSP,HLN,1,0
OO,DTW,CID,1,0
OO,ATL,ASE,1,0
OO,EGE,SLC,1,0
OO,SLC,EGE,1,0
OO,HLN,MSP,1,0
OO,ASE,ATL,1,0
OO,SLC,SUN,1,0
OO,IAD,MSP,1,0
OO,LAX,LAS,1,0
OO,BZN,SLC,1,0
OO,SLC,BZN,1,0
OO,LNK,MSP,1,0
OO,SLC,IDA,1,0
OO,SLC,TUS,1,0
OO,SEA,MKE,1,0
OO,MSP,MDW,1,0
OO,ATL,SHV,1,0
OO,ATL,FWA,1,0
OO,BOI,LAX,1,0
OO,OKC,SLC,1,0
OO,SLC,OKC,1,0
OO,OKC,DTW,1,0
OO,MSN,SLC,1,0
OO,SLC,MSN,1,0
OO,ATL,TRI,1,0
OO,PHL,DTW,1,0
OO,SLC,LGB,1,0
OO,DTW,TVC,1,0
OO,TVC,DTW,1,0
OO,ASE,MSP,1,0
OO,CID,DTW,1,0
OO,SLC,SMF,1,0
OO,SMF,SLC,1,0
OO,MKE,SEA,1,0
OO,MSP,ORD,1,0
OO,SNA,LAS,1,0
OO,MSP,ISN,1,0
OO,ISN,MSP,1,0
OO,RST,MSP,1,0
OO,SBN,DTW,1,0
OO,CLE,DTW,1,0
OO,DTW,CLE,1,0
OO,SLC,RAP,1,0
OO,SLC,TUL,1,0
OO,TUL,SLC,1,0
OO,LAS,LAX,1,0
OO,MSP,BNA,1,0
OO,LEX,DTW,1,0
OO,OMA,SLC,1,0
OO,LAX,BOI,1,0
OO,HLN,SLC,1,0
OO,ICT,MSP,1,0
OO,CMH,DTW,1,0
OO,DTW,CMH,1,0
OO,SLC,OMA,1,0
OO,MSP,RST,1,0
OO,IAH,SLC,1,0
OO,CMH,MSP,1,0
OO,MSP,CMH,1,0
OO,MSP,AZO,1,0
OO,MLU,ATL,1,0
OO,MSO,SLC,1,0
OO,SLC,MSO,1,0
OO,MSP,PSC,1,0
OO,AUS,SLC,1,0
OO,SLC,AUS,1,0
OO,ATL,ROA,1,0
OO,ROA,ATL,1,0
OO,LEX,ATL,1,0
OO,MSP,XNA,1,0
OO,XNA,MSP,1,0
OO,CMX,ORD,1,0
OO,FWA,ORD,1,0
OO,EAU,ORD,1,0
OO,DEN,EAR,1,0
OO,IAD,PBG,1,0
OO,ORD,AVL,1,0
OO,DEN,SGU,1,0
OO,LAX,SGU,1,0
OO,ORD,FWA,1,0
OO,ORD,MBS,1,0
OO,ORD,LWB,1,0
OO,LWB,ORD,1,0
OO,IAD,SHD,1,0
OO,SHD,IAD,1,0
OO,MKG,ORD,1,0
OO,HYS,DEN,1,0
OO,ORD,SLN,1,0
OO,SLN,HYS,1,0
OO,AVL,ORD,1,0
OO,EAR,DEN,1,0
OO,DEN,BFF,1,0
OO,PBG,IAD,1,0
OO,ORD,DLH,1,0
OO,ORD,MKG,1,0
OO,ORD,SHD,1,0
OO,SHD,ORD,1,0
OO,ORD,UIN,1,0
OO,UIN,CGI,1,0
OO,CKB,ORD,1,0
OO,MBS,ORD,1,0
OO,RKS,DEN,1,0
OO,IAD,CKB,1,0
OO,DEN,PUB,1,0
OO,PUB,LBL,1,0
OO,DEN,LBL,1,0
OO,ORD,CMX,1,0
OO,ORD,EAU,1,0
OO,PUB,DEN,1,0
OO,ORD,CKB,1,0
OO,CKB,IAD,1,0
OO,ORD,PAH,1,0
OO,ORD,SPI,1,0
OO,PAH,ORD,1,0
OO,CGI,UIN,1,0
OO,UIN,ORD,1,0
OO,DEN,RKS,1,0
OO,DEN,VEL,1,0
OO,VEL,DEN,1,0
OO,CNY,DEN,1,0
OO,CGI,ORD,1,0
OO,LBL,DEN,1,0
OO,DEN,CNY,1,0
OO,BFF,DEN,1,0
OO,SPI,ORD,1,0
OO,DVL,JMS,1,0
OO,JMS,DEN,1,0
OO,DEN,JMS,1,0
OO,JMS,DVL,1,0
OO,LAR,DEN,1,0
OO,DEN,LAR,1,0
OO,DEN,GCC,1,0
OO,ORD,CGI,1,0
OO,SGU,LAX,1,0
OO,DEN,LBF,1,0
OO,DLH,ORD,1,0
OO,DEN,HYS,1,0
OO,HYS,SLN,1,0
OO,SLN,ORD,1,0
OO,SGU,DEN,1,0
OO,PRC,DEN,1,0
OO,DEN,PRC,1,0
OO,PRC,LAX,1,0
OO,LAX,PRC,1,0
OO,GCC,DEN,1,0
OO,LBF,DEN,1,0
OO,SFO,EUG,1,0
OO,LAX,DFW,1,0
OO,ASE,IAH,1,0
OO,AUS,SFO,1,0
OO,BUR,DEN,1,0
OO,BZN,LAX,1,0
OO,DFW,SFO,1,0
OO,ORD,SBN,1,0
OO,DEN,FAR,1,0
OO,ONT,SFO,1,0
OO,ORD,CLT,1,0
OO,CLT,ORD,1,0
OO,SMF,LAX,1,0
OO,SEA,LAX,1,0
OO,SFO,BOI,1,0
OO,SFO,RNO,1,0
OO,DEN,DFW,1,0
OO,PSP,SFO,1,0
OO,SFO,BUR,1,0
OO,BZN,SFO,1,0
OO,SFO,MRY,1,0
OO,DEN,SUN,1,0
OO,DFW,LAX,1,0
OO,BIL,DEN,1,0
OO,ICT,DEN,1,0
OO,IAH,MEM,1,0
OO,SFO,BZN,1,0
OO,IAH,XNA,1,0
OO,ATL,ORD,1,0
OO,ORD,PNS,1,0
OO,DCA,ORD,1,0
OO,FAR,DEN,1,0
OO,JAN,ORD,1,0
OO,EGE,SFO,1,0
OO,ASE,DEN,1,0
OO,COS,DEN,1,0
OO,FAT,DEN,1,0
OO,ORD,ATL,1,0
OO,DEN,MFR,1,0
OO,ORD,JAN,1,0
OO,FSD,DEN,1,0
OO,CHA,ORD,1,0
OO,DEN,COS,1,0
OO,DEN,ICT,1,0
OO,SFO,SBA,1,0
OO,ORD,BHM,1,0
OO,SFO,GEG,1,0
OO,SBN,ORD,1,0
OO,SBA,SFO,1,0
OO,SFO,ONT,1,0
OO,PSP,ORD,1,0
OO,MFR,SFO,1,0
OO,SFO,PDX,1,0
OO,PNS,ORD,1,0
OO,SAT,LAX,1,0
OO,DEN,IND,1,0
OO,SFO,BFL,1,0
OO,DEN,OKC,1,0
OO,CID,ORD,1,0
OO,ACV,SFO,1,0
OO,ORD,RAP,1,0
OO,RNO,SFO,1,0
OO,ORD,PSP,1,0
OO,SFO,MTJ,1,0
OO,BOI,DEN,1,0
OO,BUF,ORD,1,0
OO,BOI,ORD,1,0
OO,ORD,RDU,1,0
OO,ORD,CHA,1,0
OO,SFO,AUS,1,0
OO,BFL,DEN,1,0
OO,CMH,DEN,1,0
OO,DEN,PHX,1,0
OO,DEN,PDX,1,0
OO,COS,IAH,1,0
OO,SFO,XNA,1,0
OO,TUL,DEN,1,0
OO,DEN,BIS,1,0
OO,ORD,CID,1,0
OO,IAH,ASE,1,0
OO,SFO,FAT,1,0
OO,ORD,BUF,1,0
OO,BHM,ORD,1,0
OO,DEN,TUS,1,0
OO,SAT,SFO,1,0
OO,LAX,MRY,1,0
OO,ORD,STL,1,0
OO,LEX,ORD,1,0
OO,MRY,SFO,1,0
OO,LAX,COS,1,0
OO,GEG,SFO,1,0
OO,DFW,DEN,1,0
OO,PSP,LAX,1,0
OO,DEN,CMH,1,0
OO,OKC,DEN,1,0
OO,RDU,ORD,1,0
OO,SFO,SAT,1,0
OO,SFO,PSP,1,0
OO,STL,SFO,1,0
OO,DEN,BUR,1,0
OO,DEN,ASE,1,0
OO,ORD,SYR,1,0
OO,EUG,SFO,1,0
OO,SAV,ORD,1,0
OO,BUR,SFO,1,0
OO,SFO,LAX,1,0
OO,SYR,ORD,1,0
OO,SMF,DEN,1,0
OO,BNA,DEN,1,0
OO,DEN,MAF,1,0
OO,BOI,SFO,1,0
OO,ORD,TUS,1,0
OO,DEN,DSM,1,0
OO,COS,LAX,1,0
OO,ORD,LEX,1,0
OO,RDD,SFO,1,0
OO,DEN,FAT,1,0
OO,IAD,SAV,1,0
OO,DEN,FSD,1,0
OO,ORD,FCA,1,0
OO,ORD,PIA,1,0
OO,IND,DEN,1,0
OO,JAC,SFO,1,0
OO,DEN,STL,1,0
OO,SHV,DEN,1,0
OO,PIA,ORD,1,0
OO,GRR,DEN,1,0
OO,FAT,SFO,1,0
OO,ABQ,IAH,1,0
OO,SAV,IAD,1,0
OO,IAH,ABQ,1,0
OO,DEN,SBP,1,0
OO,LAX,PSP,1,0
OO,SFO,TUS,1,0
OO,LAX,SAT,1,0
OO,MSP,SFO,1,0
OO,OKC,SFO,1,0
OO,SFO,JAC,1,0
OO,DEN,EGE,1,0
OO,IAH,ELP,1,0
OO,SGF,IAH,1,0
OO,DEN,MKE,1,0
OO,IAH,COS,1,0
OO,LAX,SBA,1,0
OO,SFO,SMF,1,0
OO,SFO,MFR,1,0
OO,MFR,DEN,1,0
OO,PHX,SFO,1,0
OO,RDM,SFO,1,0
OO,SMF,SFO,1,0
OO,DEN,BIL,1,0
OO,LAX,SEA,1,0
OO,TUS,DEN,1,0
OO,FCA,ORD,1,0
OO,ASE,SFO,1,0
OO,BIS,DEN,1,0
OO,ORD,DCA,1,0
OO,LAX,SBP,1,0
OO,SBA,DEN,1,0
OO,IAH,SGF,1,0
OO,MEM,IAH,1,0
OO,MRY,LAX,1,0
OO,SFO,ACV,1,0
OO,DEN,SMF,1,0
OO,JAN,IAH,1,0
OO,PSP,DEN,1,0
OO,PDX,DEN,1,0
OO,SFO,DFW,1,0
OO,OTH,SFO,1,0
OO,PSC,SFO,1,0
OO,TUS,ORD,1,0
OO,SFO,RDM,1,0
OO,PIT,ORD,1,0
OO,XNA,SFO,1,0
OO,MMH,SFO,1,0
OO,CLT,DEN,1,0
OO,DEN,TUL,1,0
OO,BNA,IAH,1,0
OO,SFO,OKC,1,0
OO,LAX,SFO,1,0
OO,SUN,DEN,1,0
OO,SBA,LAX,1,0
OO,LAX,MMH,1,0
OO,SFO,SUN,1,0
OO,TUS,SFO,1,0
OO,DEN,ISN,1,0
OO,SFO,RDD,1,0
OO,BFL,SFO,1,0
OO,LAX,SMF,1,0
OO,SBP,LAX,1,0
OO,PHX,DEN,1,0
OO,ACV,LAX,1,0
OO,SFO,SBP,1,0
OO,SBP,SFO,1,0
OO,ISN,DEN,1,0
OO,MKE,DEN,1,0
OO,SEA,SFO,1,0
OO,BZN,DEN,1,0
OO,IAH,MCI,1,0
OO,ORD,RIC,1,0
OO,SFO,ASE,1,0
OO,STL,DEN,1,0
OO,SBP,DEN,1,0
OO,MAF,DEN,1,0
OO,LAX,HDN,1,0
OO,SFO,OTH,1,0
OO,DEN,BOI,1,0
OO,SFO,PSC,1,0
OO,ORD,BOI,1,0
OO,PDX,SFO,1,0
OO,SFO,MSP,1,0
OO,SFO,STS,1,0
OO,DEN,SBA,1,0
OO,DEN,EUG,1,0
OO,LAX,BZN,1,0
OO,STS,SFO,1,0
OO,SFO,SEA,1,0
OO,IAH,BHM,1,0
OO,XNA,IAH,1,0
OO,DEN,SAT,1,0
OO,DEN,MMH,1,0
OO,MTJ,DEN,1,0
OO,IAH,BNA,1,0
OO,DEN,BFL,1,0
OO,LAX,ACV,1,0
OO,DEN,SHV,1,0
OO,MSN,SFO,1,0
OO,RAP,DEN,1,0
OO,SFO,STL,1,0
OO,RIC,ORD,1,0
OO,MMH,DEN,1,0
OO,DEN,ATL,1,0
OO,ORD,LIT,1,0
OO,ABQ,LAX,1,0
OO,DEN,AUS,1,0
OO,STL,ORD,1,0
OO,EGE,DEN,1,0
OO,BHM,IAH,1,0
OO,IAH,SHV,1,0
OO,DEN,MTJ,1,0
OO,EUG,DEN,1,0
OO,MRY,DEN,1,0
OO,DEN,PSP,1,0
OO,ORD,PIT,1,0
OO,AUS,LAX,1,0
OO,LAX,ABQ,1,0
OO,ELP,IAH,1,0
OO,IAH,JAN,1,0
OO,SFO,MMH,1,0
OO,JAX,ORD,1,0
OO,SFO,MSN,1,0
OO,DEN,BNA,1,0
OO,DEN,BZN,1,0
OO,HDN,LAX,1,0
OO,LIT,DEN,1,0
OO,LAX,AUS,1,0
OO,MMH,LAX,1,0
OO,DEN,MRY,1,0
OO,SUN,SFO,1,0
OO,MTJ,SFO,1,0
OO,COD,DEN,1,0
OO,DEN,COD,1,0
OO,DEN,ONT,1,0
OO,SLC,IAH,1,0
OO,ONT,DEN,1,0
OO,SFO,EGE,1,0
OO,SFO,PHX,1,0
OO,LWS,SLC,1,0
OO,SLC,LWS,1,0
OO,PIH,SLC,1,0
OO,SLC,PIH,1,0
OO,MQT,MSP,1,0
OO,ABR,MSP,1,0
OO,MSP,ABR,1,0
OO,GJT,SLC,1,0
OO,APN,DTW,1,0
OO,DTW,APN,1,0
OO,PLN,DTW,1,0
OO,BJI,MSP,1,0
OO,MSP,BJI,1,0
OO,SLC,CPR,1,0
OO,BRD,MSP,1,0
OO,MSP,BRD,1,0
OO,BTM,SLC,1,0
OO,SLC,BTM,1,0
OO,CDC,SLC,1,0
OO,SLC,CDC,1,0
OO,CIU,MSP,1,0
OO,MSP,CIU,1,0
OO,EKO,SLC,1,0
OO,IMT,DTW,1,0
OO,MSP,MQT,1,0
OO,SLC,EKO,1,0
OO,DTW,ITH,1,0
OO,SGU,SLC,1,0
OO,SLC,SGU,1,0
OO,TWF,SLC,1,0
OO,HIB,MSP,1,0
OO,MSP,HIB,1,0
OO,DTW,BGM,1,0
OO,SLC,TWF,1,0
OO,DTW,MQT,1,0
OO,MQT,DTW,1,0
OO,DTW,PLN,1,0
OO,PLN,APN,1,0
OO,CIU,DTW,1,0
OO,DTW,CIU,1,0
OO,RHI,MSP,1,0
OO,MSP,RHI,1,0
OO,IMT,MSP,1,0
OO,BGM,DTW,1,0
OO,ITH,DTW,1,0
OO,INL,MSP,1,0
OO,MSP,INL,1,0
OO,MLI,MSP,1,0
OO,MSP,IMT,1,0
DL,TPA,ATL,1,0
DL,ATL,TPA,1,0
DL,ATL,DFW,1,0
DL,DFW,ATL,1,0
DL,LAX,JFK,1,0
DL,JFK,LAX,1,0
DL,IAH,ATL,1,0
DL,PDX,LAX,1,0
DL,LAX,PDX,1,0
DL,ATL,RSW,1,0
DL,DTW,ATL,1,0
DL,MSP,JFK,1,0
DL,JFK,MSP,1,0
DL,KOA,SEA,1,0
DL,SEA,LAX,1,0
DL,LAX,SEA,1,0
DL,ATL,GSP,1,0
DL,MCO,ATL,1,0
DL,ATL,MCO,1,0
DL,LAX,ATL,1,0
DL,SEA,SLC,1,0
DL,SLC,SEA,1,0
DL,ATL,JFK,1,0
DL,RDU,ATL,1,0
DL,ATL,RDU,1,0
DL,ATL,MCI,1,0
DL,SJU,JFK,1,0
DL,ATL,ORD,1,0
DL,SNA,JFK,1,0
DL,SLC,DEN,1,0
DL,STT,ATL,1,0
DL,ATL,PIT,1,0
DL,ATL,BNA,1,0
DL,SJU,ATL,1,0
DL,ATL,SJU,1,0
DL,OMA,SLC,1,0
DL,SLC,OMA,1,0
DL,DTW,BOS,1,0
DL,DTW,MCO,1,0
DL,MCO,DTW,1,0
DL,ATL,FLL,1,0
DL,ATL,IAH,1,0
DL,ATL,SRQ,1,0
DL,BOS,ATL,1,0
DL,PBI,BOS,1,0
DL,ATL,DAB,1,0
DL,ONT,SLC,1,0
DL,ATL,PBI,1,0
DL,MSP,MCO,1,0
DL,ATL,BWI,1,0
DL,DTW,TPA,1,0
DL,SFO,LAX,1,0
DL,DTW,SFO,1,0
DL,ATL,EWR,1,0
DL,MSP,LAS,1,0
DL,DEN,JFK,1,0
DL,ATL,CLE,1,0
DL,MSP,DEN,1,0
DL,PHX,JFK,1,0
DL,ATL,JAX,1,0
DL,MSP,TPA,1,0
DL,TPA,MSP,1,0
DL,DFW,LAX,1,0
DL,ATL,GSO,1,0
DL,DTW,CLT,1,0
DL,SLC,SNA,1,0
DL,SNA,SLC,1,0
DL,PIT,DTW,1,0
DL,MSP,CLT,1,0
DL,DTW,BWI,1,0
DL,ATL,CLT,1,0
DL,CLT,ATL,1,0
DL,MEM,DTW,1,0
DL,SAN,SEA,1,0
DL,RSW,ATL,1,0
DL,BNA,ATL,1,0
DL,HNL,JFK,1,0
DL,JFK,HNL,1,0
DL,JFK,SJU,1,0
DL,ATL,SLC,1,0
DL,SLC,ATL,1,0
DL,JFK,STT,1,0
DL,OGG,LAX,1,0
DL,LAX,OGG,1,0
DL,SEA,DEN,1,0
DL,SLC,ONT,1,0
DL,ATL,STT,1,0
DL,HNL,MSP,1,0
DL,MSP,HNL,1,0
DL,SEA,MSP,1,0
DL,MSP,SEA,1,0
DL,SLC,OGG,1,0
DL,OGG,SLC,1,0
DL,JAX,ATL,1,0
DL,LGA,ATL,1,0
DL,MSP,ATL,1,0
DL,MCO,LGA,1,0
DL,ATL,CHO,1,0
DL,FLL,ATL,1,0
DL,ORD,ATL,1,0
DL,MCI,MSP,1,0
DL,MSP,MCI,1,0
DL,ICT,ATL,1,0
DL,DTW,EWR,1,0
DL,RSW,LGA,1,0
DL,ATL,ECP,1,0
DL,ECP,ATL,1,0
DL,MSY,ATL,1,0
DL,PHX,SLC,1,0
DL,STT,JFK,1,0
DL,SLC,SJC,1,0
DL,SAT,SLC,1,0
DL,FAI,SEA,1,0
DL,MSP,SNA,1,0
DL,EWR,DTW,1,0
DL,BWI,ATL,1,0
DL,MIA,LGA,1,0
DL,ATL,BOS,1,0
DL,SEA,FAI,1,0
DL,JFK,ATL,1,0
DL,BIL,MSP,1,0
DL,PHX,DTW,1,0
DL,RNO,SLC,1,0
DL,SLC,RNO,1,0
DL,MSP,PIT,1,0
DL,SFO,SLC,1,0
DL,SLC,SFO,1,0
DL,CHS,ATL,1,0
DL,DEN,LAX,1,0
DL,DTW,LAS,1,0
DL,JFK,SAN,1,0
DL,ATL,MLB,1,0
DL,MLB,ATL,1,0
DL,ATL,SYR,1,0
DL,ATL,MDW,1,0
DL,MSP,FAR,1,0
DL,JFK,PHX,1,0
DL,JFK,SNA,1,0
DL,LAS,SLC,1,0
DL,ATL,SAT,1,0
DL,ATL,MSP,1,0
DL,SEA,FLL,1,0
DL,DTW,DCA,1,0
DL,PHX,MSP,1,0
DL,ATL,OMA,1,0
DL,ATL,ORF,1,0
DL,ORF,ATL,1,0
DL,ATL,PDX,1,0
DL,DCA,DTW,1,0
DL,ATL,MYR,1,0
DL,BOS,DTW,1,0
DL,ATL,JAN,1,0
DL,JAN,ATL,1,0
DL,LGA,PBI,1,0
DL,ATL,MTJ,1,0
DL,MTJ,ATL,1,0
DL,ATL,VPS,1,0
DL,MSP,SLC,1,0
