OP_CARRIER,ORIGIN,DEST,COST,IS_POPULAR
9E,BNA,BOS,1,0
9E,SAT,MSP,1,0
9E,LFT,ATL,1,0
9E,MSN,MSP,1,0
9E,MSP,MSN,1,0
9E,DTW,JFK,1,0
9E,DSM,MSP,1,0
9E,MSP,DSM,1,0
9E,DTW,EVV,1,0
9E,ATL,MDT,1,0
9E,MDT,ATL,1,0
9E,MSP,OMA,1,0
9E,EVV,DTW,1,0
9E,ATL,AVL,1,0
9E,ABE,ATL,1,0
9E,ATL,SHV,1,0
9E,DCA,JFK,1,0
9E,TYS,ATL,1,0
9E,ATL,EWN,1,0
9E,MSP,GTF,1,0
9E,CWA,MSP,1,0
9E,ATL,LEX,1,0
9E,LEX,ATL,1,0
9E,ATL,ABE,1,0
9E,ATL,SDF,1,0
9E,CLE,MSP,1,0
9E,ATL,MYR,1,0
9E,ELM,ATL,1,0
9E,JFK,PWM,1,0
9E,SAT,DTW,1,0
9E,DTW,SYR,1,0
9E,DSM,DTW,1,0
9E,ATL,CSG,1,0
9E,EWN,ATL,1,0
9E,DTW,ELM,1,0
9E,CSG,ATL,1,0
9E,MSN,DTW,1,0
9E,ATL,TUL,1,0
9E,TUL,ATL,1,0
9E,DTW,GRB,1,0
9E,BDL,MSP,1,0
9E,DFW,DTW,1,0
9E,RIC,LGA,1,0
9E,RIC,JFK,1,0
9E,RAP,MSP,1,0
9E,ELM,DTW,1,0
9E,PIT,BOS,1,0
9E,ATL,TLH,1,0
9E,MSP,RIC,1,0
9E,ATL,TRI,1,0
9E,ATL,LIT,1,0
9E,MSP,GRR,1,0
9E,DTW,IND,1,0
9E,ATL,GPT,1,0
9E,GPT,ATL,1,0
9E,ATL,GSO,1,0
9E,ATL,CHA,1,0
9E,CHA,ATL,1,0
9E,IAD,MSP,1,0
9E,MSP,IAD,1,0
9E,SAV,JFK,1,0
9E,IND,LGA,1,0
9E,GRR,DTW,1,0
9E,LGA,ROC,1,0
9E,BTV,DTW,1,0
9E,CLE,JFK,1,0
9E,RDU,LGA,1,0
9E,LAN,DTW,1,0
9E,RDU,TPA,1,0
9E,CVG,LGA,1,0
9E,DFW,MSP,1,0
9E,AEX,ATL,1,0
9E,ATL,AEX,1,0
9E,AVL,ATL,1,0
9E,JFK,RDU,1,0
9E,GTF,MSP,1,0
9E,GRB,DTW,1,0
9E,CLT,JFK,1,0
9E,MEM,MSP,1,0
9E,MSP,MEM,1,0
9E,RDU,MCO,1,0
9E,GSO,LGA,1,0
9E,BIS,MSP,1,0
9E,LGA,BTV,1,0
9E,PIT,JFK,1,0
9E,MSP,ROC,1,0
9E,IAD,JFK,1,0
9E,DTW,MDT,1,0
9E,JFK,BOS,1,0
9E,MSP,ATW,1,0
9E,MSP,PHL,1,0
9E,DTW,ROC,1,0
9E,EWR,DTW,1,0
9E,MSP,PIT,1,0
9E,ATW,DTW,1,0
9E,DTW,GRR,1,0
9E,MSP,BIS,1,0
9E,AVP,DTW,1,0
9E,DTW,PHL,1,0
9E,LGA,GSO,1,0
9E,AUS,MSP,1,0
9E,MSP,AUS,1,0
9E,PIT,MSP,1,0
9E,FSD,ATL,1,0
9E,ATL,EVV,1,0
9E,TPA,RDU,1,0
9E,MSP,BDL,1,0
9E,GSP,ATL,1,0
9E,SYR,DTW,1,0
9E,EVV,ATL,1,0
9E,BTV,LGA,1,0
9E,SYR,JFK,1,0
9E,AUS,DTW,1,0
9E,ATL,LFT,1,0
9E,DTW,SAT,1,0
9E,LGA,PWM,1,0
9E,DTW,ATW,1,0
9E,DTW,RIC,1,0
9E,ROC,DTW,1,0
9E,BGR,LGA,1,0
9E,ATL,FSD,1,0
9E,JFK,CLT,1,0
9E,GSO,ATL,1,0
9E,JFK,SRQ,1,0
9E,LGA,ORF,1,0
9E,MYR,ATL,1,0
9E,ATL,SGF,1,0
9E,BTV,JFK,1,0
9E,SGF,ATL,1,0
9E,SRQ,JFK,1,0
9E,JAX,JFK,1,0
9E,BUF,JFK,1,0
9E,JFK,DTW,1,0
9E,ATL,HPN,1,0
9E,HPN,ATL,1,0
9E,ATL,VPS,1,0
9E,VPS,ATL,1,0
9E,ATW,MSP,1,0
9E,PWM,LGA,1,0
9E,LGA,BGR,1,0
9E,ATL,CID,1,0
9E,CID,ATL,1,0
9E,BOS,CVG,1,0
9E,ROC,LGA,1,0
9E,JFK,JAX,1,0
9E,DTW,AUS,1,0
9E,MSP,CMH,1,0
9E,SAV,LGA,1,0
G4,FWA,SFB,1,0
G4,CVG,LAS,1,0
G4,SCK,LAS,1,0
G4,IAG,PGD,1,0
G4,PGD,TYS,1,0
G4,MSO,AZA,1,0
G4,DSM,SFB,1,0
G4,PIE,LEX,1,0
G4,MFR,LAX,1,0
G4,PGD,RFD,1,0
G4,AZA,GTF,1,0
G4,SFB,TYS,1,0
G4,FAR,AZA,1,0
G4,FLL,IND,1,0
G4,GRR,AZA,1,0
G4,SFB,HTS,1,0
G4,RDU,PGD,1,0
G4,PIE,GRR,1,0
G4,AZA,SGF,1,0
G4,DSM,PGD,1,0
G4,FLL,TYS,1,0
G4,JAX,IND,1,0
G4,PIE,LCK,1,0
G4,LEX,SFB,1,0
G4,SFB,SDF,1,0
G4,VPS,BLV,1,0
G4,BMI,SFB,1,0
G4,PGD,GRR,1,0
G4,LAS,BLI,1,0
G4,AVL,PIE,1,0
G4,SFB,CVG,1,0
G4,TOL,PIE,1,0
G4,CVG,FLL,1,0
G4,ABE,SFB,1,0
G4,SFB,XNA,1,0
G4,ALB,PGD,1,0
G4,PIE,TYS,1,0
G4,AZA,BIL,1,0
G4,GTF,AZA,1,0
G4,FSD,AZA,1,0
G4,SAN,BLI,1,0
G4,AZA,EUG,1,0
G4,PGD,LEX,1,0
G4,BLI,SAN,1,0
G4,LEX,PGD,1,0
G4,AZA,CID,1,0
G4,BLI,OAK,1,0
G4,FNT,PIE,1,0
G4,BLI,LAS,1,0
G4,PBG,FLL,1,0
G4,PGD,CVG,1,0
G4,BGR,SFB,1,0
G4,SGF,AZA,1,0
G4,SFB,DSM,1,0
G4,PSC,AZA,1,0
G4,SFB,FNT,1,0
G4,PIE,FNT,1,0
G4,SDF,SFB,1,0
G4,BIL,AZA,1,0
G4,SFB,IND,1,0
G4,PVU,AZA,1,0
G4,PIE,ABE,1,0
G4,AZA,MSO,1,0
G4,XNA,SFB,1,0
G4,PGD,RDU,1,0
G4,SGF,PIE,1,0
G4,RFD,PGD,1,0
G4,TYS,FLL,1,0
G4,IND,FLL,1,0
G4,SFB,FWA,1,0
G4,LCK,PGD,1,0
G4,EUG,AZA,1,0
G4,FLL,LEX,1,0
G4,TYS,PGD,1,0
G4,LCK,PIE,1,0
G4,SFB,LEX,1,0
G4,CID,AZA,1,0
G4,SFB,PBG,1,0
G4,TYS,SFB,1,0
G4,LEX,PIE,1,0
G4,PIE,IND,1,0
G4,IND,JAX,1,0
G4,GRR,PIE,1,0
G4,LAS,SCK,1,0
G4,USA,PIE,1,0
G4,SFB,ABE,1,0
G4,AZA,IDA,1,0
G4,AZA,GRR,1,0
G4,TYS,PIE,1,0
G4,PVD,PGD,1,0
G4,MLI,SFB,1,0
G4,SRQ,IND,1,0
G4,CVG,PIE,1,0
G4,ATW,SFB,1,0
G4,FLL,USA,1,0
G4,PGD,IAG,1,0
G4,LAS,FAT,1,0
G4,HTS,SFB,1,0
G4,RNO,LAS,1,0
G4,PBG,SFB,1,0
G4,PIE,AVL,1,0
G4,LAX,SGF,1,0
G4,FWA,PGD,1,0
G4,FAT,LAS,1,0
G4,EUG,OAK,1,0
G4,PGD,ALB,1,0
G4,CVG,PGD,1,0
G4,PGD,MDT,1,0
OH,BTR,CLT,1,0
OH,CLT,BTR,1,0
OH,DCA,GSP,1,0
OH,GSP,DCA,1,0
OH,MHT,CLT,1,0
OH,SDF,CLT,1,0
OH,ALB,DCA,1,0
OH,PHL,TYS,1,0
OH,MSN,PHL,1,0
OH,BTV,CLT,1,0
OH,CLT,BTV,1,0
OH,CLT,IND,1,0
OH,IND,CLT,1,0
OH,DCA,TYS,1,0
OH,OMA,CLT,1,0
OH,GSP,PHL,1,0
OH,CHO,CLT,1,0
OH,CLT,CHO,1,0
OH,AVL,CLT,1,0
OH,CLE,CLT,1,0
OH,CLT,CLE,1,0
OH,CLT,MSN,1,0
OH,MSN,CLT,1,0
OH,CAK,CLT,1,0
OH,PNS,CLT,1,0
OH,CLT,CAE,1,0
OH,CLT,VPS,1,0
OH,VPS,CLT,1,0
OH,MKE,CLT,1,0
OH,CLT,JAN,1,0
OH,JAN,CLT,1,0
OH,LGA,DAY,1,0
OH,DCA,RDU,1,0
OH,CLT,GSP,1,0
OH,ORF,DCA,1,0
OH,JFK,RDU,1,0
OH,RDU,JFK,1,0
OH,DCA,IND,1,0
OH,CLT,PVD,1,0
OH,PVD,CLT,1,0
OH,CLT,MLB,1,0
OH,MLB,CLT,1,0
OH,CLT,ORF,1,0
OH,ORF,CLT,1,0
OH,CLT,FAY,1,0
OH,FAY,CLT,1,0
OH,DCA,JAX,1,0
OH,JAX,DCA,1,0
OH,CLT,OMA,1,0
OH,DCA,PVD,1,0
OH,PVD,DCA,1,0
OH,CLT,SAV,1,0
OH,DCA,SDF,1,0
OH,ORF,PHL,1,0
OH,PHL,ORF,1,0
OH,CLT,GPT,1,0
OH,SAV,CLT,1,0
OH,CLT,TYS,1,0
OH,BDL,DCA,1,0
OH,GPT,CLT,1,0
OH,DCA,PWM,1,0
OH,PWM,DCA,1,0
OH,CLT,BHM,1,0
OH,CLT,DAB,1,0
OH,DAB,CLT,1,0
OH,CVG,PHL,1,0
OH,OAJ,CLT,1,0
OH,CLT,RIC,1,0
OH,RIC,CLT,1,0
OH,GSP,CLT,1,0
OH,CLT,ABE,1,0
OH,CHA,CLT,1,0
OH,CLT,CHA,1,0
OH,DCA,GSO,1,0
OH,CLT,SDF,1,0
OH,DCA,BHM,1,0
OH,BHM,DCA,1,0
OH,CLT,HSV,1,0
OH,HSV,CLT,1,0
OH,PHL,MSN,1,0
OH,DAY,CLT,1,0
OH,SAV,PHL,1,0
OH,CLT,MEM,1,0
OH,MEM,CLT,1,0
OH,CLT,GSO,1,0
OH,GSO,CLT,1,0
OH,CLT,CAK,1,0
OH,CLT,MKE,1,0
OH,CLT,GNV,1,0
OH,CLT,SHV,1,0
OH,SHV,CLT,1,0
OH,PHL,CVG,1,0
OH,CLT,OAJ,1,0
OH,CLT,AVL,1,0
OH,CLT,CID,1,0
OH,CLT,LIT,1,0
OH,LIT,CLT,1,0
OH,CLT,MHT,1,0
OH,DCA,PNS,1,0
OH,DCA,SAV,1,0
OH,DCA,SYR,1,0
OH,CLT,PWM,1,0
OH,PWM,CLT,1,0
OH,CLT,JAX,1,0
OH,JAX,CLT,1,0
OH,MYR,CLT,1,0
OH,DCA,BDL,1,0
OH,DCA,CLE,1,0
OH,CLT,STL,1,0
OH,STL,CLT,1,0
OH,SYR,DCA,1,0
OH,SAV,DCA,1,0
OH,RDU,DCA,1,0
OH,CLT,PIT,1,0
OH,PIT,CLT,1,0
OH,CLT,DSM,1,0
OH,CLT,AGS,1,0
OH,CLT,SYR,1,0
OH,SYR,CLT,1,0
OH,TYS,PHL,1,0
OH,CLT,GRR,1,0
OH,GRR,CLT,1,0
OH,PHL,SAV,1,0
OH,CLE,DCA,1,0
OH,CLT,DTW,1,0
OH,DTW,CLT,1,0
OH,ART,PHL,1,0
OH,PHL,ART,1,0
OH,CLT,TLH,1,0
OH,TLH,CLT,1,0
OH,CRW,DCA,1,0
OH,CLT,IAD,1,0
OH,IAD,CLT,1,0
OH,DCA,CVG,1,0
OH,CLT,XNA,1,0
OH,DSM,CLT,1,0
OH,CLT,MYR,1,0
OH,HVN,PHL,1,0
OH,PHL,DAY,1,0
OH,PHL,CRW,1,0
OH,BHM,PHL,1,0
OH,AGS,CLT,1,0
OH,CID,CLT,1,0
OH,CLT,CVG,1,0
OH,CVG,CLT,1,0
OH,DAY,PHL,1,0
OH,BUF,CLT,1,0
OH,CLT,BUF,1,0
OH,GSO,DCA,1,0
OH,CAE,CLT,1,0
OH,DCA,CAE,1,0
OH,SDF,DCA,1,0
OH,CRW,CLT,1,0
OH,ORD,DAY,1,0
OH,BHM,CLT,1,0
OH,RDU,PIT,1,0
OH,PHL,MYR,1,0
OH,PHL,HVN,1,0
OH,PIT,RDU,1,0
OH,CHS,CLT,1,0
OH,CLT,CHS,1,0
OH,TYS,DCA,1,0
OH,PIT,DCA,1,0
OH,PIT,JFK,1,0
OH,PHL,STL,1,0
OH,OKC,CLT,1,0
OH,CLT,OKC,1,0
OH,DCA,ORF,1,0
OH,XNA,CLT,1,0
OH,CLT,LEX,1,0
OH,ABE,CLT,1,0
OH,CLT,MOB,1,0
OH,MOB,CLT,1,0
OH,DCA,HPN,1,0
OH,HPN,DCA,1,0
NK,BDL,MCO,1,0
NK,MCO,BDL,1,0
NK,ATL,BWI,1,0
NK,ATL,TPA,1,0
NK,BWI,ATL,1,0
NK,FLL,PIT,1,0
NK,LAS,LAX,1,0
NK,OAK,LAS,1,0
NK,LAS,OAK,1,0
NK,LAX,LAS,1,0
NK,ORD,SAN,1,0
NK,SAN,ORD,1,0
NK,ATL,MCO,1,0
NK,DTW,ATL,1,0
NK,MSY,BOS,1,0
NK,FLL,TPA,1,0
NK,TPA,MSY,1,0
NK,TPA,FLL,1,0
NK,PIT,FLL,1,0
NK,MSY,CLE,1,0
NK,MCO,PHL,1,0
NK,PHL,MCO,1,0
NK,CLE,MSY,1,0
NK,CLE,MCO,1,0
NK,MCO,CLE,1,0
NK,ORD,IAH,1,0
NK,FLL,MSP,1,0
NK,MSP,FLL,1,0
NK,ATL,PHL,1,0
NK,FLL,ATL,1,0
NK,SJU,FLL,1,0
NK,FLL,SJU,1,0
NK,FLL,LGA,1,0
NK,DTW,RSW,1,0
NK,RSW,DTW,1,0
NK,BOS,FLL,1,0
NK,FLL,BOS,1,0
NK,LAS,MSP,1,0
NK,BWI,MCO,1,0
NK,MSP,BWI,1,0
NK,MSY,MCO,1,0
NK,FLL,IAH,1,0
NK,IAH,SAN,1,0
NK,MCO,MSY,1,0
NK,DTW,MCI,1,0
NK,LAS,SEA,1,0
NK,MCI,LAS,1,0
NK,MCO,BWI,1,0
NK,MCI,DTW,1,0
NK,ORD,LGA,1,0
NK,DTW,TPA,1,0
NK,TPA,DTW,1,0
NK,LAS,BOS,1,0
NK,BOS,LAS,1,0
NK,IAG,FLL,1,0
NK,PIT,LAX,1,0
NK,LAX,PIT,1,0
NK,FLL,MSY,1,0
NK,MSY,IAH,1,0
NK,BDL,FLL,1,0
NK,FLL,BDL,1,0
NK,BWI,DFW,1,0
NK,PDX,LAS,1,0
NK,MSY,FLL,1,0
NK,MCO,FLL,1,0
NK,FLL,MCO,1,0
NK,IAH,MSY,1,0
NK,LAS,IAH,1,0
NK,BWI,LAS,1,0
NK,LAS,BWI,1,0
NK,EWR,IAH,1,0
NK,LGA,FLL,1,0
NK,DTW,LAX,1,0
NK,LAX,DTW,1,0
NK,DTW,LAS,1,0
NK,IAH,EWR,1,0
NK,MCO,IAH,1,0
NK,DFW,LGA,1,0
NK,SEA,LAS,1,0
NK,PIT,MCO,1,0
NK,MCO,PIT,1,0
NK,FLL,LBE,1,0
NK,LAS,MCO,1,0
NK,LBE,FLL,1,0
NK,TPA,ORD,1,0
NK,ORD,TPA,1,0
NK,LAX,ORD,1,0
NK,ORD,LAX,1,0
NK,DFW,DTW,1,0
NK,MCO,LAS,1,0
NK,FLL,GSO,1,0
NK,GSO,FLL,1,0
NK,EWR,LAS,1,0
NK,LAS,EWR,1,0
NK,BWI,MSP,1,0
NK,ATL,ORD,1,0
NK,TPA,ATL,1,0
NK,MSP,LAS,1,0
NK,ATL,DTW,1,0
NK,MCO,ATL,1,0
NK,FLL,LAS,1,0
NK,DTW,BWI,1,0
NK,BWI,DTW,1,0
NK,LAS,DTW,1,0
NK,SAN,LAS,1,0
NK,TPA,BOS,1,0
NK,BOS,TPA,1,0
NK,DTW,MCO,1,0
NK,MCO,SJU,1,0
NK,MCO,DTW,1,0
NK,ATL,LAS,1,0
NK,LAS,ATL,1,0
NK,MSY,DTW,1,0
NK,DFW,TPA,1,0
NK,TPA,DFW,1,0
NK,RSW,BDL,1,0
NK,ORD,MSY,1,0
NK,LAX,MCI,1,0
NK,DFW,LAS,1,0
NK,BDL,RSW,1,0
NK,IAH,MCO,1,0
NK,TPA,BWI,1,0
NK,BWI,TPA,1,0
NK,MCO,RIC,1,0
NK,RIC,MCO,1,0
NK,FLL,DTW,1,0
NK,DTW,FLL,1,0
NK,LGA,ORD,1,0
NK,IAH,FLL,1,0
NK,SAN,IAH,1,0
NK,LBE,MCO,1,0
NK,LAX,DFW,1,0
NK,DFW,LAX,1,0
NK,ATL,FLL,1,0
NK,PHL,ATL,1,0
NK,MCO,LBE,1,0
NK,SJU,MCO,1,0
NK,DFW,MCO,1,0
NK,ORD,DFW,1,0
NK,DEN,IAH,1,0
NK,IAH,DTW,1,0
NK,LAS,DEN,1,0
NK,MCO,ORD,1,0
NK,MCI,LAX,1,0
NK,DFW,DEN,1,0
NK,LGA,DFW,1,0
NK,DEN,DFW,1,0
NK,LGA,MYR,1,0
NK,LGA,DTW,1,0
NK,MYR,LGA,1,0
NK,ORD,MCO,1,0
NK,BWI,MSY,1,0
NK,RSW,ACY,1,0
NK,BOS,RSW,1,0
NK,DEN,LAS,1,0
NK,DTW,IAH,1,0
NK,IAH,DEN,1,0
NK,DFW,ORD,1,0
NK,ACY,RSW,1,0
NK,LAX,OAK,1,0
NK,MSY,BWI,1,0
NK,LAS,FLL,1,0
NK,MSY,LAX,1,0
NK,RSW,BOS,1,0
NK,RSW,CLE,1,0
NK,CLE,RSW,1,0
NK,ORD,BWI,1,0
NK,BWI,ORD,1,0
NK,DEN,FLL,1,0
NK,DFW,PHX,1,0
NK,FLL,DFW,1,0
NK,DFW,FLL,1,0
NK,PHX,DFW,1,0
NK,DTW,DEN,1,0
NK,DEN,DTW,1,0
NK,DTW,MSY,1,0
NK,MSY,ORD,1,0
NK,FLL,PHL,1,0
NK,PHL,FLL,1,0
NK,BOS,BWI,1,0
NK,BWI,BOS,1,0
NK,BOS,MYR,1,0
NK,MYR,FLL,1,0
NK,LAS,CLE,1,0
NK,CLE,LAS,1,0
NK,MCO,DFW,1,0
NK,LAS,SAN,1,0
NK,TPA,GSO,1,0
NK,GSO,TPA,1,0
NK,TPA,LAS,1,0
NK,LAS,TPA,1,0
NK,MCO,EWR,1,0
NK,EWR,ATL,1,0
NK,BWI,DEN,1,0
NK,MSY,EWR,1,0
NK,EWR,MCO,1,0
NK,DEN,BWI,1,0
NK,IAH,LAX,1,0
NK,ATL,EWR,1,0
NK,LAX,IAH,1,0
NK,ORD,PHX,1,0
NK,PHX,ORD,1,0
NK,JAX,ORD,1,0
NK,ORD,JAX,1,0
NK,ORD,RSW,1,0
NK,FLL,DEN,1,0
NK,RSW,ORD,1,0
NK,FLL,MYR,1,0
NK,MYR,BOS,1,0
NK,TPA,CMH,1,0
NK,CMH,TPA,1,0
NK,LAX,BWI,1,0
NK,MSP,MCO,1,0
NK,MCO,ACY,1,0
NK,BWI,LAX,1,0
NK,BQN,MCO,1,0
NK,RSW,PHL,1,0
NK,PHL,RSW,1,0
NK,ATL,DFW,1,0
NK,BOS,ATL,1,0
NK,DTW,JAX,1,0
NK,JAX,DTW,1,0
NK,ACY,PBI,1,0
NK,PBI,ACY,1,0
NK,FLL,EWR,1,0
NK,EWR,FLL,1,0
NK,CLE,FLL,1,0
NK,ATL,BOS,1,0
NK,DFW,ATL,1,0
NK,MCO,BQN,1,0
NK,FLL,CLE,1,0
NK,MCO,CMH,1,0
NK,CMH,MCO,1,0
NK,TPA,LBE,1,0
NK,TPA,AVL,1,0
NK,AVL,TPA,1,0
NK,LBE,TPA,1,0
NK,RIC,FLL,1,0
NK,FLL,RIC,1,0
NK,CLE,TPA,1,0
NK,TPA,CLE,1,0
NK,LAX,CLE,1,0
NK,CLE,LAX,1,0
NK,IAH,LAS,1,0
NK,LAS,MCI,1,0
NK,MCI,MCO,1,0
NK,MCO,MCI,1,0
NK,IAH,ORD,1,0
NK,FLL,STT,1,0
NK,DFW,BWI,1,0
NK,BOS,PBI,1,0
NK,PBI,BOS,1,0
NK,CMH,LAS,1,0
NK,LAS,DFW,1,0
NK,STT,FLL,1,0
NK,PHL,DFW,1,0
NK,IAH,BWI,1,0
NK,FLL,ACY,1,0
NK,ACY,FLL,1,0
NK,FLL,BWI,1,0
NK,ORD,LAS,1,0
NK,MCO,MSP,1,0
NK,CLE,ATL,1,0
NK,ATL,CLE,1,0
NK,CMH,RSW,1,0
NK,RSW,CMH,1,0
NK,LAS,PDX,1,0
NK,LAX,PHL,1,0
NK,PHL,LAX,1,0
NK,TPA,CAK,1,0
NK,CAK,TPA,1,0
NK,STT,MCO,1,0
NK,TPA,PIT,1,0
NK,MCO,STT,1,0
NK,PIT,TPA,1,0
NK,BWI,FLL,1,0
NK,ACY,MCO,1,0
NK,LAS,CMH,1,0
NK,LAX,FLL,1,0
NK,DTW,DFW,1,0
NK,IAH,TPA,1,0
NK,TPA,IAH,1,0
NK,DTW,LGA,1,0
NK,RSW,MSP,1,0
NK,MSP,RSW,1,0
NK,MSP,LAX,1,0
NK,BWI,IAH,1,0
NK,PIT,LAS,1,0
NK,LAS,PIT,1,0
NK,FLL,LAX,1,0
NK,ACY,TPA,1,0
NK,MSP,DTW,1,0
NK,PHX,MSP,1,0
NK,DTW,MSP,1,0
NK,MSP,PHX,1,0
NK,TPA,ACY,1,0
NK,MYR,ACY,1,0
NK,LAS,ORD,1,0
NK,IAH,ATL,1,0
NK,ATL,IAH,1,0
NK,BWI,RSW,1,0
NK,RSW,BWI,1,0
NK,FLL,BQN,1,0
NK,BQN,FLL,1,0
NK,ACY,MYR,1,0
NK,MCO,CAK,1,0
NK,CAK,MCO,1,0
NK,PHL,LAS,1,0
OO,DFW,LAW,1,0
OO,LAW,DFW,1,0
OO,EWR,ORD,1,0
OO,ORD,EWR,1,0
OO,TUS,LAX,1,0
OO,BTR,DFW,1,0
OO,DFW,BTR,1,0
OO,JAC,LAX,1,0
OO,LAX,JAC,1,0
OO,LAX,FAT,1,0
OO,FLG,PHX,1,0
OO,PHX,FLG,1,0
OO,DFW,JLN,1,0
OO,LAX,SAN,1,0
OO,SAN,LAX,1,0
OO,ASE,ORD,1,0
OO,LAX,ASE,1,0
OO,LAX,SLC,1,0
OO,SLC,LAX,1,0
OO,ASE,LAX,1,0
OO,HDN,ORD,1,0
OO,ORD,HDN,1,0
OO,ORD,ATW,1,0
OO,ORD,ASE,1,0
OO,RDM,LAX,1,0
OO,ORD,BNA,1,0
OO,ORF,ORD,1,0
OO,FAT,PHX,1,0
OO,PHX,FAT,1,0
OO,DFW,LRD,1,0
OO,LRD,DFW,1,0
OO,YUM,PHX,1,0
OO,GRB,ORD,1,0
OO,ORD,GRB,1,0
OO,PHX,RDM,1,0
OO,GJT,PHX,1,0
OO,PHX,GJT,1,0
OO,ORD,DTW,1,0
OO,PHX,YUM,1,0
OO,MDT,ORD,1,0
OO,ORD,MDT,1,0
OO,SAT,ORD,1,0
OO,BRO,DFW,1,0
OO,ORD,SDF,1,0
OO,LAX,EUG,1,0
OO,OKC,ORD,1,0
OO,DFW,BRO,1,0
OO,ORD,FNT,1,0
OO,SLC,ORD,1,0
OO,FSD,ORD,1,0
OO,ORD,FSD,1,0
OO,FWA,CLT,1,0
OO,PHX,ASE,1,0
OO,PHX,BFL,1,0
OO,BNA,ORD,1,0
OO,OKC,DFW,1,0
OO,PSP,PHX,1,0
OO,HPN,ORD,1,0
OO,ASE,PHX,1,0
OO,ORD,HPN,1,0
OO,PHX,TUS,1,0
OO,TUS,PHX,1,0
OO,EGE,PHX,1,0
OO,PHX,EGE,1,0
OO,DFW,MHK,1,0
OO,MHK,DFW,1,0
OO,ROW,DFW,1,0
OO,MTJ,ORD,1,0
OO,ORD,MTJ,1,0
OO,LAX,RDM,1,0
OO,BTR,CLT,1,0
OO,CLT,BTR,1,0
OO,ATW,ORD,1,0
OO,BFL,PHX,1,0
OO,TYS,CLT,1,0
OO,ASE,DFW,1,0
OO,DFW,ASE,1,0
OO,RDM,PHX,1,0
OO,COS,ORD,1,0
OO,ORD,COS,1,0
OO,LAX,TUS,1,0
OO,ORD,OKC,1,0
OO,ORD,TYS,1,0
OO,PHX,PSP,1,0
OO,LAX,MFR,1,0
OO,DTW,ORD,1,0
OO,ORD,TVC,1,0
OO,TVC,ORD,1,0
OO,EUG,PHX,1,0
OO,DFW,ROW,1,0
OO,ORD,SAT,1,0
OO,DFW,SAF,1,0
OO,SAF,DFW,1,0
OO,ORD,SLC,1,0
OO,PHX,SAF,1,0
OO,SAF,PHX,1,0
OO,MFR,LAX,1,0
OO,DFW,TYS,1,0
OO,EUG,LAX,1,0
OO,MFR,PHX,1,0
OO,LAX,RNO,1,0
OO,RNO,LAX,1,0
OO,JLN,DFW,1,0
OO,MKE,CLT,1,0
OO,DFW,SRQ,1,0
OO,SRQ,DFW,1,0
OO,CLT,FWA,1,0
OO,CHO,ORD,1,0
OO,ORD,CHO,1,0
OO,ICT,ORD,1,0
OO,ORD,ICT,1,0
OO,MKE,ORD,1,0
OO,ORD,MKE,1,0
OO,PHX,SGU,1,0
OO,SGU,PHX,1,0
OO,CYS,DFW,1,0
OO,DFW,CYS,1,0
OO,MEI,DFW,1,0
OO,PIB,MEI,1,0
OO,DFW,PIB,1,0
OO,MEI,ORD,1,0
OO,MEI,PIB,1,0
OO,ORD,MEI,1,0
OO,PHX,ROW,1,0
OO,ROW,PHX,1,0
OO,FAT,LAX,1,0
OO,IND,ORD,1,0
OO,ORD,IND,1,0
OO,PHX,EUG,1,0
OO,LAX,ELP,1,0
OO,ELP,LAX,1,0
OO,CLT,MKE,1,0
OO,TYS,DFW,1,0
OO,CLT,TYS,1,0
OO,DFW,FWA,1,0
OO,FWA,DFW,1,0
OO,CRP,DFW,1,0
OO,FNT,ORD,1,0
OO,PHX,LAX,1,0
OO,TUL,ORD,1,0
OO,ORD,TUL,1,0
OO,ORD,ROC,1,0
OO,ROC,ORD,1,0
OO,PHX,ABQ,1,0
OO,ABQ,PHX,1,0
OO,PHX,ELP,1,0
OO,ELP,PHX,1,0
OO,SDF,ORD,1,0
OO,TYS,ORD,1,0
OO,PHX,MFR,1,0
OO,LAX,PHX,1,0
OO,OMA,ORD,1,0
OO,ORD,OMA,1,0
OO,CVG,ORD,1,0
OO,ORD,CVG,1,0
OO,ORD,ORF,1,0
OO,SJC,AUS,1,0
OO,AUS,SJC,1,0
OO,PDX,SLC,1,0
OO,TUS,SJC,1,0
OO,SJC,TUS,1,0
OO,PDX,BOI,1,0
OO,BOI,PDX,1,0
OO,PDX,DAL,1,0
OO,SAN,SJC,1,0
OO,SEA,TUS,1,0
OO,TUS,SEA,1,0
OO,SLC,PDX,1,0
OO,LAX,SJC,1,0
OO,SJC,LAX,1,0
OO,BOI,SEA,1,0
OO,LAX,DAL,1,0
OO,DAL,LAX,1,0
OO,SMF,PDX,1,0
OO,SJC,DAL,1,0
OO,DAL,SJC,1,0
OO,SEA,BOI,1,0
OO,SAN,AUS,1,0
OO,MCI,PDX,1,0
OO,SAN,OMA,1,0
OO,OMA,SAN,1,0
OO,SAN,SMF,1,0
OO,SMF,SAN,1,0
OO,PDX,TUS,1,0
OO,TUS,PDX,1,0
OO,SEA,SBP,1,0
OO,BUR,SJC,1,0
OO,SJC,BUR,1,0
OO,ABQ,SFO,1,0
OO,SFO,ABQ,1,0
OO,STS,SAN,1,0
OO,MSP,SAN,1,0
OO,SAN,MSP,1,0
